"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.452149644E0,1.316894293E-1,1.348851323E-1,5.366111174E-2,1.959990296E-1
2.454745113E0,1.221023351E-1,1.327546686E-1,4.194355011E-2,1.851811104E-1
2.457271571E0,1.135804728E-1,1.306242049E-1,2.596505545E-2,1.750353987E-1
2.459798030E0,9.866721183E-2,1.242327988E-1,1.211702544E-2,1.591094884E-1
2.462324488E0,8.908011019E-2,1.199718714E-1,-3.861469682E-3,1.494771785E-1
2.464850998E0,7.842778414E-2,1.146457046E-1,-1.664426550E-2,1.398984864E-1
2.467377457E0,6.777545065E-2,1.071890742E-1,-3.262276202E-2,1.309475236E-1
2.469903915E0,5.499265343E-2,9.973244369E-2,-5.179695413E-2,1.251146543E-1
2.472430373E0,4.647079110E-2,9.973244369E-2,-7.097115368E-2,1.309312774E-1
2.474956832E0,3.794892505E-2,9.440627694E-2,-8.814803511E-2,1.346207344E-1
2.477483290E0,3.049229458E-2,9.014534205E-2,-1.105179265E-1,1.458429800E-1
2.480009800E0,1.451379992E-2,8.694964647E-2,-1.307573467E-1,1.576970993E-1
2.482536259E0,8.122402243E-3,8.268871158E-2,-1.488663107E-1,1.704833567E-1
2.485159123E0,3.861469682E-3,7.949301600E-2,-1.723014414E-1,1.897941971E-1
2.487685582E0,-8.921326138E-3,7.310161740E-2,-1.882799417E-1,2.021701584E-1
2.490212040E0,-1.424749196E-2,7.203638554E-2,-2.053236663E-1,2.180597162E-1
2.492738498E0,-2.063889056E-2,7.416684926E-2,-2.223673910E-1,2.353166843E-1
2.495265009E0,-2.596505545E-2,7.736254483E-2,-2.394111156E-1,2.529364144E-1
2.497791467E0,-3.235645220E-2,7.949301600E-2,-2.596505582E-1,2.734675337E-1
2.500317925E0,-3.768261895E-2,8.055824786E-2,-2.734985650E-1,2.875953339E-1
2.502844384E0,-4.513924941E-2,8.694964647E-2,-2.862813771E-1,3.025802699E-1
2.505370842E0,-4.513924941E-2,8.801487833E-2,-3.011946380E-1,3.170211044E-1
2.507897353E0,-4.407401755E-2,9.227581322E-2,-3.107817471E-1,3.271737139E-1
2.510423811E0,-4.726971686E-2,9.334104508E-2,-3.203688264E-1,3.370210108E-1
2.512950269E0,-5.579157919E-2,9.440627694E-2,-3.246297538E-1,3.426510215E-1
2.515558394E0,-5.792204663E-2,9.653674066E-2,-3.310211599E-1,3.496416938E-1
2.518084853E0,-5.579157919E-2,9.760197252E-2,-3.342168629E-1,3.526184295E-1
2.520611311E0,-6.218297780E-2,1.018629074E-1,-3.395430148E-1,3.599058676E-1
2.523137769E0,-6.537867337E-2,1.018629074E-1,-3.427387178E-1,3.634834955E-1
2.525664280E0,-7.177007198E-2,1.018629074E-1,-3.427387178E-1,3.646872959E-1
2.528190738E0,-7.816147059E-2,1.050586104E-1,-3.448691964E-1,3.688919757E-1
2.530717196E0,-8.348763734E-2,1.050586104E-1,-3.469996452E-1,3.720433456E-1
2.533243655E0,-8.774857223E-2,9.866721183E-2,-3.469996452E-1,3.712731938E-1
2.535770113E0,-9.094426781E-2,1.018629074E-1,-3.501953483E-1,3.758772322E-1
2.538296623E0,-1.005313694E-1,1.050586104E-1,-3.512606025E-1,3.801682242E-1
2.540823082E0,-1.079879999E-1,1.018629074E-1,-3.533910513E-1,3.833049637E-1
2.543349540E0,-1.122489274E-1,9.653674066E-2,-3.576519787E-1,3.870841018E-1
2.545959957E0,-1.143793985E-1,9.653674066E-2,-3.597824574E-1,3.896734604E-1
2.548486415E0,-1.250317246E-1,9.653674066E-2,-3.608476818E-1,3.939077606E-1
2.551012873E0,-1.324883550E-1,8.801487833E-2,-3.651086092E-1,3.982512769E-1
2.553539332E0,-1.346188188E-1,8.375394344E-2,-3.693695366E-1,4.019587093E-1
2.556065842E0,-1.335535944E-1,8.375394344E-2,-3.768261969E-1,4.084718696E-1
2.558592300E0,-1.367492825E-1,8.055824786E-2,-3.821523488E-1,4.137999701E-1
2.561118759E0,-1.378145218E-1,7.629731297E-2,-3.906742036E-1,4.212368167E-1
2.563645217E0,-1.314231306E-1,7.629731297E-2,-3.981308341E-1,4.261472519E-1
2.566171675E0,-1.282274276E-1,7.842778414E-2,-4.055874646E-1,4.325440809E-1
2.568698186E0,-1.207707971E-1,7.736254483E-2,-4.151745737E-1,4.392499009E-1
2.571224644E0,-1.143793985E-1,7.203638554E-2,-4.205007255E-1,4.416930470E-1
2.573751103E0,-1.122489274E-1,6.884068251E-2,-4.258269072E-1,4.457212314E-1
2.576360478E0,-1.005313694E-1,6.351451576E-2,-4.343487620E-1,4.503326515E-1
2.578886936E0,-8.774857223E-2,6.564498693E-2,-4.386096895E-1,4.520923976E-1
2.581413394E0,-8.135717362E-2,6.671021879E-2,-4.418053925E-1,4.541599364E-1
2.583939853E0,-7.283531129E-2,5.818835273E-2,-4.524577260E-1,4.619619690E-1
2.586466363E0,-6.324820966E-2,5.499265343E-2,-4.599143565E-1,4.674887627E-1
2.588992821E0,-5.366111174E-2,4.966649041E-2,-4.726971686E-1,4.783188146E-1
2.591519280E0,-4.407401755E-2,5.286218971E-2,-4.822842479E-1,4.871704280E-1
2.594045738E0,-3.555215150E-2,5.499265343E-2,-4.961322844E-1,5.004352016E-1
2.596572196E0,-2.383458801E-2,5.925358832E-2,-5.078498721E-1,5.118501421E-1
2.599098707E0,-1.744319126E-2,6.031882018E-2,-5.206326246E-1,5.244053345E-1
2.601625165E0,-9.986559860E-3,6.457975507E-2,-5.344806910E-1,5.384606626E-1
2.604151623E0,-3.595161485E-3,6.351451576E-2,-5.493939519E-1,5.530648545E-1
2.606760425E0,-2.529928461E-3,6.351451576E-2,-5.643072128E-1,5.678759765E-1
2.609286884E0,-3.994623839E-4,5.925358832E-2,-5.770899653E-1,5.801241034E-1
2.611813342E0,-1.464695437E-3,4.647079110E-2,-5.888075829E-1,5.906403723E-1
2.614339800E0,-1.464695437E-3,4.114462435E-2,-6.015903354E-1,6.029974768E-1
2.616866311E0,-4.660394508E-3,3.049229458E-2,-6.133078933E-1,6.140831143E-1
2.619392769E0,-4.660394508E-3,1.877473295E-2,-6.196992993E-1,6.200011544E-1
2.621919228E0,-7.856093347E-3,4.926702939E-3,-6.271559596E-1,6.272245119E-1
2.624445686E0,-8.921326138E-3,-5.725627299E-3,-6.399387121E-1,6.400265058E-1
2.626972144E0,-1.318225823E-2,-1.957365684E-2,-6.452649236E-1,6.456963075E-1
2.629498655E0,-1.211702544E-2,-3.129122034E-2,-6.463301182E-1,6.472005751E-1
2.632025113E0,-9.986559860E-3,-4.300878197E-2,-6.484606266E-1,6.499620535E-1
2.634551571E0,-1.211702544E-2,-4.940018058E-2,-6.505910754E-1,6.525763921E-1
2.637163915E0,-1.211702544E-2,-6.218297780E-2,-6.569824815E-1,6.600299433E-1
2.639690373E0,-9.986559860E-3,-7.496577501E-2,-6.601781845E-1,6.644959248E-1
2.642216832E0,-1.318225823E-2,-8.561810106E-2,-6.601781845E-1,6.658374174E-1
2.644743290E0,-1.637795754E-2,-9.520520270E-2,-6.665695906E-1,6.735334343E-1
2.647269800E0,-9.986559860E-3,-1.069227681E-1,-6.697652340E-1,6.783197464E-1
2.649796259E0,-1.318225823E-2,-1.154446304E-1,-6.761566401E-1,6.860678075E-1
2.652322717E0,-1.744319126E-2,-1.197055578E-1,-6.804175973E-1,6.910873984E-1
2.654849175E0,-1.531272475E-2,-1.292926520E-1,-6.857437491E-1,6.979939533E-1
2.657375634E0,-2.276935615E-2,-1.399449855E-1,-6.889394522E-1,7.033780003E-1
2.659902144E0,-2.489982173E-2,-1.505973190E-1,-6.942656040E-1,7.108475804E-1
2.662428603E0,-2.489982173E-2,-1.591191888E-1,-7.017222643E-1,7.199673976E-1
2.664955061E0,-2.276935615E-2,-1.612496525E-1,-7.113093734E-1,7.297129015E-1
2.667563134E0,-2.063889056E-2,-1.655105799E-1,-7.187659740E-1,7.378646497E-1
2.670089592E0,-2.063889056E-2,-1.697715074E-1,-7.294183373E-1,7.491991987E-1
2.672616050E0,-1.531272475E-2,-1.719019860E-1,-7.379401922E-1,7.578525580E-1
2.675142509E0,-8.921326138E-3,-1.719019860E-1,-7.496577501E-1,7.691661883E-1
2.677668967E0,-5.725627299E-3,-1.750976741E-1,-7.656362653E-1,7.854240059E-1
2.680195478E0,-3.994623839E-4,-1.697715074E-1,-7.805495262E-1,7.987991532E-1
2.682721936E0,8.122402243E-3,-1.633801162E-1,-7.965279818E-1,8.131518072E-1
2.685248394E0,2.090519853E-2,-1.527277827E-1,-8.125064969E-1,8.270003691E-1
2.687774853E0,2.410089783E-2,-1.356840581E-1,-8.274197578E-1,8.388173058E-1
2.690301363E0,2.410089783E-2,-1.197055578E-1,-8.433982730E-1,8.521918333E-1
2.692827821E0,2.410089783E-2,-9.733566642E-2,-8.529853225E-1,8.588591535E-1
2.695354280E0,1.770949923E-2,-7.496577501E-2,-8.604419827E-1,8.638830358E-1
2.697963134E0,1.131810062E-2,-5.792204663E-2,-8.678985834E-1,8.699028762E-1
2.700489592E0,2.796236658E-3,-4.620448127E-2,-8.774856925E-1,8.787057605E-1
2.703016050E0,-6.790860556E-3,-3.661738336E-2,-8.838770986E-1,8.846613329E-1
2.705542509E0,-1.850842312E-2,-3.129122034E-2,-8.838770986E-1,8.846244557E-1
2.708069019E0,-2.809552103E-2,-2.596505545E-2,-8.881380558E-1,8.889616125E-1
2.710595478E0,-3.874785081E-2,-2.383458801E-2,-8.945294023E-1,8.956853996E-1
2.713121936E0,-4.940018058E-2,-2.383458801E-2,-9.009208083E-1,9.025889254E-1
2.715648394E0,-6.218297780E-2,-2.916075476E-2,-9.030513167E-1,9.056592919E-1
2.718174853E0,-7.070484012E-2,-3.661738336E-2,-9.062470198E-1,9.097382415E-1
2.720701363E0,-8.029194176E-2,-4.407401755E-2,-9.094427228E-1,9.140434240E-1
2.723227821E0,-9.094426781E-2,-5.579157919E-2,-9.137036204E-1,9.199118796E-1
2.725754280E0,-9.413997084E-2,-7.177007198E-2,-9.168993235E-1,9.245094087E-1
2.728343238E0,-9.946613014E-2,-8.774857223E-2,-9.243559837E-1,9.338240239E-1
2.730869696E0,-1.005313694E-1,-1.047922969E-1,-9.318125844E-1,9.430602707E-1
2.733396155E0,-1.047922969E-1,-1.218360290E-1,-9.371387362E-1,9.508177819E-1
2.735922613E0,-1.058575287E-1,-1.388797611E-1,-9.413996935E-1,9.574585042E-1
2.738449123E0,-1.047922969E-1,-1.548582464E-1,-9.445953965E-1,9.629241741E-1
2.740975582E0,-1.079879999E-1,-1.729672104E-1,-9.541825056E-1,9.757270715E-1
2.743502040E0,-1.122489274E-1,-1.910761744E-1,-9.584434032E-1,9.837294767E-1
2.746028498E0,-1.101184636E-1,-2.102503628E-1,-9.595086575E-1,9.884271115E-1
2.748554957E0,-1.143793985E-1,-2.219679356E-1,-9.659000635E-1,9.976549223E-1
2.751081467E0,-1.101184636E-1,-2.358159572E-1,-9.722914696E-1,1.006521705E0
2.753607925E0,-1.101184636E-1,-2.454030514E-1,-9.786828160E-1,1.014972309E0
2.756134384E0,-1.111836955E-1,-2.549901605E-1,-9.882699251E-1,1.026673873E0
2.758763498E0,-1.218360290E-1,-2.624467909E-1,-9.957265854E-1,1.036915507E0
2.761289957E0,-1.218360290E-1,-2.656424940E-1,-1.003183246E0,1.044885916E0
2.763816415E0,-1.229012609E-1,-2.688381970E-1,-1.012770295E0,1.055027188E0
2.766342873E0,-1.282274276E-1,-2.688381970E-1,-1.019161701E0,1.061794153E0
2.768869384E0,-1.271621883E-1,-2.752295732E-1,-1.028748751E0,1.072495003E0
2.771395842E0,-1.197055578E-1,-2.741643488E-1,-1.035140157E0,1.077502044E0
2.773922300E0,-1.207707971E-1,-2.773600519E-1,-1.042596817E0,1.085597673E0
2.776448759E0,-1.175750941E-1,-2.677729428E-1,-1.051118731E0,1.091043922E0
2.778975217E0,-1.069227681E-1,-2.603163123E-1,-1.054314375E0,1.091226769E0
2.781501728E0,-1.015966013E-1,-2.485987544E-1,-1.059640527E0,1.093142834E0
2.784028186E0,-9.840089828E-2,-2.390116602E-1,-1.063901424E0,1.094849556E0
2.786554644E0,-8.668334037E-2,-2.230331600E-1,-1.064966679E0,1.091518126E0
2.789162717E0,-7.390054315E-2,-2.059894353E-1,-1.064966679E0,1.087219833E0
2.791689175E0,-6.111774594E-2,-1.910761744E-1,-1.060705781E0,1.079510184E0
2.794215634E0,-3.981308267E-2,-1.729672104E-1,-1.060705781E0,1.075453156E0
2.796742092E0,-1.850842312E-2,-1.463363916E-1,-1.056444883E0,1.066692408E0
2.799268603E0,-4.660394508E-3,-1.207707971E-1,-1.057510138E0,1.064394192E0
2.801795061E0,1.238333434E-2,-1.047922969E-1,-1.063901424E0,1.069121608E0
2.804321519E0,2.729659714E-2,-9.733566642E-2,-1.069227695E0,1.073995904E0
2.806847978E0,3.901416063E-2,-9.520520270E-2,-1.076684237E0,1.081589146E0
2.809374436E0,4.966649041E-2,-9.733566642E-2,-1.080945253E0,1.086454616E0
2.811900946E0,5.392742157E-2,-1.090532318E-1,-1.085206151E0,1.092004196E0
2.814427405E0,5.499265343E-2,-1.324883550E-1,-1.087336659E0,1.096758117E0
2.816953863E0,4.966649041E-2,-1.516625583E-1,-1.085206151E0,1.096877697E0
2.819539384E0,4.753602296E-2,-1.644453406E-1,-1.080945253E0,1.094415179E0
2.822065842E0,4.220985994E-2,-1.793586165E-1,-1.079879999E0,1.095487105E0
2.824592300E0,3.155753016E-2,-1.974675655E-1,-1.078814745E0,1.097192130E0
2.827118759E0,1.025286783E-2,-2.209026963E-1,-1.077749491E0,1.100203203E0
2.829645217E0,-1.105179265E-2,-2.358159572E-1,-1.084140897E0,1.109546210E0
2.832171728E0,-3.235645220E-2,-2.496639937E-1,-1.088401794E0,1.117138092E0
2.834698186E0,-6.644391268E-2,-2.624467909E-1,-1.094793200E0,1.127770040E0
2.837224644E0,-1.015966013E-1,-2.730991244E-1,-1.103315115E0,1.141143831E0
2.839751103E0,-1.314231306E-1,-2.848166823E-1,-1.109706521E0,1.153187385E0
2.842277561E0,-1.697715074E-1,-2.869471312E-1,-1.119293571E0,1.167895166E0
2.844804071E0,-2.070546746E-1,-2.837514579E-1,-1.129945874E0,1.183285345E0
2.847330530E0,-2.422073632E-1,-2.784252763E-1,-1.141663551E0,1.199825281E0
2.849991675E0,-2.720338702E-1,-2.741643488E-1,-1.145924449E0,1.209260666E0
2.852518134E0,-3.071865737E-1,-2.677729428E-1,-1.156576753E0,1.226269026E0
2.855044592E0,-3.423392773E-1,-2.613815665E-1,-1.164033413E0,1.241164893E0
2.857571050E0,-3.721657991E-1,-2.592510879E-1,-1.168294311E0,1.253247823E0
2.860097561E0,-3.966661394E-1,-2.560553849E-1,-1.178946614E0,1.269969884E0
2.862624019E0,-4.169055820E-1,-2.507292330E-1,-1.182142377E0,1.278333294E0
2.865150478E0,-4.339492917E-1,-2.464682907E-1,-1.186403275E0,1.287094144E0
2.867676936E0,-4.499278069E-1,-2.454030514E-1,-1.190664172E0,1.296278851E0
2.870203394E0,-4.616453648E-1,-2.411421239E-1,-1.195990324E0,1.304476455E0
2.872729853E0,-4.712324440E-1,-2.400768995E-1,-1.198120832E0,1.309652803E0
2.875256363E0,-4.872109592E-1,-2.315550297E-1,-1.199186087E0,1.314929474E0
2.877782821E0,-4.925371110E-1,-2.240983993E-1,-1.200251341E0,1.316592640E0
2.880366103E0,-4.946675897E-1,-2.145113051E-1,-1.190664172E0,1.307054817E0
2.882892561E0,-5.010589957E-1,-1.995980442E-1,-1.187468529E0,1.304216624E0
2.885419019E0,-4.989285171E-1,-1.814890802E-1,-1.183207631E0,1.296860922E0
2.887945478E0,-4.861457348E-1,-1.623148769E-1,-1.174685717E0,1.281627999E0
2.890471988E0,-4.797543287E-1,-1.431406885E-1,-1.168294311E0,1.271048807E0
2.892998446E0,-4.659062922E-1,-1.239664927E-1,-1.162968159E0,1.258940548E0
2.895524905E0,-4.467321038E-1,-1.047922969E-1,-1.155511498E0,1.243285092E0
2.898051363E0,-4.318188429E-1,-8.668334037E-2,-1.151250601E0,1.232623000E0
2.900577821E0,-4.083836973E-1,-7.390054315E-2,-1.144859195E0,1.217760695E0
2.903104280E0,-3.796224296E-1,-5.259587988E-2,-1.137402534E0,1.200234994E0
2.905630790E0,-3.540568352E-1,-3.555215150E-2,-1.131011128E0,1.185667057E0
2.908157248E0,-3.274259865E-1,-1.211702544E-2,-1.123554587E0,1.170354438E0
2.910790165E0,-2.922733128E-1,5.991935730E-3,-1.119293571E0,1.156839526E0
2.913316623E0,-2.581858635E-1,2.090519853E-2,-1.109706521E0,1.139537419E0
2.915843082E0,-2.177069932E-1,3.688369319E-2,-1.103315115E0,1.125193754E0
2.918369540E0,-1.750976741E-1,5.392742157E-2,-1.099054217E0,1.114220595E0
2.920896050E0,-1.303578913E-1,6.244928762E-2,-1.091597557E0,1.101125933E0
2.923422509E0,-9.094426781E-2,6.990591437E-2,-1.086271405E0,1.092310973E0
2.925948967E0,-4.407401755E-2,7.629731297E-2,-1.083075643E0,1.086653876E0
2.928475425E0,3.861469682E-3,7.736254483E-2,-1.075619102E0,1.078404528E0
2.931001884E0,4.327509180E-2,8.268871158E-2,-1.072423339E0,1.076476648E0
2.933552821E0,8.481918275E-2,9.334104508E-2,-1.071358085E0,1.078756224E0
2.936079280E0,1.231675670E-1,9.866721183E-2,-1.066031933E0,1.077650013E0
2.938605790E0,1.551245600E-1,1.018629074E-1,-1.066031933E0,1.082064583E0
2.941132248E0,1.828206182E-1,1.093195379E-1,-1.064966679E0,1.086060848E0
2.943658707E0,2.094514370E-1,1.114500016E-1,-1.060705781E0,1.086916630E0
2.946185165E0,2.307561040E-1,1.125152409E-1,-1.055379629E0,1.086155707E0
2.948711623E0,2.499302924E-1,1.146457046E-1,-1.053249121E0,1.088550641E0
2.951238134E0,2.701697350E-1,1.242327988E-1,-1.054314375E0,1.095447066E0
2.953764592E0,2.850829959E-1,1.295589656E-1,-1.054314375E0,1.099834825E0
2.956291050E0,2.968005538E-1,1.380808353E-1,-1.056444883E0,1.105998498E0
2.958817509E0,3.074528873E-1,1.466026902E-1,-1.052183867E0,1.105943270E0
2.961433394E0,3.106485903E-1,1.519288570E-1,-1.047922969E0,1.103506898E0
2.963959853E0,3.149095178E-1,1.583202630E-1,-1.045792580E0,1.103592058E0
2.966486311E0,3.127790391E-1,1.657768935E-1,-1.041531563E0,1.100045773E0
2.969012769E0,3.127790391E-1,1.785596907E-1,-1.035140157E0,1.096006129E0
2.971539280E0,3.085181117E-1,1.892120093E-1,-1.030879259E0,1.092564257E0
2.974065738E0,2.999962568E-1,1.977338791E-1,-1.023422599E0,1.084661356E0
2.976592196E0,2.946700752E-1,2.083862126E-1,-1.014900804E0,1.077162433E0
2.979118655E0,2.829525173E-1,2.201037705E-1,-1.007444143E0,1.069322916E0
2.981645113E0,2.744306624E-1,2.318213433E-1,-1.003183246E0,1.065565553E0
2.984171623E0,2.637783289E-1,2.382127345E-1,-9.967917800E-1,1.058261861E0
2.986698082E0,2.552564740E-1,2.424736619E-1,-9.935960770E-1,1.054126420E0
2.989224540E0,2.392779738E-1,2.488650680E-1,-9.893351793E-1,1.047841528E0
2.991834436E0,2.296908647E-1,2.520607710E-1,-9.850742221E-1,1.042431652E0
2.994360894E0,2.179733068E-1,2.488650680E-1,-9.818785191E-1,1.036113705E0
2.996887353E0,2.115819156E-1,2.467346042E-1,-9.829437733E-1,1.035289010E0
2.999413811E0,2.094514370E-1,2.392779738E-1,-9.808133245E-1,1.031076443E0
3.001940321E0,2.041252851E-1,2.286256403E-1,-9.808133245E-1,1.027585321E0
3.004466780E0,2.030600458E-1,2.137123793E-1,-9.872047305E-1,1.030281293E0
3.006993238E0,2.115819156E-1,1.913424879E-1,-9.946613312E-1,1.034760851E0
3.009519696E0,2.137123793E-1,1.711030602E-1,-1.004248381E0,1.040895791E0
3.012046155E0,2.190385461E-1,1.466026902E-1,-1.015965939E0,1.049598505E0
3.014572665E0,2.328865677E-1,1.221023351E-1,-1.035140157E0,1.068016984E0
3.017099123E0,2.371474952E-1,9.866721183E-2,-1.060705781E0,1.091361950E0
3.019625582E0,2.435389012E-1,7.949301600E-2,-1.082010388E0,1.111924825E0
3.022234748E0,2.477998286E-1,6.351451576E-2,-1.106510758E0,1.135695781E0
3.024761207E0,2.424736619E-1,5.392742157E-2,-1.131011128E0,1.157967105E0
3.027287665E0,2.360822707E-1,4.540555924E-2,-1.157642007E0,1.182341541E0
3.029814123E0,2.275604010E-1,4.007939249E-2,-1.183207631E0,1.205558125E0
3.032340582E0,2.041252851E-1,4.220985994E-2,-1.210903645E0,1.228713327E0
3.034867092E0,1.838858575E-1,5.073172227E-2,-1.235404015E0,1.250044317E0
3.037393550E0,1.625811905E-1,4.647079110E-2,-1.258839130E0,1.270144926E0
3.039920009E0,1.306242049E-1,5.073172227E-2,-1.284404755E0,1.292026302E0
3.042446467E0,9.760197252E-2,6.351451576E-2,-1.314231277E0,1.319380190E0
3.044972978E0,6.671021879E-2,7.629731297E-2,-1.342992544E0,1.346811237E0
3.047499436E0,3.581846133E-2,8.375394344E-2,-1.370688558E0,1.373712054E0
3.050025894E0,1.731003635E-3,8.908011019E-2,-1.398384690E0,1.401220184E0
3.052634800E0,-3.448691964E-2,9.014534205E-2,-1.423950195E0,1.427217464E0
3.055161259E0,-7.603100687E-2,9.334104508E-2,-1.446320176E0,1.451321920E0
3.057687717E0,-1.122489274E-1,9.121058136E-2,-1.459102988E0,1.466253976E0
3.060214175E0,-1.537930220E-1,8.268871158E-2,-1.474016190E0,1.484322554E0
3.062740686E0,-1.900109351E-1,7.736254483E-2,-1.487864256E0,1.501941797E0
3.065267144E0,-2.198374718E-1,7.097115368E-2,-1.496386051E0,1.514112490E0
3.067793603E0,-2.560553849E-1,5.605788901E-2,-1.502777457E0,1.525466136E0
3.070320061E0,-2.880123854E-1,3.901416063E-2,-1.511299372E0,1.538992862E0
3.072846519E0,-3.178389072E-1,1.664426550E-2,-1.520886421E0,1.553832072E0
3.075373030E0,-3.444697261E-1,-4.660394508E-3,-1.528343081E0,1.566688765E0
3.077899488E0,-3.583177626E-1,-2.489982173E-2,-1.536864996E0,1.578279328E0
3.080425946E0,-3.753614724E-1,-4.407401755E-2,-1.543256402E0,1.588860937E0
3.083037925E0,-3.860138059E-1,-5.685681105E-2,-1.548582554E0,1.596980677E0
3.085564384E0,-3.881442845E-1,-6.218297780E-2,-1.552843451E0,1.601825675E0
3.088090842E0,-3.860138059E-1,-6.005251035E-2,-1.557104349E0,1.605361927E0
3.090617300E0,-3.785571754E-1,-6.005251035E-2,-1.554973960E0,1.601516736E0
3.093143811E0,-3.742962480E-1,-4.940018058E-2,-1.548582554E0,1.593940396E0
3.095670269E0,-3.625786901E-1,-3.874785081E-2,-1.542191148E0,1.584713930E0
3.098196728E0,-3.540568352E-1,-2.276935615E-2,-1.535799742E0,1.576247294E0
3.100723186E0,-3.434045017E-1,-7.856093347E-3,-1.524082184E0,1.562310748E0
3.103249644E0,-3.284912407E-1,1.131810062E-2,-1.512364626E0,1.547669654E0
3.105776155E0,-3.114475012E-1,2.729659714E-2,-1.498516560E0,1.530782979E0
3.108302613E0,-2.922733128E-1,4.327509180E-2,-1.483603239E0,1.512737583E0
3.110829071E0,-2.699034214E-1,6.138405204E-2,-1.471885681E0,1.497685987E0
3.113437665E0,-2.475335300E-1,8.162347972E-2,-1.459102988E0,1.482199977E0
3.115964123E0,-2.283593267E-1,1.018629074E-1,-1.446320176E0,1.467775898E0
3.118490582E0,-2.006632686E-1,1.221023351E-1,-1.429276466E0,1.448449497E0
3.121017040E0,-1.719019860E-1,1.402112991E-1,-1.413297892E0,1.430601423E0
3.123543550E0,-1.505973190E-1,1.519288570E-1,-1.396254182E0,1.412546520E0
3.126070009E0,-1.271621883E-1,1.636464298E-1,-1.376014709E0,1.391533994E0
3.128596467E0,-1.005313694E-1,1.774944514E-1,-1.356840611E0,1.372088656E0
3.131122925E0,-7.603100687E-2,1.913424879E-1,-1.336601138E0,1.352366542E0
3.133649384E0,-6.005251035E-2,1.987991184E-1,-1.321687818E0,1.337903614E0
3.136175894E0,-3.874785081E-2,2.073209733E-1,-1.305709362E0,1.322633857E0
3.138702353E0,-2.916075476E-2,2.179733068E-1,-1.288665652E0,1.307295634E0
3.141228811E0,-1.957365684E-2,2.232994735E-1,-1.271621943E0,1.291227380E0
3.143837925E0,-9.986559860E-3,2.286256403E-1,-1.258839130E0,1.279470739E0
3.146364384E0,-4.660394508E-3,2.296908647E-1,-1.249252081E0,1.270200919E0
3.148890842E0,1.731003635E-3,2.360822707E-1,-1.233273506E0,1.255667701E0
3.151417300E0,3.861469682E-3,2.360822707E-1,-1.224751711E0,1.247303693E0
3.153943811E0,-3.994623839E-4,2.328865677E-1,-1.217295051E0,1.239372242E0
3.156470269E0,3.861469682E-3,2.371474952E-1,-1.209838390E0,1.232867704E0
3.158996728E0,6.657706108E-4,2.350170314E-1,-1.201316595E0,1.224089462E0
3.161523186E0,-2.529928461E-3,2.318213433E-1,-1.192794681E0,1.215115915E0
3.164049644E0,-2.529928461E-3,2.275604010E-1,-1.182142377E0,1.203848303E0
3.166576103E0,-3.595161485E-3,2.232994735E-1,-1.171490073E0,1.192587343E0
3.169102613E0,-8.921326138E-3,2.147776037E-1,-1.162968159E0,1.182668148E0
3.171629071E0,-1.424749196E-2,2.051905096E-1,-1.157642007E0,1.175772577E0
3.174238759E0,-1.105179265E-2,1.977338791E-1,-1.153381109E0,1.170260147E0
3.176765217E0,-5.725627299E-3,1.860163212E-1,-1.146989703E0,1.161989774E0
3.179291675E0,-7.856093347E-3,1.774944514E-1,-1.141663551E0,1.155405411E0
3.181818134E0,-2.529928461E-3,1.689725816E-1,-1.135272145E0,1.147780893E0
3.184344644E0,3.861469682E-3,1.604507267E-1,-1.135272145E0,1.146561028E0
3.186871103E0,5.991935730E-3,1.466026902E-1,-1.132076383E0,1.141545088E0
3.189397561E0,1.025286783E-2,1.338198930E-1,-1.126750231E0,1.134715369E0
3.191924019E0,9.187635034E-3,1.167761683E-1,-1.120358825E0,1.126465704E0
3.194450478E0,1.557903271E-2,1.039933711E-1,-1.119293571E0,1.124222142E0
3.196976988E0,1.877473295E-2,9.547150880E-2,-1.112902164E0,1.117147496E0
3.199503446E0,2.197043039E-2,8.801487833E-2,-1.115032673E0,1.118716756E0
3.202029905E0,2.729659714E-2,8.162347972E-2,-1.117163181E0,1.120473592E0
3.204641623E0,2.623136342E-2,7.629731297E-2,-1.123554587E0,1.126447635E0
3.207168082E0,2.410089783E-2,7.629731297E-2,-1.126750231E0,1.129587631E0
3.209694540E0,2.516612969E-2,8.162347972E-2,-1.133141637E0,1.136356324E0
3.212220998E0,1.664426550E-2,8.375394344E-2,-1.138467789E0,1.141665739E0
3.214747509E0,1.238333434E-2,8.588441461E-2,-1.139533043E0,1.142832024E0
3.217273967E0,3.861469682E-3,8.908011019E-2,-1.146989703E0,1.150450154E0
3.219800425E0,6.657706108E-4,9.014534205E-2,-1.146989703E0,1.150526838E0
3.222326884E0,-7.856093347E-3,9.653674066E-2,-1.151250601E0,1.155317708E0
3.224853342E0,-1.424749196E-2,1.029281393E-1,-1.157642007E0,1.162296093E0
3.227379800E0,-1.744319126E-2,1.061238423E-1,-1.161902905E0,1.166869699E0
3.229906311E0,-2.276935615E-2,1.135804728E-1,-1.159772396E0,1.165543212E0
3.232432769E0,-2.916075476E-2,1.231675670E-1,-1.161902905E0,1.168776693E0
3.235039540E0,-3.129122034E-2,1.284937263E-1,-1.159772396E0,1.167288220E0
