,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,labelOnTable,labelSitting,labelWalking,labelStanding,labelWaving,labelEating
2022-06-16 09:52:20.869127680,-0.031226335224207494,-0.14925231225749994,9.697205400524998,-0.0004882318179305556,-0.00026630825596944446,0.00025151332779722223,0.002066058339625,0.0066904686389375,0.0106710791591875,-2.5607144151428574,6.2892858638571445,-71.4107175557143,1,0,0,0,0,0
2022-06-16 09:52:20.969127680,-0.02967253467087948,-0.15113896208205127,9.692128108025642,0.0003106929421692308,0.00012291149378461543,0.00020143827681282051,0.0006692630226499992,0.0015284240244765005,-0.0032133579261050004,-2.7600000859,6.240000295500001,-71.542502596,1,0,0,0,0,0
2022-06-16 09:52:21.069127680,-0.031824541155564996,-0.14977574217149994,9.7019387483,-2.551750002705716e-11,0.0002663082472525001,-0.000479354881175,-0.0003550385956947366,0.002083570548657895,0.00602988192868421,-2.902500105,6.3750003813,-71.707502746,1,0,0,0,0,0
2022-06-16 09:52:21.169127680,-0.024702826093315384,-0.15157611037435895,9.695441245897436,-0.00012632572092307693,-0.00025947985111025634,-4.438473102564107e-05,0.006166574172630001,0.00013824701305500004,-0.0007072448729500005,-3.1800001143000003,6.3150003433,-71.557503509,1,0,0,0,0,0
2022-06-16 09:52:21.269127680,-0.034576287074000005,-0.15429219492,9.6964128255,-0.0002929391056775001,0.0006125089974524999,-0.00013315414912750005,-0.0057752029042500005,-0.0019065082077500005,-0.004243612289315001,-3.0525000811000003,6.277500247800001,-71.437503814,1,0,0,0,0,0
2022-06-16 09:52:21.369127680,-0.032556192516905134,-0.15256545215384618,9.706738031794869,0.00011949728238717954,-9.559778178974344e-05,1.0242609517948655e-05,-0.0004488036031950001,-0.000497049465600001,0.012650823593500001,-2.7900000334,6.247500324000001,-71.805003356,1,0,0,0,0,0
2022-06-16 09:52:21.469127680,-0.0370289307225575,-0.15581761971250002,9.693758177724998,-0.0004527240519225,7.989247972e-05,-0.00023967744638500005,-0.007398136744494737,-0.003094885694321052,-0.004337862918578947,-3.2625001192000003,6.3300003052000005,-71.74500427199999,1,0,0,0,0,0
2022-06-16 09:52:21.569127680,-0.031819939461348715,-0.15399194260487178,9.707819425102564,0.00020143827740512816,-0.00045067551908461534,0.00033800661099487185,0.00244202241325,-0.001427037640418,0.0075891017919099985,-2.9625001192,6.4500003338,-71.81250228899998,1,0,0,0,0,0
2022-06-16 09:52:21.669127680,-0.030568309288075007,-0.1538061535015,9.699358868574999,-1.6080000086451597e-11,-0.0002396774419850001,0.00034620071598749993,0.00022005271126000054,3.419518525000003e-05,0.0006985187531699988,-3.0750001193000003,6.8625002862,-71.56500396899999,1,0,0,0,0,0
2022-06-16 09:52:21.769127680,-0.033783281000769244,-0.1525347737205128,9.698386241128208,6.486993504615378e-05,0.0001502251849923077,1.0242602035897407e-05,-0.0022374040447500007,-0.0003120765090500001,0.00118336677525,-3.3000000954,6.6300003051,-71.64000244100001,1,0,0,0,0,0
2022-06-16 09:52:21.869127680,-0.035353954404375,-0.1635643837925,9.6988803863,-0.0006391398339825001,-5.3261651297500046e-05,-0.0002663082785475001,-0.002189389969526316,-0.0099380416309,0.0016246092942105265,-3.4575001477,6.5175003053,-71.745003509,1,0,0,0,0,0
2022-06-16 09:52:21.969127680,-0.03636016709884615,-0.15695996372461546,9.69715155082051,-0.0005360307442692306,-0.0001229115087333334,0.00044726127858461535,-0.0047779055309699996,-0.00020384453259000048,-0.00415568351765,-3.2100000858000017,6.5100003239,-71.685003663,1,0,0,0,0,0
2022-06-16 09:52:22.069127680,-0.032542388178207496,-0.1561840200875,9.707262706699998,-0.00010652332422500003,-0.00018641579085750004,-5.326167011000003e-05,0.0011574460189,-0.0009828470648650003,0.00809016227625,-3.2250001431,6.3000001905000005,-71.88750305099998,1,0,0,0,0,0
2022-06-16 09:52:22.169127680,-0.03396734429323077,-0.1576041839025641,9.706116871871794,-0.0002902077268076924,0.0001502251819743589,-0.00031752140228717945,-0.0017527805639000007,-0.00168737471071,0.005859804153900003,-3.1575001239,6.427500295500001,-71.46000366199999,1,0,0,0,0,0
2022-06-16 09:52:22.269127680,-0.032123644212675,-0.14539388642224998,9.692412185675,-0.0008521864220850001,-0.0006657706223925,-7.989249791750005e-05,0.0018186008460684211,0.01180163535588947,-0.005467214084368424,-3.1500000953,6.6375002383,-71.93250351,1,0,0,0,0,0
2022-06-16 09:52:22.369127680,-0.026727522378751284,-0.14577811803589746,9.707083286333333,-0.0006725990702435898,-0.00017753881638974352,0.0002287519432512821,0.0040526268074,0.0075429860503149985,0.0014399051660000015,-3.1725001097000005,6.495000266799999,-71.67750320299999,1,0,0,0,0,0
2022-06-16 09:52:22.469127680,-0.0320040032579325,-0.15135350898375,9.70104141225,0.0002130465792225,-0.0001864157820825,2.6630804487499977e-05,-0.00035791788254999985,0.0035297531636499986,0.003604364394500002,-3.0450001478,6.247500228700002,-71.475004575,1,0,0,0,0,0
2022-06-16 09:52:22.569127680,-0.0375259013971282,-0.14595451148615385,9.691261413769231,0.0002833792800589744,-0.00012291151767435902,-0.00037214873760256403,-0.005503176711899999,0.006869116797924997,-0.0096323013319,-3.1575001001999996,6.397500276500001,-71.43000259499998,1,0,0,0,0,0
2022-06-16 09:52:22.669127680,-0.036011980921615006,-0.15738790855,9.694461083325,-0.00015978497469749996,-0.0007456631196225,-0.00010652332133000008,-0.0031659763900526317,-0.003233221801368421,-0.003113746643752105,-3.0000000956,6.427500247799999,-71.797501375,1,0,0,0,0,0
2022-06-16 09:52:22.769127680,-0.0332310916677,-0.15689093963333334,9.695625305128207,-0.0008637947539179489,-0.0003141071677461539,-9.901206551794875e-05,-0.0022331673652000003,-0.0027599673708499995,-0.0033918857579499995,-3.3600001336000007,6.8625002859,-72.255001068,1,0,0,0,0,0
2022-06-16 09:52:22.869127680,-0.026911585543512827,-0.1564461197205128,9.701822158666667,-0.0003448350695692308,0.00017753883133333334,-0.00042677607295384617,0.00491880420615,-0.00153245627963,0.0032074928283950003,-3.0750000715000003,6.3675003527000005,-71.775003052,1,0,0,0,0,0
2022-06-16 09:52:22.969127680,-0.040977087594,-0.162839058415,9.698588752625,0.0006391398055149999,-0.00013315413968000006,7.989245788499998e-05,-0.009128525461210523,-0.007595590069842106,0.0022600575506315787,-3.0975001097000003,6.3750002859000015,-71.67000350999999,1,0,0,0,0,0
2022-06-16 09:52:23.069127680,-0.030102015667205124,-0.1523123652871795,9.701515319871794,-0.0010276767559846153,0.00025947983917179484,6.486993813333324e-05,0.0037170195948700003,0.0036321368067,0.0002285480501500001,-3.1425001381,6.3150002958,-71.75250320399999,1,0,0,0,0,0
2022-06-16 09:52:23.169127680,-0.034875389839675,-0.14790634997000002,9.693862915,-0.0007722939656199999,-0.0004793548549700001,-0.00042609322992,-0.00280537251355,0.00840727873135,-0.0035218238825350024,-3.4425001383,6.292500305200001,-72.022501375,1,0,0,0,0,0
2022-06-16 09:52:23.269127680,-0.02795461048261539,-0.16201403297692307,9.6968907575641,-0.00029020772911282053,-6.828411449230756e-05,-0.0006452854051692307,0.004174694790450001,-0.005697884784249999,-0.002575349808900003,-3.3975001574,6.2625002383,-71.692502595,1,0,0,0,0,0
2022-06-16 09:52:23.369127680,-0.035892339559725,-0.1517572985965,9.69989736085,-0.0002396774485575001,0.00031956990134250016,-0.00015978497243500004,-0.004150835894999999,0.006737094960800001,0.003895910162631578,-2.9250000955,6.3225002764000005,-71.71500320499999,1,0,0,0,0,0
2022-06-16 09:52:23.469127680,-0.03224942051930769,-0.1544290926194872,9.697189844435897,-0.0004540897379923077,0.00028679349445128214,0.00047457495034358975,0.0015229668478500002,6.0600042279999986e-05,-0.004709768295500001,-3.0225000621,6.202500247900001,-72.14250259399999,1,0,0,0,0,0
2022-06-16 09:52:23.569127680,-0.039242291461499997,-0.15171991046425,9.70012912755,0.000319569889615,-0.000452724035085,0.00021304658147,-0.0054133178662500005,0.004518825560420001,0.004475641250999999,-3.0225000858999995,6.1200002192,-71.77500228900001,1,0,0,0,0,0
2022-06-16 09:52:23.669127680,-0.040102787171538465,-0.15368517049128208,9.696913816897435,-0.000727226414471795,-0.0002048525195384615,-0.00012632572980000008,-0.006315621174820001,0.0014092158530995002,-0.0025155067440999998,-3.1950001239,6.322500324299999,-71.86500320299999,1,0,0,0,0,0
2022-06-16 09:52:23.769127680,-0.02512463776449,-0.15178720895225,9.690400767300002,-0.00021304662879750006,0.00039946238394249987,0.00010652328134749998,0.011330299863805264,0.0032783899655789467,-0.009403730692736844,-3.2100001336000004,6.5400002956000005,-71.760003662,1,0,0,0,0,0
2022-06-16 09:52:23.869127680,-0.03758725591752052,-0.15392291871282052,9.700119581000001,-0.0002628940693179488,0.0001502251730358974,1.0242603517948708e-05,-0.005669992603495,0.002611093223205,0.0048971176146000005,-2.7825000763000003,6.1050001620000005,-71.82750320400001,1,0,0,0,0,0
2022-06-16 09:52:23.969127680,-0.034695927973125,-0.15334254391649998,9.696136069249999,-0.00031956992024499985,-0.00018641577915750004,0.00023967741362749994,-0.0005940126257999999,0.0025358393787500003,-0.0008895874023000002,-2.8800000668,6.315000295599999,-72.18750229,1,0,0,0,0,0
2022-06-16 09:52:24.069127680,-0.03513307879566666,-0.14652204188974358,9.696300188641024,-0.0003448350650666667,1.3656848589743558e-05,-0.00026289406695641026,-0.0009245885541650002,0.0069136016071049975,-0.0004320621485500003,-3.1725001097,6.465000295499999,-72.120002746,1,0,0,0,0,0
2022-06-16 09:52:24.169127680,-0.031405797448974995,-0.1564307795875,9.699845004025,-0.0002663082698425001,-0.0006924014713675,-0.0004527240591925,0.002294439037842105,3.0806190526316217e-05,0.0007379431469473679,-3.3675001145000003,6.5325002669000005,-71.86500320399999,1,0,0,0,0,0
2022-06-16 09:52:24.269127680,-0.03298567332182052,-0.14868478457435896,9.700840412,-0.0006725990799179487,-0.0005326165000128205,3.7556271597435884e-05,0.00019696000897999991,0.004407721757499999,0.004654645919969999,-2.7975000381,6.420000219199999,-72.03000335600001,1,0,0,0,0,0
2022-06-16 09:52:24.369127680,-0.03397808150595,-0.158427292105,9.68817245955,-0.000612509009115,5.820000004933684e-12,-0.00021304662513500005,-0.0013806818051499991,-0.003260751813170001,-0.011921119689531998,-2.9775000811,6.277500247900001,-72.262502289,1,0,0,0,0,0
2022-06-16 09:52:24.469127680,-0.031574521608230766,-0.15136137032025646,9.699536568025641,-9.901206479743592e-05,-0.0004233618547743591,-1.7071066687179524e-05,0.001957656070149999,0.004348709434570001,0.005970287322200002,-2.9850001336000003,6.4500003336,-72.0225029,1,0,0,0,0,0
2022-06-16 09:52:24.569127680,-0.0400199581407,-0.155683025155,9.700480532574998,0.0005858781433225,0.0007989247443925,5.326163163749997e-05,-0.008412996797157896,-0.002073282474268421,0.0045580612978947405,-2.9550000905,6.382500314600001,-71.760003662,1,0,0,0,0,0
2022-06-16 09:52:24.669127680,-0.0295038096711359,-0.15778057812000001,9.695985696307694,-0.00026289406034871806,-0.00031410718254102537,-0.0004267760713589745,0.006189526429745,-0.00035999864081499855,0.0029607772782,-3.2775001287000003,6.3600003241000005,-72.00000305199998,1,0,0,0,0,0
2022-06-16 09:52:24.769127680,-0.029730820952675,-0.1470539070205,9.69311513905,0.00010652327687749997,0.00010652331421749996,-5.326167160500003e-05,0.003356787748465,0.006477604062400002,-0.007437896728500002,-2.7750000714999996,6.6000002859,-72.285003662,1,0,0,0,0,0
2022-06-16 09:52:24.869127680,-0.0278932562345282,-0.14987352663179487,9.698140804512823,0.0006111432836666668,-0.00017753884029743592,0.00044726127935128203,0.004331425421,0.004156235409421053,0.0006972363124210532,-2.1825001003,6.427500343099999,-71.85000305199999,1,0,0,0,0,0
2022-06-16 09:52:24.969127680,-0.031145040927264105,-0.14708956923282052,9.698739027230767,3.755627375897433e-05,-0.0007784395084615384,0.00028337927416153836,0.00038317628249999946,0.003003554046350003,0.0009411811826000004,-2.6475001096,6.172500181000001,-71.98500366200001,1,0,0,0,0,0
2022-06-16 09:52:25.069127680,-0.0259621250919,-0.1628390582275,9.699964570975002,0.0006125089712300001,-0.0004793548666225,0.00010652327979749997,0.0049791328609499995,-0.00904064625573,0.0028376102442550003,-3.2250001432,6.240000247899999,-72.28500366099999,1,0,0,0,0,0
2022-06-16 09:52:25.169127680,-0.04090039449333333,-0.14981217204794872,9.69666072648718,-1.7071069692307738e-05,-0.0004779891773794871,-0.000426776073648718,-0.009571557027,0.00271813012715,-0.0012502193439650011,-2.9475001098,6.052500200000001,-72.022502899,1,0,0,0,0,0
2022-06-16 09:52:25.269127680,-0.028414768935075007,-0.15939189940674994,9.70690386285,0.0003462007115675,-7.98924768025e-05,7.989245429749997e-05,0.004257029119263159,-0.003764132919736841,0.00991530167403684,-3.240000105,6.382500314800001,-71.850003051,1,0,0,0,0,0
