,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,labelOnTable,labelSitting,labelWalking,labelStanding,labelWaving,labelEating
2022-06-16 09:52:20.869127680,-0.031226335224207497,-0.14925231225749996,9.697205400524998,-0.00048823181793055553,-0.00026630825596944446,0.00025151332779722223,0.002066058339625,0.0066904686389375,0.0106710791591875,-2.5607144151428574,6.289285863857144,-71.41071755571429,1,0,0,0,0,0
2022-06-16 09:52:20.969127680,-0.029672534670879484,-0.15113896208205127,9.692128108025642,0.0003106929421692308,0.00012291149378461543,0.00020143827681282054,0.0006692630226499993,0.0015284240244765003,-0.0032133579261050004,-2.7600000859000002,6.240000295500001,-71.542502596,1,0,0,0,0,0
2022-06-16 09:52:21.069127680,-0.031824541155565,-0.14977574217149997,9.7019387483,-2.551750002705716e-11,0.0002663082472525001,-0.000479354881175,-0.00035503859569473666,0.002083570548657895,0.00602988192868421,-2.902500105,6.3750003813,-71.707502746,1,0,0,0,0,0
2022-06-16 09:52:21.169127680,-0.024702826093315384,-0.15157611037435895,9.695441245897435,-0.00012632572092307693,-0.00025947985111025634,-4.438473102564107e-05,0.00616657417263,0.00013824701305500004,-0.0007072448729500005,-3.1800001143,6.315000343300001,-71.557503509,1,0,0,0,0,0
2022-06-16 09:52:21.269127680,-0.034576287074,-0.15429219492000001,9.6964128255,-0.00029293910567750015,0.0006125089974524999,-0.00013315414912750003,-0.00577520290425,-0.0019065082077500003,-0.004243612289315001,-3.0525000811000003,6.277500247800001,-71.437503814,1,0,0,0,0,0
2022-06-16 09:52:21.369127680,-0.03255619251690513,-0.15256545215384618,9.70673803179487,0.00011949728238717954,-9.559778178974344e-05,1.0242609517948657e-05,-0.0004488036031950001,-0.000497049465600001,0.0126508235935,-2.7900000333999997,6.247500324000001,-71.805003356,1,0,0,0,0,0
2022-06-16 09:52:21.469127680,-0.0370289307225575,-0.15581761971250002,9.693758177724998,-0.0004527240519225,7.989247972e-05,-0.00023967744638500005,-0.007398136744494737,-0.003094885694321052,-0.004337862918578947,-3.2625001192,6.3300003052000005,-71.74500427199999,1,0,0,0,0,0
2022-06-16 09:52:21.569127680,-0.03181993946134871,-0.15399194260487178,9.707819425102565,0.00020143827740512816,-0.0004506755190846153,0.0003380066109948718,0.0024420224132499996,-0.001427037640418,0.007589101791909999,-2.9625001192,6.4500003338,-71.81250228899998,1,0,0,0,0,0
2022-06-16 09:52:21.669127680,-0.030568309288075003,-0.1538061535015,9.699358868575,-1.6080000086451594e-11,-0.00023967744198500007,0.00034620071598749993,0.00022005271126000056,3.419518525000003e-05,0.0006985187531699988,-3.0750001193000003,6.8625002862,-71.56500396899999,1,0,0,0,0,0
2022-06-16 09:52:21.769127680,-0.033783281000769244,-0.1525347737205128,9.698386241128206,6.486993504615379e-05,0.00015022518499230767,1.0242602035897408e-05,-0.0022374040447500007,-0.00031207650905000007,0.00118336677525,-3.3000000954,6.6300003051,-71.64000244100001,1,0,0,0,0,0
