"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.696595618E1,2.175000191E0,3.487500000E1,1.575000048E0
7.697595618E1,2.250000000E0,3.510000229E1,1.875000119E0
7.698595618E1,2.325000048E0,3.495000076E1,1.875000119E0
7.699595618E1,2.175000191E0,3.495000076E1,1.950000048E0
7.700595618E1,1.950000048E0,3.517500305E1,2.100000143E0
7.701595618E1,1.650000095E0,3.525000000E1,2.175000191E0
7.702595618E1,1.500000000E0,3.540000153E1,2.250000000E0
7.703595618E1,1.800000072E0,3.540000153E1,2.700000048E0
7.704595618E1,1.800000072E0,3.562500000E1,2.850000143E0
7.705595618E1,1.425000072E0,3.585000229E1,3.000000000E0
7.706595618E1,1.350000024E0,3.600000000E1,3.075000048E0
7.707595618E1,1.650000095E0,3.600000000E1,3.075000048E0
7.708595618E1,1.950000048E0,3.615000153E1,3.150000095E0
7.709595618E1,1.950000048E0,3.622500229E1,3.150000095E0
7.710595618E1,1.575000048E0,3.615000153E1,3.225000143E0
7.711595618E1,1.500000000E0,3.630000305E1,3.225000143E0
7.712595618E1,1.500000000E0,3.630000305E1,3.225000143E0
7.713595618E1,1.500000000E0,3.615000153E1,3.450000048E0
7.714595618E1,1.350000024E0,3.645000076E1,3.450000048E0
7.715595618E1,9.000000358E-1,3.660000229E1,3.525000095E0
7.716595618E1,6.750000119E-1,3.645000076E1,3.300000191E0
7.717595618E1,4.500000179E-1,3.667500305E1,3.525000095E0
7.718595618E1,4.500000179E-1,3.682500076E1,3.450000048E0
7.719595618E1,3.000000119E-1,3.682500076E1,3.450000048E0
7.720595618E1,1.500000060E-1,3.682500076E1,3.525000095E0
7.721595618E1,2.250000089E-1,3.697500229E1,3.075000048E0
7.722595618E1,-0.000000000E0,3.712500000E1,3.000000000E0
7.723595618E1,-0.000000000E0,3.735000229E1,3.000000000E0
7.724595618E1,-7.500000298E-2,3.750000000E1,3.000000000E0
7.725595618E1,1.500000060E-1,3.757500076E1,2.700000048E0
7.726595618E1,3.000000119E-1,3.757500076E1,2.700000048E0
7.727595618E1,2.250000089E-1,3.757500076E1,2.625000000E0
7.728595618E1,1.500000060E-1,3.757500076E1,2.550000191E0
7.729595618E1,3.000000119E-1,3.757500076E1,2.550000191E0
7.730595618E1,6.750000119E-1,3.757500076E1,2.475000143E0
7.731595618E1,7.500000000E-1,3.757500076E1,2.250000000E0
7.732595618E1,1.125000000E0,3.772500229E1,1.950000048E0
7.733595618E1,1.425000072E0,3.772500229E1,1.725000024E0
7.734595618E1,1.650000095E0,3.780000305E1,1.275000095E0
7.735595618E1,2.025000095E0,3.795000076E1,6.000000238E-1
7.736595618E1,2.400000095E0,3.810000229E1,-1.500000060E-1
7.737595618E1,2.625000000E0,3.825000000E1,-9.750000238E-1
7.738595618E1,2.925000191E0,3.825000000E1,-1.875000119E0
7.739595618E1,3.375000238E0,3.802500153E1,-2.850000143E0
7.740595618E1,3.750000238E0,3.780000305E1,-3.825000048E0
7.741595618E1,3.900000095E0,3.757500076E1,-4.950000286E0
7.742595618E1,4.350000381E0,3.772500229E1,-5.850000381E0
7.743595618E1,4.725000381E0,3.750000000E1,-6.600000381E0
7.744595618E1,5.025000095E0,3.735000229E1,-7.200000286E0
7.745595618E1,5.250000000E0,3.705000305E1,-7.725000381E0
7.746595618E1,5.775000095E0,3.675000000E1,-8.475000381E0
7.747595618E1,6.375000477E0,3.667500305E1,-9.000000000E0
7.748595618E1,6.900000095E0,3.652500153E1,-9.300000191E0
7.749595618E1,7.575000286E0,3.652500153E1,-9.675000191E0
7.750595618E1,8.100000381E0,3.615000153E1,-9.975000381E0
7.751595618E1,8.475000381E0,3.592500305E1,-1.027500057E1
7.752595618E1,9.075000763E0,3.577500153E1,-1.095000076E1
7.753595618E1,9.750000000E0,3.570000076E1,-1.155000019E1
7.754595618E1,1.012500000E1,3.562500000E1,-1.215000057E1
7.755595618E1,1.050000000E1,3.547500229E1,-1.252500057E1
7.756595618E1,1.080000019E1,3.532500076E1,-1.290000057E1
7.757595618E1,1.102500057E1,3.510000229E1,-1.327500057E1
7.758595618E1,1.117500019E1,3.502500153E1,-1.380000019E1
7.759595618E1,1.147500038E1,3.502500153E1,-1.417500019E1
7.760595618E1,1.170000076E1,3.480000305E1,-1.440000057E1
7.761595618E1,1.200000000E1,3.457500076E1,-1.455000019E1
7.762595618E1,1.200000000E1,3.435000229E1,-1.470000076E1
7.763595618E1,1.215000057E1,3.427500153E1,-1.492500019E1
7.764595618E1,1.237500095E1,3.435000229E1,-1.530000019E1
7.765595618E1,1.245000076E1,3.427500153E1,-1.545000076E1
7.766595618E1,1.275000095E1,3.405000305E1,-1.575000095E1
7.767595618E1,1.290000057E1,3.390000153E1,-1.612500000E1
7.768595618E1,1.290000057E1,3.397500229E1,-1.612500000E1
7.769595618E1,1.290000057E1,3.397500229E1,-1.642500114E1
7.770595618E1,1.320000076E1,3.397500229E1,-1.657500076E1
7.771595618E1,1.290000057E1,3.427500153E1,-1.672500038E1
7.772595618E1,1.282500076E1,3.420000076E1,-1.680000114E1
7.773595618E1,1.275000095E1,3.420000076E1,-1.702500153E1
7.774595618E1,1.260000038E1,3.457500076E1,-1.665000153E1
7.775595618E1,1.230000019E1,3.540000153E1,-1.627500153E1
7.776595618E1,1.222500038E1,3.532500076E1,-1.627500153E1
7.777595618E1,1.207500076E1,3.540000153E1,-1.590000057E1
7.778595618E1,1.177500057E1,3.600000000E1,-1.545000076E1
7.779595618E1,1.162500000E1,3.615000153E1,-1.507500076E1
7.780595618E1,1.147500038E1,3.637500000E1,-1.462500095E1
7.781595618E1,1.132500076E1,3.660000229E1,-1.417500019E1
7.782595618E1,1.087500000E1,3.675000000E1,-1.432500076E1
7.783595618E1,1.050000000E1,3.682500076E1,-1.425000095E1
7.784595618E1,1.012500000E1,3.712500000E1,-1.410000038E1
7.785595618E1,9.750000000E0,3.750000000E1,-1.402500057E1
7.786595618E1,9.675000191E0,3.735000229E1,-1.402500057E1
7.787595618E1,9.600000381E0,3.697500229E1,-1.402500057E1
7.788595618E1,9.450000763E0,3.690000153E1,-1.410000038E1
7.789595618E1,9.375000000E0,3.705000305E1,-1.425000095E1
7.790595618E1,9.525000572E0,3.705000305E1,-1.417500019E1
7.791595618E1,9.750000000E0,3.705000305E1,-1.432500076E1
7.792595618E1,1.005000019E1,3.705000305E1,-1.447500038E1
7.793595618E1,1.020000076E1,3.697500229E1,-1.447500038E1
7.794595618E1,1.035000038E1,3.690000153E1,-1.447500038E1
7.795595618E1,1.042500019E1,3.705000305E1,-1.447500038E1
7.796595618E1,1.050000000E1,3.720000076E1,-1.447500038E1
7.797595618E1,1.050000000E1,3.720000076E1,-1.440000057E1
7.798595618E1,1.050000000E1,3.720000076E1,-1.432500076E1
7.799595618E1,1.057500076E1,3.712500000E1,-1.425000095E1
7.800595618E1,1.057500076E1,3.720000076E1,-1.410000038E1
7.801595618E1,1.057500076E1,3.727500153E1,-1.402500057E1
7.802595618E1,1.057500076E1,3.735000229E1,-1.387500095E1
7.803595618E1,1.065000057E1,3.742500305E1,-1.372500038E1
7.804595618E1,1.057500076E1,3.742500305E1,-1.342500019E1
7.805595618E1,1.050000000E1,3.735000229E1,-1.320000076E1
7.806595618E1,1.042500019E1,3.750000000E1,-1.252500057E1
7.807595618E1,1.035000038E1,3.900000000E1,-1.245000076E1
7.808595618E1,1.020000076E1,3.907500076E1,-1.215000057E1
7.809595618E1,9.825000763E0,3.930000305E1,-1.170000076E1
7.810595618E1,9.750000000E0,3.945000076E1,-1.125000000E1
7.811595618E1,9.600000381E0,3.982500076E1,-1.072500038E1
7.812595618E1,9.600000381E0,4.027500153E1,-1.020000076E1
7.813595618E1,9.375000000E0,4.065000153E1,-9.750000000E0
7.814595618E1,9.225000381E0,4.095000076E1,-9.750000000E0
7.815595618E1,9.225000381E0,4.095000076E1,-9.300000191E0
7.816595618E1,9.225000381E0,4.095000076E1,-8.925000191E0
7.817595618E1,9.450000763E0,4.110000229E1,-8.325000763E0
7.818595618E1,9.150000572E0,4.125000000E1,-7.950000286E0
7.819595618E1,9.000000000E0,4.132500076E1,-7.650000095E0
7.820595618E1,8.850000381E0,4.140000153E1,-7.200000286E0
7.821595618E1,8.925000191E0,4.155000305E1,-6.675000191E0
7.822595618E1,9.150000572E0,4.140000153E1,-6.375000477E0
7.823595618E1,8.850000381E0,4.140000153E1,-5.925000191E0
7.824595618E1,8.475000381E0,4.162500000E1,-5.475000381E0
7.825595618E1,7.950000286E0,4.155000305E1,-5.475000381E0
7.826595618E1,7.950000286E0,4.170000076E1,-5.175000191E0
7.827595618E1,7.875000477E0,4.170000076E1,-4.800000191E0
7.828595618E1,7.575000286E0,4.162500000E1,-4.425000191E0
7.829595618E1,7.650000095E0,4.147500229E1,-3.900000095E0
7.830595618E1,7.125000477E0,4.147500229E1,-3.600000143E0
7.831595618E1,6.900000095E0,4.162500000E1,-3.225000143E0
7.832595618E1,6.675000191E0,4.177500153E1,-2.925000191E0
7.833595618E1,6.600000381E0,4.185000229E1,-2.400000095E0
7.834595618E1,6.300000191E0,4.185000229E1,-2.250000000E0
7.835595618E1,5.775000095E0,4.177500153E1,-1.650000095E0
7.836595618E1,5.625000000E0,4.162500000E1,-1.350000024E0
7.837595618E1,5.400000095E0,4.162500000E1,-1.425000072E0
7.838595618E1,5.475000381E0,4.170000076E1,-9.000000358E-1
7.839595618E1,5.250000000E0,4.177500153E1,-5.250000358E-1
7.840595618E1,5.250000000E0,4.185000229E1,-2.250000089E-1
7.841595618E1,5.175000191E0,4.185000229E1,7.500000298E-2
7.842595618E1,5.175000191E0,4.185000229E1,3.750000000E-1
7.843595618E1,5.100000381E0,4.200000000E1,3.750000000E-1
7.844595618E1,4.950000286E0,4.215000153E1,4.500000179E-1
7.845595618E1,4.500000000E0,4.237500000E1,9.000000358E-1
7.846595618E1,4.125000000E0,4.252500153E1,9.750000238E-1
7.847595618E1,4.125000000E0,4.245000076E1,9.750000238E-1
7.848595618E1,4.200000286E0,4.252500153E1,9.750000238E-1
7.849595618E1,4.125000000E0,4.260000229E1,1.125000000E0
7.850595618E1,4.200000286E0,4.260000229E1,1.275000095E0
7.851595618E1,4.125000000E0,4.267500305E1,1.425000072E0
7.852595618E1,3.975000143E0,4.275000000E1,1.650000095E0
7.853595618E1,4.125000000E0,4.267500305E1,1.500000000E0
7.854595618E1,4.125000000E0,4.260000229E1,1.500000000E0
7.855595618E1,4.125000000E0,4.252500153E1,1.650000095E0
7.856595618E1,4.200000286E0,4.252500153E1,1.650000095E0
7.857595618E1,4.350000381E0,4.245000076E1,1.575000048E0
7.858595618E1,4.200000286E0,4.260000229E1,1.425000072E0
7.859595618E1,4.500000000E0,4.260000229E1,1.275000095E0
7.860595618E1,4.875000000E0,4.252500153E1,9.000000358E-1
7.861595618E1,5.325000286E0,4.260000229E1,6.000000238E-1
7.862595618E1,5.625000000E0,4.267500305E1,1.500000060E-1
7.863595618E1,5.850000381E0,4.260000229E1,-6.000000238E-1
7.864595618E1,6.150000095E0,4.260000229E1,-1.125000000E0
7.865595618E1,6.825000286E0,4.267500305E1,-1.950000048E0
7.866595618E1,7.425000191E0,4.245000076E1,-2.700000048E0
7.867595618E1,7.950000286E0,4.222500229E1,-3.750000238E0
7.868595618E1,8.475000381E0,4.215000153E1,-4.575000286E0
7.869595618E1,8.625000000E0,4.200000000E1,-5.250000000E0
7.870595618E1,9.525000572E0,4.170000076E1,-5.775000095E0
7.871595618E1,1.035000038E1,4.147500229E1,-6.525000095E0
7.872595618E1,1.095000076E1,4.102500153E1,-7.050000191E0
7.873595618E1,1.140000057E1,4.065000153E1,-7.425000191E0
7.874595618E1,1.192500019E1,4.042500305E1,-7.950000286E0
7.875595618E1,1.245000076E1,4.005000305E1,-8.175000191E0
7.876595618E1,1.305000019E1,3.975000000E1,-8.625000000E0
7.877595618E1,1.380000019E1,3.945000076E1,-9.300000191E0
7.878595618E1,1.380000019E1,4.012500000E1,-9.750000000E0
7.879595618E1,1.417500019E1,3.990000153E1,-1.012500000E1
7.880595618E1,1.462500095E1,3.975000000E1,-1.102500057E1
7.881595618E1,1.477500057E1,3.952500153E1,-1.147500038E1
7.882595618E1,1.507500076E1,3.922500229E1,-1.207500076E1
7.883595618E1,1.537500095E1,3.900000000E1,-1.267500019E1
7.884595618E1,1.590000057E1,3.862500000E1,-1.320000076E1
7.885595618E1,1.605000114E1,3.840000153E1,-1.365000057E1
7.886595618E1,1.642500114E1,3.810000229E1,-1.380000019E1
7.887595618E1,1.695000076E1,3.795000076E1,-1.432500076E1
7.888595618E1,1.717500114E1,3.765000153E1,-1.440000057E1
7.889595618E1,1.747500038E1,3.742500305E1,-1.500000095E1
7.890595618E1,1.785000038E1,3.705000305E1,-1.552500057E1
7.891595618E1,1.815000153E1,3.742500305E1,-1.575000095E1
7.892595618E1,1.807500076E1,3.720000076E1,-1.612500000E1
7.893595618E1,1.822500038E1,3.690000153E1,-1.657500076E1
7.894595618E1,1.822500038E1,3.690000153E1,-1.717500114E1
7.895595618E1,1.800000000E1,3.660000229E1,-1.717500114E1
7.896595618E1,1.785000038E1,3.667500305E1,-1.755000114E1
7.897595618E1,1.762500000E1,3.660000229E1,-1.777500153E1
7.898595618E1,1.717500114E1,3.675000000E1,-1.792500114E1
7.899595618E1,1.695000076E1,3.660000229E1,-1.800000000E1
7.900595618E1,1.680000114E1,3.660000229E1,-1.815000153E1
7.901595618E1,1.657500076E1,3.675000000E1,-1.800000000E1
7.902595618E1,1.642500114E1,3.675000000E1,-1.807500076E1
7.903595618E1,1.620000076E1,3.690000153E1,-1.822500038E1
7.904595618E1,1.575000095E1,3.675000000E1,-1.830000114E1
7.905595618E1,1.552500057E1,3.682500076E1,-1.830000114E1
7.906595618E1,1.522500038E1,3.675000000E1,-1.815000153E1
7.907595618E1,1.507500076E1,3.682500076E1,-1.807500076E1
7.908595618E1,1.492500019E1,3.675000000E1,-1.822500038E1
7.909595618E1,1.462500095E1,3.660000229E1,-1.852500153E1
7.910595618E1,1.447500038E1,3.660000229E1,-1.867500114E1
7.911595618E1,1.425000095E1,3.645000076E1,-1.897500038E1
7.912595618E1,1.432500076E1,3.652500153E1,-1.897500038E1
7.913595618E1,1.440000057E1,3.637500000E1,-1.935000038E1
7.914595618E1,1.462500095E1,3.637500000E1,-1.965000153E1
7.915595618E1,1.455000019E1,3.637500000E1,-2.002500153E1
7.916595618E1,1.470000076E1,3.637500000E1,-2.017500114E1
7.917595618E1,1.492500019E1,3.630000305E1,-2.040000153E1
7.918595618E1,1.470000076E1,3.592500305E1,-2.047500038E1
7.919595618E1,1.485000038E1,3.600000000E1,-2.092500114E1
7.920595618E1,1.492500019E1,3.577500153E1,-2.137500000E1
7.921595618E1,1.485000038E1,3.562500000E1,-2.137500000E1
7.922595618E1,1.477500057E1,3.555000305E1,-2.145000076E1
7.923595618E1,1.462500095E1,3.532500076E1,-2.160000038E1
7.924595618E1,1.417500019E1,3.525000000E1,-2.182500076E1
7.925595618E1,1.395000076E1,3.517500305E1,-2.190000153E1
7.926595618E1,1.402500057E1,3.525000000E1,-2.220000076E1
7.927595618E1,1.395000076E1,3.510000229E1,-2.190000153E1
7.928595618E1,1.372500038E1,3.510000229E1,-2.190000153E1
7.929595618E1,1.357500076E1,3.517500305E1,-2.242500114E1
7.930595618E1,1.335000038E1,3.502500153E1,-2.272500038E1
7.931595618E1,1.312500095E1,3.510000229E1,-2.265000153E1
7.932595618E1,1.290000057E1,3.517500305E1,-2.257500076E1
7.933595618E1,1.260000038E1,3.510000229E1,-2.257500076E1
7.934595618E1,1.222500038E1,3.600000000E1,-2.227500153E1
7.935595618E1,1.185000038E1,3.600000000E1,-2.220000076E1
7.936595618E1,1.170000076E1,3.630000305E1,-2.205000114E1
7.937595618E1,1.140000057E1,3.652500153E1,-2.190000153E1
7.938595618E1,1.117500019E1,3.675000000E1,-2.190000153E1
7.939595618E1,1.095000076E1,3.667500305E1,-2.220000076E1
7.940595618E1,1.080000019E1,3.660000229E1,-2.220000076E1
7.941595618E1,1.057500076E1,3.697500229E1,-2.212500000E1
7.942595618E1,1.050000000E1,3.720000076E1,-2.190000153E1
7.943595618E1,1.027500057E1,3.735000229E1,-2.197500038E1
7.944595618E1,1.012500000E1,3.727500153E1,-2.182500076E1
7.945595618E1,1.012500000E1,3.772500229E1,-2.137500000E1
7.946595618E1,1.020000076E1,3.765000153E1,-2.092500114E1
7.947595618E1,1.020000076E1,3.787500000E1,-2.062500000E1
7.948595618E1,1.012500000E1,3.810000229E1,-2.047500038E1
7.949595618E1,9.975000381E0,3.810000229E1,-2.032500076E1
7.950595618E1,9.825000763E0,3.810000229E1,-1.987500000E1
7.951595618E1,9.675000191E0,3.825000000E1,-1.965000153E1
7.952595618E1,9.525000572E0,3.817500305E1,-1.965000153E1
7.953595618E1,9.450000763E0,3.825000000E1,-1.950000000E1
7.954595618E1,9.075000763E0,3.825000000E1,-1.942500114E1
7.955595618E1,8.925000191E0,3.810000229E1,-1.912500000E1
7.956595618E1,8.700000763E0,3.810000229E1,-1.882500076E1
7.957595618E1,8.550000191E0,3.817500305E1,-1.867500114E1
7.958595618E1,8.250000000E0,3.832500076E1,-1.890000153E1
7.959595618E1,8.325000763E0,3.937500000E1,-1.890000153E1
7.960595618E1,7.950000286E0,3.960000229E1,-1.882500076E1
7.961595618E1,7.425000191E0,3.960000229E1,-1.867500114E1
7.962595618E1,7.050000191E0,3.982500076E1,-1.867500114E1
7.963595618E1,6.750000477E0,3.997500229E1,-1.890000153E1
7.964595618E1,6.450000286E0,4.005000305E1,-1.897500038E1
7.965595618E1,5.925000191E0,4.005000305E1,-1.890000153E1
7.966595618E1,5.700000286E0,4.012500000E1,-1.867500114E1
7.967595618E1,5.325000286E0,4.020000076E1,-1.845000076E1
7.968595618E1,5.100000381E0,4.065000153E1,-1.852500153E1
7.969595618E1,5.100000381E0,4.072500229E1,-1.822500038E1
7.970595618E1,4.875000000E0,4.087500000E1,-1.815000153E1
7.971595618E1,4.500000000E0,4.087500000E1,-1.777500153E1
7.972595618E1,4.200000286E0,4.102500153E1,-1.755000114E1
7.973595618E1,3.900000095E0,4.087500000E1,-1.740000153E1
7.974595618E1,3.600000143E0,4.080000305E1,-1.747500038E1
7.975595618E1,3.375000238E0,4.072500229E1,-1.762500000E1
7.976595618E1,3.150000095E0,4.065000153E1,-1.740000153E1
7.977595618E1,2.700000048E0,4.072500229E1,-1.755000114E1
7.978595618E1,2.475000143E0,4.110000229E1,-1.732500076E1
7.979595618E1,2.325000048E0,4.125000000E1,-1.740000153E1
7.980595618E1,2.250000000E0,4.140000153E1,-1.732500076E1
7.981595618E1,1.950000048E0,4.147500229E1,-1.725000000E1
7.982595618E1,1.950000048E0,4.162500000E1,-1.710000038E1
7.983595618E1,1.725000024E0,4.170000076E1,-1.702500153E1
7.984595618E1,1.425000072E0,4.162500000E1,-1.687500000E1
7.985595618E1,1.425000072E0,4.170000076E1,-1.665000153E1
7.986595618E1,1.425000072E0,4.170000076E1,-1.642500114E1
7.987595618E1,1.275000095E0,4.162500000E1,-1.620000076E1
7.988595618E1,1.275000095E0,4.140000153E1,-1.627500153E1
7.989595618E1,1.425000072E0,4.140000153E1,-1.627500153E1
7.990595618E1,1.425000072E0,4.110000229E1,-1.597500038E1
7.991595618E1,1.200000048E0,4.072500229E1,-1.567500019E1
7.992595618E1,1.200000048E0,4.072500229E1,-1.582500076E1
7.993595618E1,1.125000000E0,4.042500305E1,-1.612500000E1
7.994595618E1,1.125000000E0,4.027500153E1,-1.642500114E1
7.995595618E1,1.275000095E0,4.012500000E1,-1.657500076E1
7.996595618E1,1.425000072E0,3.990000153E1,-1.687500000E1
7.997595618E1,1.725000024E0,4.065000153E1,-1.755000114E1
7.998595618E1,1.800000072E0,4.042500305E1,-1.837500000E1
7.999595618E1,2.475000143E0,4.020000076E1,-1.890000153E1
8.000595618E1,3.150000095E0,3.975000000E1,-1.905000114E1
8.001595618E1,3.675000191E0,3.945000076E1,-1.935000038E1
8.002595618E1,4.275000095E0,3.915000153E1,-1.980000114E1
8.003595618E1,4.650000095E0,3.862500000E1,-2.032500076E1
8.004595618E1,5.025000095E0,3.840000153E1,-2.047500038E1
8.005595618E1,5.475000381E0,3.817500305E1,-2.047500038E1
8.006595618E1,5.775000095E0,3.795000076E1,-2.062500000E1
8.007595618E1,6.300000191E0,3.750000000E1,-2.077500153E1
8.008595618E1,6.750000477E0,3.720000076E1,-2.145000076E1
8.009595618E1,7.275000095E0,3.697500229E1,-2.182500076E1
8.010595618E1,7.575000286E0,3.667500305E1,-2.197500038E1
8.011595618E1,8.175000191E0,3.652500153E1,-2.220000076E1
8.012595618E1,8.475000381E0,3.592500305E1,-2.265000153E1
8.013595618E1,8.775000572E0,3.532500076E1,-2.287500000E1
8.014595618E1,9.225000381E0,3.495000076E1,-2.310000038E1
8.015595618E1,9.375000000E0,3.472500229E1,-2.370000076E1
8.016595618E1,9.675000191E0,3.457500076E1,-2.370000076E1
8.017595618E1,9.825000763E0,3.420000076E1,-2.370000076E1
8.018595618E1,9.975000381E0,3.405000305E1,-2.392500114E1
8.019595618E1,9.900000572E0,3.382500076E1,-2.400000000E1
8.020595618E1,9.975000381E0,3.390000153E1,-2.385000038E1
8.021595618E1,1.012500000E1,3.390000153E1,-2.422500038E1
8.022595618E1,1.012500000E1,3.375000000E1,-2.437500191E1
8.023595618E1,1.027500057E1,3.375000000E1,-2.430000114E1
8.024595618E1,1.027500057E1,3.375000000E1,-2.445000076E1
8.025595618E1,1.027500057E1,3.360000229E1,-2.460000038E1
8.026595618E1,1.020000076E1,3.337500000E1,-2.460000038E1
8.027595618E1,1.020000076E1,3.337500000E1,-2.460000038E1
8.028595618E1,1.012500000E1,3.322500229E1,-2.482500076E1
8.029595618E1,1.005000019E1,3.345000076E1,-2.467500114E1
8.030595618E1,1.005000019E1,3.367500305E1,-2.467500114E1
8.031595618E1,9.750000000E0,3.382500076E1,-2.460000038E1
8.032595618E1,9.225000381E0,3.382500076E1,-2.452500153E1
8.033595618E1,8.775000572E0,3.397500229E1,-2.445000076E1
8.034595618E1,8.400000572E0,3.412500000E1,-2.422500038E1
8.035595618E1,7.800000191E0,3.420000076E1,-2.392500114E1
8.036595618E1,3.975000143E0,3.577500153E1,-2.467500114E1
8.037595618E1,3.375000238E0,3.592500305E1,-2.460000038E1
8.038595618E1,2.775000095E0,3.570000076E1,-2.445000076E1
8.039595618E1,2.250000000E0,3.577500153E1,-2.452500153E1
8.040595618E1,2.025000095E0,3.600000000E1,-2.422500038E1
8.041595618E1,1.575000048E0,3.622500229E1,-2.415000153E1
8.042595618E1,1.050000072E0,3.637500000E1,-2.415000153E1
8.043595618E1,5.250000358E-1,3.652500153E1,-2.415000153E1
8.044595618E1,1.500000060E-1,3.675000000E1,-2.415000153E1
8.045595618E1,-7.500000298E-2,3.660000229E1,-2.415000153E1
8.046595618E1,-4.500000179E-1,3.690000153E1,-2.415000153E1
8.047595618E1,-1.125000000E0,3.682500076E1,-2.407500076E1
8.048595618E1,-1.725000024E0,3.690000153E1,-2.430000114E1
8.049595618E1,-2.250000000E0,3.690000153E1,-2.430000114E1
8.050595618E1,-2.625000000E0,3.705000305E1,-2.452500153E1
8.051595618E1,-2.775000095E0,3.697500229E1,-2.437500191E1
8.052595618E1,-3.150000095E0,3.697500229E1,-2.430000114E1
8.053595618E1,-3.375000238E0,3.727500153E1,-2.437500191E1
8.054595618E1,-3.750000238E0,3.742500305E1,-2.445000076E1
8.055595618E1,-2.175000191E0,3.780000305E1,-2.340000153E1
8.056595618E1,-2.325000048E0,3.780000305E1,-2.340000153E1
8.057595618E1,-2.325000048E0,3.787500000E1,-2.340000153E1
8.058595618E1,-2.325000048E0,3.810000229E1,-2.332500076E1
8.059595618E1,-2.625000000E0,3.832500076E1,-2.370000076E1
8.060595618E1,-2.850000143E0,3.832500076E1,-2.370000076E1
8.061595618E1,-3.150000095E0,3.810000229E1,-2.370000076E1
8.062595618E1,-3.525000095E0,3.802500153E1,-2.310000038E1
8.063595618E1,-4.050000191E0,3.832500076E1,-2.287500000E1
8.064595618E1,-4.125000000E0,3.847500229E1,-2.265000153E1
8.065595618E1,-4.500000000E0,3.847500229E1,-2.242500114E1
8.066595618E1,-4.800000191E0,3.817500305E1,-2.205000114E1
8.067595618E1,-4.950000286E0,3.817500305E1,-2.190000153E1
8.068595618E1,-5.475000381E0,3.840000153E1,-2.160000038E1
8.069595618E1,-5.850000381E0,3.877500153E1,-2.152500153E1
8.070595618E1,-5.850000381E0,3.885000229E1,-2.160000038E1
8.071595618E1,-5.850000381E0,3.892500305E1,-2.130000114E1
8.072595618E1,-6.225000381E0,3.892500305E1,-2.100000000E1
8.073595618E1,-6.225000381E0,3.915000153E1,-2.092500114E1
8.074595618E1,-6.375000477E0,3.937500000E1,-2.092500114E1
8.075595618E1,-6.750000477E0,3.945000076E1,-2.055000114E1
8.076595618E1,-6.825000286E0,3.952500153E1,-2.047500038E1
8.077595618E1,-6.900000095E0,3.945000076E1,-2.032500076E1
8.078595618E1,-6.975000381E0,3.945000076E1,-2.032500076E1
8.079595618E1,-7.200000286E0,3.922500229E1,-2.040000153E1
8.080595618E1,-7.350000381E0,3.930000305E1,-2.047500038E1
8.081595618E1,-7.725000381E0,3.945000076E1,-2.047500038E1
8.082595618E1,-7.950000286E0,3.967500305E1,-2.025000000E1
8.083595618E1,-7.875000477E0,3.982500076E1,-2.040000153E1
8.084595618E1,-7.725000381E0,3.990000153E1,-2.032500076E1
8.085595618E1,-7.800000191E0,3.982500076E1,-2.002500153E1
8.086595618E1,-8.175000191E0,3.982500076E1,-1.995000076E1
8.087595618E1,-8.025000572E0,3.997500229E1,-1.995000076E1
8.088595618E1,-8.475000381E0,3.997500229E1,-1.987500000E1
8.089595618E1,-8.550000191E0,4.005000305E1,-1.972500038E1
8.090595618E1,-8.850000381E0,3.982500076E1,-1.987500000E1
8.091595618E1,-9.000000000E0,3.975000000E1,-1.965000153E1
8.092595618E1,-9.375000000E0,3.990000153E1,-1.950000000E1
8.093595618E1,-9.600000381E0,4.012500000E1,-1.927500153E1
8.094595618E1,-9.525000572E0,4.035000229E1,-1.912500000E1
8.095595618E1,-1.020000076E1,4.027500153E1,-1.890000153E1
8.096595618E1,-9.975000381E0,4.035000229E1,-1.867500114E1
8.097595618E1,-9.975000381E0,4.042500305E1,-1.860000038E1
8.098595618E1,-1.027500057E1,4.065000153E1,-1.845000076E1
8.099595618E1,-1.050000000E1,4.057500076E1,-1.822500038E1
8.100595618E1,-1.057500076E1,4.057500076E1,-1.807500076E1
8.101595618E1,-1.065000057E1,4.042500305E1,-1.815000153E1
8.102595618E1,-1.095000076E1,4.042500305E1,-1.792500114E1
8.103595618E1,-1.080000019E1,4.050000000E1,-1.785000038E1
8.104595618E1,-1.110000038E1,4.050000000E1,-1.762500000E1
8.105595618E1,-1.155000019E1,4.057500076E1,-1.747500038E1
8.106595618E1,-1.185000038E1,4.065000153E1,-1.702500153E1
8.107595618E1,-1.215000057E1,4.087500000E1,-1.695000076E1
8.108595618E1,-1.252500057E1,4.087500000E1,-1.695000076E1
8.109595618E1,-1.297500038E1,4.095000076E1,-1.672500038E1
8.110595618E1,-1.320000076E1,4.102500153E1,-1.650000000E1
8.111595618E1,-1.365000057E1,4.102500153E1,-1.657500076E1
8.112595618E1,-1.372500038E1,4.102500153E1,-1.665000153E1
8.113595618E1,-1.387500095E1,4.110000229E1,-1.657500076E1
8.114595618E1,-1.410000038E1,4.110000229E1,-1.650000000E1
8.115595618E1,-1.417500019E1,4.095000076E1,-1.612500000E1
8.116595618E1,-1.425000095E1,4.080000305E1,-1.590000057E1
