"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.125595618E1,6.975000381E0,-2.662500191E1,-2.134500122E2
5.126595618E1,6.975000381E0,-2.670000076E1,-2.131500092E2
5.127595618E1,6.900000095E0,-2.655000114E1,-2.131500092E2
5.128595618E1,6.675000191E0,-2.655000114E1,-2.131500092E2
5.129595618E1,6.600000381E0,-2.655000114E1,-2.133000031E2
5.130595618E1,6.525000095E0,-2.632500076E1,-2.130750122E2
5.131595618E1,6.675000191E0,-2.640000153E1,-2.130750122E2
5.132595618E1,6.525000095E0,-2.647500038E1,-2.133000031E2
5.133595618E1,6.525000095E0,-2.647500038E1,-2.130750122E2
5.134595618E1,6.450000286E0,-2.640000153E1,-2.133750153E2
5.135595618E1,6.600000381E0,-2.632500076E1,-2.133000031E2
5.136595618E1,6.525000095E0,-2.625000191E1,-2.132250061E2
5.137595618E1,6.675000191E0,-2.655000114E1,-2.131500092E2
5.138595618E1,6.600000381E0,-2.670000076E1,-2.133750153E2
5.139595618E1,6.825000286E0,-2.677500153E1,-2.132250061E2
5.140595618E1,6.900000095E0,-2.677500153E1,-2.130750122E2
5.141595618E1,7.050000191E0,-2.685000038E1,-2.130000153E2
5.142595618E1,7.125000477E0,-2.692500114E1,-2.131500092E2
5.143595618E1,7.200000286E0,-2.707500076E1,-2.131500092E2
5.144595618E1,7.350000381E0,-2.700000191E1,-2.132250061E2
5.145595618E1,7.275000095E0,-2.677500153E1,-2.132250061E2
5.146595618E1,7.350000381E0,-2.662500191E1,-2.130750122E2
5.147595618E1,7.125000477E0,-2.670000076E1,-2.133000031E2
5.148595618E1,7.125000477E0,-2.647500038E1,-2.132250061E2
5.149595618E1,6.975000381E0,-2.632500076E1,-2.134500122E2
5.150595618E1,7.050000191E0,-2.647500038E1,-2.130750122E2
5.151595618E1,6.675000191E0,-2.655000114E1,-2.131500092E2
5.152595618E1,6.600000381E0,-2.655000114E1,-2.132250061E2
5.153595618E1,6.675000191E0,-2.655000114E1,-2.133750153E2
5.154595618E1,6.675000191E0,-2.640000153E1,-2.135250092E2
5.155595618E1,6.750000477E0,-2.617500114E1,-2.133000031E2
5.156595618E1,6.675000191E0,-2.625000191E1,-2.131500092E2
5.157595618E1,6.825000286E0,-2.655000114E1,-2.130000153E2
5.158595618E1,6.900000095E0,-2.647500038E1,-2.130750122E2
5.159595618E1,7.050000191E0,-2.632500076E1,-2.130000153E2
5.160595618E1,7.200000286E0,-2.625000191E1,-2.128500061E2
5.161595618E1,7.125000477E0,-2.640000153E1,-2.130000153E2
5.162595618E1,7.275000095E0,-2.647500038E1,-2.129250031E2
5.163595618E1,7.350000381E0,-2.647500038E1,-2.130750122E2
5.164595618E1,7.575000286E0,-2.647500038E1,-2.133750153E2
5.165595618E1,7.425000191E0,-2.625000191E1,-2.134500122E2
5.166595618E1,7.425000191E0,-2.617500114E1,-2.134500122E2
5.167595618E1,7.275000095E0,-2.640000153E1,-2.134500122E2
5.168595618E1,7.200000286E0,-2.647500038E1,-2.135250092E2
5.169595618E1,7.200000286E0,-2.647500038E1,-2.130750122E2
5.170595618E1,6.900000095E0,-2.655000114E1,-2.130750122E2
5.171595618E1,6.975000381E0,-2.670000076E1,-2.132250061E2
5.172595618E1,6.825000286E0,-2.670000076E1,-2.133750153E2
5.173595618E1,7.050000191E0,-2.662500191E1,-2.133000031E2
5.174595618E1,7.125000477E0,-2.655000114E1,-2.131500092E2
5.175595618E1,7.425000191E0,-2.640000153E1,-2.131500092E2
5.176595618E1,7.275000095E0,-2.647500038E1,-2.130750122E2
5.177595618E1,7.350000381E0,-2.647500038E1,-2.130750122E2
5.178595618E1,7.500000477E0,-2.670000076E1,-2.130000153E2
5.179595618E1,7.350000381E0,-2.662500191E1,-2.130000153E2
5.180595618E1,7.350000381E0,-2.662500191E1,-2.129250031E2
5.181595618E1,7.275000095E0,-2.677500153E1,-2.129250031E2
5.182595618E1,7.050000191E0,-2.700000191E1,-2.129250031E2
5.183595618E1,6.825000286E0,-2.692500114E1,-2.130750122E2
5.184595618E1,6.900000095E0,-2.685000038E1,-2.134500122E2
5.185595618E1,6.525000095E0,-2.685000038E1,-2.136000061E2
5.186595618E1,6.525000095E0,-2.655000114E1,-2.137500153E2
5.187595618E1,6.525000095E0,-2.647500038E1,-2.136000061E2
5.188595618E1,6.675000191E0,-2.647500038E1,-2.136750031E2
5.189595618E1,6.675000191E0,-2.640000153E1,-2.136000061E2
5.190595618E1,6.675000191E0,-2.617500114E1,-2.136750031E2
5.191595618E1,6.675000191E0,-2.640000153E1,-2.136000061E2
5.192595618E1,6.750000477E0,-2.655000114E1,-2.131500092E2
5.193595618E1,7.125000477E0,-2.655000114E1,-2.130000153E2
5.194595618E1,7.050000191E0,-2.670000076E1,-2.128500061E2
5.195595618E1,7.200000286E0,-2.677500153E1,-2.129250031E2
5.196595618E1,6.975000381E0,-2.662500191E1,-2.127000122E2
5.197595618E1,6.975000381E0,-2.662500191E1,-2.130000153E2
5.198595618E1,6.900000095E0,-2.670000076E1,-2.130000153E2
5.199595618E1,6.900000095E0,-2.662500191E1,-2.130750122E2
5.200595618E1,6.825000286E0,-2.655000114E1,-2.130000153E2
5.201595618E1,6.675000191E0,-2.662500191E1,-2.130750122E2
5.202595618E1,6.600000381E0,-2.655000114E1,-2.130000153E2
5.203595618E1,6.600000381E0,-2.640000153E1,-2.129250031E2
5.204595618E1,6.600000381E0,-2.655000114E1,-2.129250031E2
5.205595618E1,6.375000477E0,-2.662500191E1,-2.127750092E2
5.206595618E1,6.525000095E0,-2.677500153E1,-2.127750092E2
5.207595618E1,6.525000095E0,-2.677500153E1,-2.127750092E2
5.208595618E1,6.825000286E0,-2.662500191E1,-2.128500061E2
5.209595618E1,6.825000286E0,-2.655000114E1,-2.129250031E2
5.210595618E1,7.125000477E0,-2.670000076E1,-2.130000153E2
5.211595618E1,6.975000381E0,-2.685000038E1,-2.130750122E2
5.212595618E1,7.050000191E0,-2.670000076E1,-2.130750122E2
5.213595618E1,7.350000381E0,-2.670000076E1,-2.130000153E2
5.214595618E1,7.350000381E0,-2.655000114E1,-2.130000153E2
5.215595618E1,7.350000381E0,-2.662500191E1,-2.129250031E2
5.216595618E1,7.275000095E0,-2.662500191E1,-2.130750122E2
5.217595618E1,7.425000191E0,-2.662500191E1,-2.133000031E2
5.218595618E1,7.200000286E0,-2.662500191E1,-2.134500122E2
5.219595618E1,7.125000477E0,-2.662500191E1,-2.133000031E2
5.220595618E1,7.200000286E0,-2.662500191E1,-2.134500122E2
5.221595618E1,7.200000286E0,-2.640000153E1,-2.134500122E2
5.222595618E1,7.275000095E0,-2.640000153E1,-2.135250092E2
5.223595618E1,7.425000191E0,-2.640000153E1,-2.136750031E2
5.224595618E1,7.500000477E0,-2.640000153E1,-2.135250092E2
5.225595618E1,7.350000381E0,-2.632500076E1,-2.132250061E2
5.226595618E1,7.500000477E0,-2.632500076E1,-2.129250031E2
5.227595618E1,7.500000477E0,-2.640000153E1,-2.132250061E2
5.228595618E1,7.425000191E0,-2.662500191E1,-2.133750153E2
5.229595618E1,7.350000381E0,-2.677500153E1,-2.131500092E2
5.230595618E1,7.275000095E0,-2.677500153E1,-2.132250061E2
5.231595618E1,7.200000286E0,-2.670000076E1,-2.130000153E2
5.232595618E1,6.975000381E0,-2.662500191E1,-2.130750122E2
5.233595618E1,7.050000191E0,-2.670000076E1,-2.133750153E2
5.234595618E1,6.900000095E0,-2.662500191E1,-2.135250092E2
5.235595618E1,6.975000381E0,-2.647500038E1,-2.133000031E2
5.236595618E1,6.900000095E0,-2.647500038E1,-2.130750122E2
5.237595618E1,6.750000477E0,-2.655000114E1,-2.133000031E2
5.238595618E1,6.675000191E0,-2.662500191E1,-2.130750122E2
5.239595618E1,6.600000381E0,-2.662500191E1,-2.131500092E2
5.240595618E1,6.600000381E0,-2.692500114E1,-2.132250061E2
5.241595618E1,6.525000095E0,-2.692500114E1,-2.132250061E2
5.242595618E1,6.750000477E0,-2.700000191E1,-2.131500092E2
5.243595618E1,6.675000191E0,-2.715000153E1,-2.133000031E2
5.244595618E1,6.525000095E0,-2.722500038E1,-2.131500092E2
5.245595618E1,6.675000191E0,-2.715000153E1,-2.131500092E2
5.246595618E1,6.825000286E0,-2.670000076E1,-2.131500092E2
5.247595618E1,6.975000381E0,-2.677500153E1,-2.133750153E2
5.248595618E1,6.900000095E0,-2.677500153E1,-2.134500122E2
5.249595618E1,6.900000095E0,-2.692500114E1,-2.134500122E2
5.250595618E1,6.825000286E0,-2.692500114E1,-2.133000031E2
5.251595618E1,6.975000381E0,-2.677500153E1,-2.130750122E2
5.252595618E1,6.975000381E0,-2.670000076E1,-2.133750153E2
5.253595618E1,6.975000381E0,-2.685000038E1,-2.133000031E2
5.254595618E1,6.900000095E0,-2.707500076E1,-2.133000031E2
5.255595618E1,6.750000477E0,-2.700000191E1,-2.132250061E2
5.256595618E1,6.975000381E0,-2.692500114E1,-2.130750122E2
5.257595618E1,7.050000191E0,-2.685000038E1,-2.130750122E2
5.258595618E1,7.050000191E0,-2.677500153E1,-2.130750122E2
5.259595618E1,6.975000381E0,-2.670000076E1,-2.134500122E2
5.260595618E1,7.125000477E0,-2.662500191E1,-2.133000031E2
5.261595618E1,7.425000191E0,-2.647500038E1,-2.133750153E2
5.262595618E1,7.425000191E0,-2.632500076E1,-2.133750153E2
5.263595618E1,7.575000286E0,-2.632500076E1,-2.133750153E2
5.264595618E1,7.500000477E0,-2.632500076E1,-2.134500122E2
5.265595618E1,7.425000191E0,-2.617500114E1,-2.133750153E2
5.266595618E1,7.275000095E0,-2.625000191E1,-2.133000031E2
5.267595618E1,7.350000381E0,-2.640000153E1,-2.132250061E2
5.268595618E1,7.425000191E0,-2.655000114E1,-2.133000031E2
5.269595618E1,7.125000477E0,-2.647500038E1,-2.132250061E2
5.270595618E1,7.200000286E0,-2.655000114E1,-2.133000031E2
5.271595618E1,6.975000381E0,-2.647500038E1,-2.132250061E2
5.272595618E1,6.975000381E0,-2.632500076E1,-2.130000153E2
5.273595618E1,7.050000191E0,-2.640000153E1,-2.130000153E2
5.274595618E1,7.125000477E0,-2.647500038E1,-2.130750122E2
5.275595618E1,7.125000477E0,-2.632500076E1,-2.129250031E2
5.276595618E1,7.050000191E0,-2.617500114E1,-2.129250031E2
5.277595618E1,7.125000477E0,-2.632500076E1,-2.130000153E2
5.278595618E1,7.050000191E0,-2.647500038E1,-2.128500061E2
5.279595618E1,7.350000381E0,-2.640000153E1,-2.127750092E2
5.280595618E1,7.275000095E0,-2.655000114E1,-2.130000153E2
5.281595618E1,7.200000286E0,-2.670000076E1,-2.129250031E2
5.282595618E1,7.350000381E0,-2.662500191E1,-2.130750122E2
5.283595618E1,7.275000095E0,-2.677500153E1,-2.131500092E2
5.284595618E1,7.350000381E0,-2.677500153E1,-2.131500092E2
5.285595618E1,7.125000477E0,-2.670000076E1,-2.133000031E2
5.286595618E1,6.975000381E0,-2.662500191E1,-2.135250092E2
5.287595618E1,6.825000286E0,-2.685000038E1,-2.136000061E2
5.288595618E1,7.050000191E0,-2.685000038E1,-2.136000061E2
5.289595618E1,7.050000191E0,-2.670000076E1,-2.136000061E2
5.290595618E1,6.975000381E0,-2.655000114E1,-2.136000061E2
5.291595618E1,6.975000381E0,-2.640000153E1,-2.136000061E2
5.292595618E1,6.900000095E0,-2.647500038E1,-2.136000061E2
5.293595618E1,7.125000477E0,-2.640000153E1,-2.135250092E2
5.294595618E1,7.350000381E0,-2.647500038E1,-2.135250092E2
5.295595618E1,7.500000477E0,-2.640000153E1,-2.136750031E2
5.296595618E1,7.425000191E0,-2.632500076E1,-2.134500122E2
5.297595618E1,7.275000095E0,-2.632500076E1,-2.134500122E2
5.298595618E1,7.200000286E0,-2.662500191E1,-2.133000031E2
5.299595618E1,7.350000381E0,-2.655000114E1,-2.133000031E2
5.300595618E1,7.425000191E0,-2.647500038E1,-2.130750122E2
5.301595618E1,7.275000095E0,-2.655000114E1,-2.129250031E2
5.302595618E1,7.200000286E0,-2.640000153E1,-2.129250031E2
5.303595618E1,7.200000286E0,-2.632500076E1,-2.127000122E2
5.304595618E1,7.200000286E0,-2.640000153E1,-2.127750092E2
5.305595618E1,7.425000191E0,-2.640000153E1,-2.128500061E2
5.306595618E1,7.500000477E0,-2.617500114E1,-2.127750092E2
5.307595618E1,7.350000381E0,-2.625000191E1,-2.131500092E2
5.308595618E1,7.200000286E0,-2.640000153E1,-2.132250061E2
5.309595618E1,7.275000095E0,-2.647500038E1,-2.134500122E2
5.310595618E1,7.275000095E0,-2.647500038E1,-2.129250031E2
5.311595618E1,7.275000095E0,-2.655000114E1,-2.130750122E2
5.312595618E1,7.200000286E0,-2.647500038E1,-2.133000031E2
5.313595618E1,7.050000191E0,-2.655000114E1,-2.133750153E2
5.314595618E1,7.050000191E0,-2.662500191E1,-2.136000061E2
5.315595618E1,7.125000477E0,-2.670000076E1,-2.133750153E2
5.316595618E1,7.125000477E0,-2.662500191E1,-2.131500092E2
5.317595618E1,7.125000477E0,-2.647500038E1,-2.129250031E2
5.318595618E1,7.050000191E0,-2.662500191E1,-2.133750153E2
5.319595618E1,7.125000477E0,-2.647500038E1,-2.133750153E2
5.320595618E1,7.125000477E0,-2.670000076E1,-2.131500092E2
5.321595618E1,7.200000286E0,-2.670000076E1,-2.131500092E2
5.322595618E1,7.275000095E0,-2.670000076E1,-2.130750122E2
5.323595618E1,7.275000095E0,-2.677500153E1,-2.129250031E2
5.324595618E1,7.350000381E0,-2.677500153E1,-2.131500092E2
5.325595618E1,7.275000095E0,-2.677500153E1,-2.132250061E2
5.326595618E1,7.350000381E0,-2.677500153E1,-2.133750153E2
5.327595618E1,7.200000286E0,-2.670000076E1,-2.131500092E2
5.328595618E1,7.275000095E0,-2.647500038E1,-2.132250061E2
5.329595618E1,7.275000095E0,-2.647500038E1,-2.132250061E2
5.330595618E1,7.050000191E0,-2.655000114E1,-2.133750153E2
5.331595618E1,7.125000477E0,-2.640000153E1,-2.134500122E2
5.332595618E1,7.125000477E0,-2.647500038E1,-2.133000031E2
5.333595618E1,7.275000095E0,-2.647500038E1,-2.133000031E2
5.334595618E1,7.050000191E0,-2.640000153E1,-2.130750122E2
5.335595618E1,6.750000477E0,-2.655000114E1,-2.131500092E2
5.336595618E1,6.525000095E0,-2.662500191E1,-2.133750153E2
5.337595618E1,6.450000286E0,-2.670000076E1,-2.132250061E2
5.338595618E1,6.450000286E0,-2.655000114E1,-2.131500092E2
5.339595618E1,6.225000381E0,-2.670000076E1,-2.131500092E2
5.340595618E1,6.150000095E0,-2.677500153E1,-2.132250061E2
5.341595618E1,6.075000286E0,-2.685000038E1,-2.131500092E2
5.342595618E1,6.375000477E0,-2.685000038E1,-2.132250061E2
5.343595618E1,6.600000381E0,-2.677500153E1,-2.132250061E2
5.344595618E1,6.675000191E0,-2.655000114E1,-2.130750122E2
5.345595618E1,6.825000286E0,-2.625000191E1,-2.131500092E2
5.346595618E1,6.900000095E0,-2.640000153E1,-2.130750122E2
5.347595618E1,6.975000381E0,-2.617500114E1,-2.129250031E2
5.348595618E1,6.975000381E0,-2.602500153E1,-2.129250031E2
5.349595618E1,6.975000381E0,-2.602500153E1,-2.129250031E2
5.350595618E1,6.750000477E0,-2.617500114E1,-2.128500061E2
5.351595618E1,6.675000191E0,-2.640000153E1,-2.129250031E2
5.352595618E1,6.750000477E0,-2.632500076E1,-2.129250031E2
5.353595618E1,6.525000095E0,-2.647500038E1,-2.130000153E2
5.354595618E1,6.675000191E0,-2.647500038E1,-2.128500061E2
5.355595618E1,6.525000095E0,-2.655000114E1,-2.130750122E2
5.356595618E1,6.750000477E0,-2.655000114E1,-2.131500092E2
5.357595618E1,6.675000191E0,-2.632500076E1,-2.132250061E2
5.358595618E1,6.825000286E0,-2.625000191E1,-2.133750153E2
5.359595618E1,6.825000286E0,-2.617500114E1,-2.133750153E2
5.360595618E1,6.975000381E0,-2.640000153E1,-2.135250092E2
5.361595618E1,6.900000095E0,-2.647500038E1,-2.135250092E2
5.362595618E1,6.825000286E0,-2.640000153E1,-2.137500153E2
5.363595618E1,6.900000095E0,-2.647500038E1,-2.137500153E2
5.364595618E1,6.525000095E0,-2.655000114E1,-2.137500153E2
5.365595618E1,6.900000095E0,-2.670000076E1,-2.139750061E2
5.366595618E1,6.750000477E0,-2.662500191E1,-2.138250122E2
5.367595618E1,6.600000381E0,-2.662500191E1,-2.138250122E2
5.368595618E1,6.525000095E0,-2.677500153E1,-2.136750031E2
5.369595618E1,6.600000381E0,-2.655000114E1,-2.136000061E2
5.370595618E1,6.450000286E0,-2.677500153E1,-2.136000061E2
5.371595618E1,6.825000286E0,-2.670000076E1,-2.136000061E2
5.372595618E1,6.900000095E0,-2.670000076E1,-2.135250092E2
5.373595618E1,6.600000381E0,-2.670000076E1,-2.135250092E2
5.374595618E1,6.600000381E0,-2.685000038E1,-2.135250092E2
5.375595618E1,6.600000381E0,-2.685000038E1,-2.133000031E2
5.376595618E1,6.975000381E0,-2.662500191E1,-2.132250061E2
5.377595618E1,7.125000477E0,-2.677500153E1,-2.133750153E2
5.378595618E1,7.200000286E0,-2.662500191E1,-2.134500122E2
5.379595618E1,6.900000095E0,-2.677500153E1,-2.134500122E2
5.380595618E1,6.975000381E0,-2.685000038E1,-2.134500122E2
5.381595618E1,7.125000477E0,-2.670000076E1,-2.131500092E2
5.382595618E1,6.975000381E0,-2.670000076E1,-2.131500092E2
5.383595618E1,7.200000286E0,-2.662500191E1,-2.135250092E2
5.384595618E1,6.675000191E0,-2.662500191E1,-2.136750031E2
5.385595618E1,6.900000095E0,-2.655000114E1,-2.136750031E2
5.386595618E1,7.050000191E0,-2.662500191E1,-2.136000061E2
5.387595618E1,7.275000095E0,-2.647500038E1,-2.136000061E2
5.388595618E1,7.350000381E0,-2.647500038E1,-2.136750031E2
5.389595618E1,7.275000095E0,-2.655000114E1,-2.138250122E2
5.390595618E1,7.350000381E0,-2.632500076E1,-2.139750061E2
5.391595618E1,7.500000477E0,-2.655000114E1,-2.137500153E2
5.392595618E1,7.575000286E0,-2.655000114E1,-2.135250092E2
5.393595618E1,7.275000095E0,-2.662500191E1,-2.133750153E2
5.394595618E1,7.200000286E0,-2.655000114E1,-2.133000031E2
5.395595618E1,7.200000286E0,-2.670000076E1,-2.133000031E2
5.396595618E1,7.050000191E0,-2.677500153E1,-2.133750153E2
5.397595618E1,7.125000477E0,-2.685000038E1,-2.133000031E2
5.398595618E1,7.125000477E0,-2.715000153E1,-2.131500092E2
5.399595618E1,6.825000286E0,-2.715000153E1,-2.131500092E2
5.400595618E1,6.825000286E0,-2.722500038E1,-2.133750153E2
5.401595618E1,7.050000191E0,-2.737500191E1,-2.135250092E2
5.402595618E1,6.900000095E0,-2.760000038E1,-2.135250092E2
5.403595618E1,6.825000286E0,-2.745000076E1,-2.135250092E2
5.404595618E1,6.975000381E0,-2.722500038E1,-2.133750153E2
5.405595618E1,6.900000095E0,-2.700000191E1,-2.133000031E2
5.406595618E1,7.050000191E0,-2.677500153E1,-2.133750153E2
5.407595618E1,7.200000286E0,-2.685000038E1,-2.134500122E2
5.408595618E1,7.200000286E0,-2.700000191E1,-2.132250061E2
5.409595618E1,7.200000286E0,-2.677500153E1,-2.132250061E2
5.410595618E1,7.350000381E0,-2.677500153E1,-2.133750153E2
5.411595618E1,7.350000381E0,-2.677500153E1,-2.133750153E2
5.412595618E1,7.350000381E0,-2.677500153E1,-2.134500122E2
5.413595618E1,7.125000477E0,-2.677500153E1,-2.134500122E2
5.414595618E1,7.050000191E0,-2.692500114E1,-2.134500122E2
5.415595618E1,6.975000381E0,-2.662500191E1,-2.133750153E2
5.416595618E1,6.975000381E0,-2.662500191E1,-2.134500122E2
5.417595618E1,6.975000381E0,-2.670000076E1,-2.135250092E2
5.418595618E1,6.900000095E0,-2.662500191E1,-2.135250092E2
5.419595618E1,6.900000095E0,-2.662500191E1,-2.135250092E2
5.420595618E1,6.600000381E0,-2.655000114E1,-2.133750153E2
5.421595618E1,6.825000286E0,-2.685000038E1,-2.133000031E2
5.422595618E1,6.825000286E0,-2.662500191E1,-2.133000031E2
5.423595618E1,6.825000286E0,-2.677500153E1,-2.133000031E2
5.424595618E1,6.900000095E0,-2.677500153E1,-2.133000031E2
5.425595618E1,6.900000095E0,-2.677500153E1,-2.132250061E2
5.426595618E1,6.900000095E0,-2.692500114E1,-2.130750122E2
5.427595618E1,6.825000286E0,-2.685000038E1,-2.130000153E2
5.428595618E1,7.050000191E0,-2.670000076E1,-2.130750122E2
5.429595618E1,6.975000381E0,-2.662500191E1,-2.133000031E2
5.430595618E1,7.125000477E0,-2.677500153E1,-2.132250061E2
5.431595618E1,7.050000191E0,-2.670000076E1,-2.131500092E2
5.432595618E1,7.200000286E0,-2.655000114E1,-2.133000031E2
5.433595618E1,6.975000381E0,-2.662500191E1,-2.133000031E2
5.434595618E1,6.975000381E0,-2.632500076E1,-2.133000031E2
5.435595618E1,7.050000191E0,-2.647500038E1,-2.133000031E2
5.436595618E1,6.900000095E0,-2.662500191E1,-2.130750122E2
5.437595618E1,6.975000381E0,-2.662500191E1,-2.130000153E2
5.438595618E1,6.825000286E0,-2.662500191E1,-2.130750122E2
5.439595618E1,6.975000381E0,-2.677500153E1,-2.130750122E2
5.440595618E1,6.750000477E0,-2.685000038E1,-2.129250031E2
5.441595618E1,6.900000095E0,-2.685000038E1,-2.128500061E2
5.442595618E1,7.050000191E0,-2.685000038E1,-2.127750092E2
5.443595618E1,6.900000095E0,-2.685000038E1,-2.127750092E2
5.444595618E1,6.900000095E0,-2.692500114E1,-2.128500061E2
5.445595618E1,6.975000381E0,-2.685000038E1,-2.127750092E2
5.446595618E1,7.050000191E0,-2.677500153E1,-2.129250031E2
5.447595618E1,6.900000095E0,-2.662500191E1,-2.127750092E2
5.448595618E1,6.900000095E0,-2.670000076E1,-2.127750092E2
5.449595618E1,6.975000381E0,-2.655000114E1,-2.128500061E2
5.450595618E1,6.825000286E0,-2.662500191E1,-2.129250031E2
5.451595618E1,6.900000095E0,-2.662500191E1,-2.129250031E2
5.452595618E1,7.050000191E0,-2.655000114E1,-2.130000153E2
5.453595618E1,6.975000381E0,-2.662500191E1,-2.130000153E2
5.454595618E1,6.900000095E0,-2.662500191E1,-2.129250031E2
5.455595618E1,7.050000191E0,-2.670000076E1,-2.133000031E2
5.456595618E1,7.200000286E0,-2.670000076E1,-2.133750153E2
5.457595618E1,7.350000381E0,-2.670000076E1,-2.133750153E2
5.458595618E1,7.500000477E0,-2.662500191E1,-2.134500122E2
5.459595618E1,7.725000381E0,-2.647500038E1,-2.134500122E2
5.460595618E1,7.650000095E0,-2.662500191E1,-2.135250092E2
5.461595618E1,7.725000381E0,-2.640000153E1,-2.136000061E2
5.462595618E1,7.725000381E0,-2.640000153E1,-2.134500122E2
5.463595618E1,7.800000191E0,-2.655000114E1,-2.134500122E2
5.464595618E1,7.800000191E0,-2.640000153E1,-2.135250092E2
5.465595618E1,7.575000286E0,-2.662500191E1,-2.135250092E2
5.466595618E1,7.725000381E0,-2.670000076E1,-2.135250092E2
5.467595618E1,7.500000477E0,-2.685000038E1,-2.136000061E2
5.468595618E1,7.425000191E0,-2.685000038E1,-2.135250092E2
5.469595618E1,7.350000381E0,-2.685000038E1,-2.134500122E2
5.470595618E1,7.350000381E0,-2.670000076E1,-2.135250092E2
5.471595618E1,7.050000191E0,-2.655000114E1,-2.134500122E2
5.472595618E1,6.975000381E0,-2.662500191E1,-2.133750153E2
5.473595618E1,7.050000191E0,-2.655000114E1,-2.133750153E2
5.474595618E1,6.675000191E0,-2.655000114E1,-2.133000031E2
5.475595618E1,6.750000477E0,-2.640000153E1,-2.132250061E2
5.476595618E1,7.050000191E0,-2.632500076E1,-2.133000031E2
5.477595618E1,7.125000477E0,-2.640000153E1,-2.136000061E2
5.478595618E1,6.975000381E0,-2.662500191E1,-2.136750031E2
5.479595618E1,7.050000191E0,-2.655000114E1,-2.135250092E2
5.480595618E1,7.125000477E0,-2.647500038E1,-2.135250092E2
5.481595618E1,7.125000477E0,-2.647500038E1,-2.136000061E2
5.482595618E1,7.425000191E0,-2.655000114E1,-2.135250092E2
5.483595618E1,7.500000477E0,-2.655000114E1,-2.136000061E2
5.484595618E1,7.350000381E0,-2.662500191E1,-2.134500122E2
5.485595618E1,7.350000381E0,-2.655000114E1,-2.130000153E2
5.486595618E1,7.650000095E0,-2.647500038E1,-2.130000153E2
5.487595618E1,7.650000095E0,-2.670000076E1,-2.130750122E2
5.488595618E1,7.500000477E0,-2.670000076E1,-2.130750122E2
5.489595618E1,7.425000191E0,-2.662500191E1,-2.128500061E2
5.490595618E1,7.200000286E0,-2.647500038E1,-2.128500061E2
5.491595618E1,7.200000286E0,-2.647500038E1,-2.127750092E2
5.492595618E1,7.275000095E0,-2.632500076E1,-2.128500061E2
5.493595618E1,7.125000477E0,-2.640000153E1,-2.130000153E2
5.494595618E1,6.900000095E0,-2.640000153E1,-2.130000153E2
5.495595618E1,6.825000286E0,-2.617500114E1,-2.130000153E2
5.496595618E1,6.825000286E0,-2.617500114E1,-2.130000153E2
5.497595618E1,7.050000191E0,-2.632500076E1,-2.132250061E2
5.498595618E1,7.200000286E0,-2.647500038E1,-2.133750153E2
5.499595618E1,7.125000477E0,-2.662500191E1,-2.133750153E2
5.500595618E1,7.050000191E0,-2.670000076E1,-2.133750153E2
5.501595618E1,7.200000286E0,-2.662500191E1,-2.131500092E2
5.502595618E1,7.350000381E0,-2.647500038E1,-2.130000153E2
5.503595618E1,7.350000381E0,-2.662500191E1,-2.130750122E2
5.504595618E1,7.350000381E0,-2.677500153E1,-2.131500092E2
5.505595618E1,7.275000095E0,-2.662500191E1,-2.130000153E2
5.506595618E1,7.200000286E0,-2.647500038E1,-2.128500061E2
5.507595618E1,7.200000286E0,-2.632500076E1,-2.127750092E2
5.508595618E1,7.200000286E0,-2.617500114E1,-2.127000122E2
5.509595618E1,7.275000095E0,-2.632500076E1,-2.128500061E2
5.510595618E1,7.350000381E0,-2.647500038E1,-2.130000153E2
5.511595618E1,7.500000477E0,-2.625000191E1,-2.129250031E2
5.512595618E1,7.650000095E0,-2.602500153E1,-2.128500061E2
5.513595618E1,7.575000286E0,-2.617500114E1,-2.130750122E2
5.514595618E1,7.500000477E0,-2.632500076E1,-2.132250061E2
5.515595618E1,7.575000286E0,-2.647500038E1,-2.133000031E2
5.516595618E1,7.650000095E0,-2.662500191E1,-2.133750153E2
5.517595618E1,7.125000477E0,-2.662500191E1,-2.133750153E2
5.518595618E1,6.525000095E0,-2.655000114E1,-2.133750153E2
5.519595618E1,6.525000095E0,-2.670000076E1,-2.134500122E2
5.520595618E1,6.525000095E0,-2.685000038E1,-2.135250092E2
5.521595618E1,6.525000095E0,-2.670000076E1,-2.136000061E2
5.522595618E1,6.525000095E0,-2.655000114E1,-2.136750031E2
5.523595618E1,6.600000381E0,-2.655000114E1,-2.138250122E2
5.524595618E1,6.675000191E0,-2.647500038E1,-2.139750061E2
5.525595618E1,7.125000477E0,-2.632500076E1,-2.140500031E2
5.526595618E1,7.500000477E0,-2.617500114E1,-2.141250153E2
5.527595618E1,7.350000381E0,-2.632500076E1,-2.140500031E2
5.528595618E1,7.200000286E0,-2.647500038E1,-2.139750061E2
5.529595618E1,7.200000286E0,-2.632500076E1,-2.140500031E2
5.530595618E1,7.350000381E0,-2.617500114E1,-2.139750061E2
5.531595618E1,7.200000286E0,-2.610000038E1,-2.137500153E2
5.532595618E1,6.975000381E0,-2.617500114E1,-2.136750031E2
5.533595618E1,7.050000191E0,-2.632500076E1,-2.135250092E2
5.534595618E1,7.050000191E0,-2.655000114E1,-2.134500122E2
