,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,labelOnTable,labelWalking,labelJumping,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-06-08 13:23:45.345198848,-0.12761304554796485,-0.0636104231648802,9.708349049321988,0.0004352621549075327,0.00020860967308118877,0.0003555038928705637,0.0018045078575134581,-0.004734500072840914,-0.0030302654947799183,7.226245877186334,-26.776494960229748,-213.2037589037492,1,0,0,0.9824958388892171,-0.003036748101915091,-0.003614174896263979,-0.008967338069822528,0.006903914557833395,-0.00348673864535929,0.001128387601574788
2022-06-08 13:23:45.445198848,-0.12732653849758474,-0.06415371692911649,9.707560221527647,0.0003841176285072094,0.0002349439830497342,0.0003230516250119065,0.0019967359696711887,-0.004838989610119364,-0.0034955577623932105,7.152609742085541,-26.742336795298726,-213.0626495531988,1,0,0,0.9817947669386722,-0.003393044323336064,-0.0036552179968077914,-0.009418638810870364,0.006318896501489318,-0.003804589663364874,0.001449423812198175
2022-06-08 13:23:45.545198848,-0.12700408692277892,-0.06359306047731132,9.708476183494112,0.0002442514429834677,0.00033881656046107634,0.0001892459316887438,0.002085733052379895,-0.00386042053628935,-0.0022840265654818456,7.091163859151691,-26.674099735368575,-212.98538408933823,1,0,0,0.981190277689209,-0.004014968721777316,-0.0035629094650889443,-0.009527323671000273,0.005709808657275925,-0.003980850162735201,0.0015527496769795306
2022-06-08 13:23:45.645198848,-0.12706743757503558,-0.061986293011759175,9.710603908482643,7.906821779141675e-05,0.00048641391376113565,3.385257175430778e-05,0.0018943206188013686,-0.001959004002210114,-4.606747314570519e-05,7.089380655510516,-26.603270635331835,-213.02727983726444,1,0,0,0.9810515176116221,-0.004504871549835615,-0.0033587830094442862,-0.009135908869851883,0.005528749784857083,-0.003823263402357141,0.0013828209317313517
2022-06-08 13:23:45.745198848,-0.12762939935635847,-0.05990194502841354,9.712938946341325,-3.2873333386833096e-05,0.0006124128133257066,-5.41300819452545e-05,0.0015120642760560736,0.00022449604016782325,0.002150014589136622,7.157399424888416,-26.562604152633988,-213.18117720612878,1,0,0,0.981496333594222,-0.004574990734399165,-0.00313010429917431,-0.008363104782713363,0.005928849130186037,-0.003354302230459419,0.001016894642742492
2022-06-08 13:23:45.845198848,-0.1283085985134498,-0.05813116231769167,9.714529068986726,-4.4996871850644964e-05,0.0006586085969681858,-2.981809671156322e-05,0.0013083537017925019,0.0018861384326184982,0.0034006426649716708,7.268394127246971,-26.566391197660426,-213.3694741397264,1,0,0,0.9823035820429067,-0.004154667358573666,-0.002973668190025548,-0.007484256028804301,0.006712104623003949,-0.002781211467086174,0.0006004636996586946
2022-06-08 13:23:45.945198848,-0.12845412774472356,-0.057285448789781375,9.714953823400378,3.093970222818044e-05,0.0006096749209693096,8.5454808417039e-05,0.00169117529804118,0.0024638622493472115,0.003393111889288285,7.376350899599584,-26.600865077464128,-213.48258008123045,1,0,0,0.9830199008745037,-0.0034035899402374693,-0.0029390956816979195,-0.006767676472048706,0.007470206447463278,-0.0023634732571782835,0.00027365172387848816
2022-06-08 13:23:46.045198848,-0.12765725896236044,-0.057503510187366935,9.714421614908426,0.00013618699190188493,0.0005018442658169424,0.00022327794599957094,0.0027501597970451346,0.0019083613831298659,0.0024346540915019606,7.438799657263482,-26.631917939007664,-213.44428789048368,1,0,0,0.9832085969463322,-0.0026376586692812517,-0.003007978627944911,-0.006380738885170198,0.007822429311743598,-0.002266137907913149,0.00013371245527391343
2022-06-08 13:23:46.145198848,-0.12615983358191313,-0.058411650556197285,9.713468022781282,0.0002062611471577179,0.00039794863926064314,0.0003118076581395171,0.004065877823719052,0.0006863686969518217,0.0011237134024359142,7.433483135870662,-26.625976501523407,-213.2626958372234,1,0,0,0.9826977453108034,-0.002192945251301255,-0.0031178213019376483,-0.0063892834131601545,0.007612642822471056,-0.002484789021690914,0.00023369083108608357
2022-06-08 13:23:46.245198848,-0.12479890710712493,-0.059342947013765315,9.712527451948084,0.00021450319583505198,0.0003451000811093625,0.00031493021625419597,0.004890781192030135,-0.00047498626883578826,-5.950705962567609e-05,7.364077110741798,-26.5711090988163,-213.03116049133234,1,0,0,0.981680934099008,-0.0022752062657497825,-0.0032092498528020486,-0.006791456302380552,0.006963775401354644,-0.002875204734535418,0.0005841685486809751
2022-06-08 13:23:46.345198848,-0.12446244156426524,-0.05969551143106178,9.711718556025563,0.0001882703427669031,0.000343724972239608,0.00024552571613522124,0.004636040457590544,-0.0009701630575055394,-0.0009439968768702286,7.255586860230113,-26.48542576451301,-212.87561541529172,1,0,0,0.9806132874928527,-0.0028619375060897337,-0.00326237091438524,-0.007522816075884814,0.006175572560750707,-0.0032563581636491784,0.0011334438908321455
2022-06-08 13:23:46.445198848,-0.125425049547992,-0.059247609313981084,9.710977762130582,0.00018573532976969364,0.0003495248444858316,0.00015018509364206765,0.003333394562381798,-0.0006304165582764939,-0.001547281306750016,7.142792498344088,-26.408103269648677,-212.8808337880065,1,0,0,0.9799691671902433,-0.0037150137879985077,-0.0032997377683734105,-0.00843255677927919,0.0055394718689769935,-0.0035175684822420644,0.0017414969770142112
2022-06-08 13:23:46.545198848,-0.12707097246722382,-0.058267221481719346,9.71036643090507,0.0002480364970389252,0.0003072544061895265,7.886202225122257e-05,0.0017050794677033604,0.00019582297159996824,-0.001817102485856906,7.056249491081624,-26.37877370110035,-213.0428433333946,1,0,0,0.9800052468621476,-0.004509043353626046,-0.0033583171275138584,-0.0092871491395798,0.005185812331287195,-0.0036659377083486586,0.002192932478321658
2022-06-08 13:23:46.645198848,-0.128260826957967,-0.05735236633441073,9.710226148816352,0.00036007170308495305,0.00019245094758490766,5.7798159452251036e-05,0.0007285042846515816,0.0008539885686571522,-0.0015180619896314077,7.01122891685755,-26.416969542789477,-213.27697596658442,1,0,0,0.980657837107653,-0.005006781035211322,-0.003453040005362531,-0.00984529277214509,0.005052672786018937,-0.003790141615064871,0.0022776042603697803
2022-06-08 13:23:46.745198848,-0.12812564505203436,-0.05708116517999576,9.710993028319232,0.00045000566630911624,3.11263214492597e-05,7.837872782449589e-05,0.0009582637124988538,0.0007823326967104563,-0.00040507940209511835,7.004777667724566,-26.51224124568391,-213.47367792783493,1,0,0,0.9816147125962938,-0.005171971479753102,-0.0035577224483579716,-0.009976266775095402,0.004987486663248185,-0.003967628330547805,0.0019101334736128031
2022-06-08 13:23:46.845198848,-0.12672794506032628,-0.05766672494263483,9.712791670145096,0.00043246831098978165,-0.00011657259267460772,0.00010479912749949167,0.0020846720963585263,-0.00012970746431526837,0.001446885569452234,7.0228134314585935,-26.62934498863071,-213.56370257881127,1,0,0,0.9825013133337013,-0.005143355810085841,-0.0036157999559260565,-0.00973437730766992,0.004906457355189096,-0.004178023866495614,0.0012089487313952894
2022-06-08 13:23:46.945198848,-0.12508776469097893,-0.0588242446612291,9.715149420101103,0.00026895916807315157,-0.00019581773058774697,9.525572195531872e-05,0.003081561548690596,-0.0014508586052862863,0.0034589026602959965,7.053016316924887,-26.725344127426126,-213.55114790532537,1,0,0,0.9830679748494093,-0.005089215580866508,-0.003573818096882373,-0.009319917732803495,0.004894864541007484,-0.004286266980064193,0.0004630297534930286
2022-06-08 13:23:47.045198848,-0.12451127091777413,-0.05993948513349927,9.717111356477735,3.400869282074697e-06,-0.00018955506314756234,2.6642950556256733e-05,0.0028916181098556826,-0.0024587867079608736,0.0047295804629599435,7.094224762039401,-26.769880146828317,-213.49716734433238,1,0,0,0.9832798682940072,-0.005053194158247962,-0.003417063930348246,-0.008945091288812851,0.005164823603911295,-0.0041196640145740385,-1.336496978218693e-05
2022-06-08 13:23:47.145198848,-0.12566915004844723,-0.06044030694024363,9.717737756815062,-0.0002555056571152065,-0.00012041270937359609,-8.884960840200127e-05,0.001197701355968788,-0.0025845733363494276,0.004522107372953347,7.154250730783399,-26.758360650104706,-213.47042209325525,1,0,0,0.9832756213139913,-0.004915257097674829,-0.0031858476794416335,-0.00870537721568454,0.0058831448485644235,-0.0036005387289355234,-5.2402090015033626e-05
2022-06-08 13:23:47.245198848,-0.12807412964085746,-0.06013852708233159,9.716665714291944,-0.0003975012740373383,-2.4014139987476015e-05,-0.00020471465668234586,-0.0012670451153285205,-0.0017651905818162992,0.00274202516365695,7.236611215659876,-26.71129675396591,-213.4997063061444,1,0,0,0.9832353472899714,-0.0045064735041838375,-0.002961909006057523,-0.008555695783168532,0.0069830507590076495,-0.0028473779860879317,0.00028293351722960547
2022-06-08 13:23:47.345198848,-0.13034220680167763,-0.05932532087156357,9.714351531123068,-0.00037846283812215277,8.086261268754917e-05,-0.00026098299888673384,-0.0031194340895712267,-0.000471490820691339,6.631785300597448e-05,7.326942303605974,-26.66048854563471,-213.55870906228648,1,0,0,0.9832465950603424,-0.0037914534993004666,-0.0028307969863886947,-0.008401748045283486,0.008107351094541144,-0.0021606730653588938,0.0007576480131962285
2022-06-08 13:23:47.445198848,-0.131074798973638,-0.05856475079497504,9.711827934265237,-0.00024581522400955486,0.00019840701379963139,-0.00021632062307845305,-0.0031943341193701453,0.0006040006170626082,-0.00238614591694159,7.392782103433851,-26.630516540096938,-213.58912202049984,1,0,0,0.9832540303327103,-0.0029665498367163145,-0.002839462467597028,-0.00821680860433667,0.00875957868688617,-0.0018755664104660938,0.0011204220156906183
2022-06-08 13:23:47.545198848,-0.12976450981026882,-0.058326778777266844,9.710139599778156,-0.00010326221400818047,0.00033361090857803835,-7.393203800961525e-05,-0.0013045781803440917,0.00098639901308501,-0.0036424366146414963,7.401424766826453,-26.626968520439345,-213.54351417838186,1,0,0,0.9831243164906813,-0.0023762593404046193,-0.002971867686217211,-0.008074197745162867,0.008596933577253382,-0.002157186167195055,0.001243945018184412
2022-06-08 13:23:47.645198848,-0.12711776766797192,-0.05869845372641381,9.709817684394553,-3.9388897225614005e-05,0.00046425481731702465,0.00011541605817273819,0.0016150914047159662,0.0006935567929687913,-0.0033584893113601387,7.345070567856039,-26.638205530249746,-213.41899573714534,1,0,0,0.9827789933671404,-0.002291794784016776,-0.0031567904580641036,-0.00806699988651749,0.007679382052656199,-0.002871270325931971,0.001160141718540994
2022-06-08 13:23:47.745198848,-0.12460105155154212,-0.05934923424832969,9.710692219334902,-7.062658240600625e-05,0.0005372279336990869,0.0002774922160686393,0.004066183810695094,0.0001781796859974981,-0.0019246440018720063,7.253139962573454,-26.647866305596814,-213.26113163213077,1,0,0,0.9822945320068242,-0.002715142732738984,-0.0033049121908033507,-0.008197045588216892,0.006488153460335542,-0.003632062833646685,0.0009895253021524227
2022-06-08 13:23:47.845198848,-0.12354540620466371,-0.059756414362974714,9.712095135015472,-0.00013821089186672313,0.0004997541354487612,0.00035287355280486197,0.0048632738876707785,-3.992279576912242e-06,-0.00017829808345732936,7.178086378492793,-26.647766304764126,-213.13749008155597,1,0,0,0.9818836515673757,-0.0033675735247750576,-0.003355589300253368,-0.00835097698886765,0.005665219997355302,-0.0040191502060778275,0.0008424051246794725
2022-06-08 13:23:47.945198848,-0.12440946353517024,-0.05953819174935517,9.713272513942037,-0.000158944709128194,0.00034466863704029157,0.00032660654701532416,0.0037607799819056272,0.0004304100474990078,0.0010636526008580402,7.160743082812253,-26.64142782234642,-213.0985984917314,1,0,0,0.9817561078223457,-0.003886236921933419,-0.0033071734292425773,-0.00840258755338659,0.005619926318027853,-0.00383508466574594,0.0007731189849008585
2022-06-08 13:23:48.045198848,-0.12663829638502883,-0.05869096119454412,9.713754391269006,-9.071784250518163e-05,0.0001323797259100304,0.00023172584410186968,0.0014727738033298425,0.0013120377743838954,0.0013838447879083306,7.199429609190558,-26.6368378795518,-213.1503783123956,1,0,0,0.9819551907565411,-0.0040872982294557205,-0.0032132186987685156,-0.008354011014977708,0.006260783917036602,-0.003233936307665282,0.000801605326605042
2022-06-08 13:23:48.145198848,-0.1291174091827845,-0.05759877351674054,9.713524283059991,3.523166290946997e-05,-3.390947393284712e-05,0.00012611068845341867,-0.0008424127126774658,0.0021319335217464645,0.0008957653432271238,7.247886731562552,-26.63619529836617,-213.25374312482217,1,0,0,0.9823000656909106,-0.004092342238084428,-0.003146562717300263,-0.008372552577878584,0.007045896419076216,-0.002626741363922859,0.0009476460029103594
2022-06-08 13:23:48.245198848,-0.13084365258189531,-0.05681863039713169,9.712970860077997,0.00013677500951451898,-6.801988275864026e-05,5.872898146812104e-05,-0.00223633619474699,0.0023631668504797334,0.00012444813158231282,7.247328573020972,-26.632564666711286,-213.3499125066831,1,0,0,0.9824957725765178,-0.004213334007048109,-0.00315286892364945,-0.008658784737145445,0.007335013488481987,-0.0024184438956137283,0.001219223336493623
2022-06-08 13:23:48.345198848,-0.1313722422540414,-0.05676573674372946,9.712683119524034,0.00013886541003215887,4.496656312821217e-05,4.605183536533318e-05,-0.0023581068905295993,0.0017917685542614597,-0.0002718816745547034,7.171272006951843,-26.616733533931917,-213.39470735080343,1,0,0,0.9823445866807807,-0.004679253598931719,-0.00322247285342403,-0.009237648788657987,0.006813762269346919,-0.0027494685226262666,0.0015597005046424292
2022-06-08 13:23:48.445198848,-0.13084412196690134,-0.057472049485728184,9.71316270509955,2.3972414653739174e-05,0.0002396423816221182,7.036069785348847e-05,-0.0014320328838229332,0.0006647726018238118,0.00017231031314680667,7.049473211780433,-26.588097540513758,-213.38073177397922,1,0,0,0.9819036058639099,-0.005417459180231388,-0.0032987268395727465,-0.009859392151983656,0.005702226995203341,-0.003415830438937291,0.0018224363379118307
2022-06-08 13:23:48.545198848,-0.12971804895624703,-0.058552575535757136,9.71453927857963,-0.00015888369509742956,0.0004142252604385674,9.680659196581753e-05,2.445309585522001e-05,-0.0004277454679247043,0.0014686743953382488,6.950773662534851,-26.559455819176602,-213.33520017293964,1,0,0,0.9814617650501296,-0.006068008209001425,-0.0033180211071718504,-0.010131518893520444,0.004605244747729177,-0.004019392756592473,0.001834252189138054
2022-06-08 13:23:48.645198848,-0.12847718459693852,-0.05940562752924086,9.716416661962748,-0.0003279567205069838,0.0004964991746691178,9.60710049352553e-05,0.0014869685146970439,-0.0008722238018810752,0.003099362694280391,6.93529369078207,-26.550585128890663,-213.29725988074176,1,0,0,0.9813423260146764,-0.006230988490388173,-0.003255473977184318,-0.009812734689376504,0.004110680593906596,-0.004239763615427376,0.0015264788935135977
2022-06-08 13:23:48.745198848,-0.12748335352870602,-0.05954453749861595,9.717985100632074,-0.0004174793711364917,0.0004846349910510111,5.946661556533811e-05,0.002571373149190314,-0.0003766430392292291,0.004217649150169497,7.010889376434478,-26.574904724921947,-213.29136106686602,1,0,0,0.9816730711375912,-0.00576237083090364,-0.00314524593622717,-0.009040784201860247,0.004415683164418899,-0.004036618275241273,0.001028626276424402
2022-06-08 13:23:48.845198848,-0.1269567292034731,-0.058876680022736085,9.718423542271347,-0.00040775446655109027,0.0004351967587675358,5.679303344068275e-07,0.003073273829679615,0.0008533696384455969,0.00409009015245907,7.127173759616111,-26.629256830669057,-213.3142087463404,1,0,0,0.9822952578888944,-0.004889649965402341,-0.0030601863992806323,-0.008285967700430705,0.005234183044195045,-0.00364568460696392,0.0006226516183991289
2022-06-08 13:23:48.945198848,-0.12696412142992272,-0.05776613315440017,9.717407625279334,-0.00032199092393137306,0.00041074771017623313,-5.449667882479404e-05,0.002992236665314219,0.002210849203046156,0.0025643681850756597,7.212618326490166,-26.69417959560346,-213.34193402853583,1,0,0,0.9828767488589807,-0.004054000591737399,-0.0030627218145868537,-0.008026990887620822,0.0060334491459996895,-0.0033822954652472717,0.0005602788675166705
2022-06-08 13:23:49.045198848,-0.12737262573668165,-0.056839555381697146,9.715394214378575,-0.00020075750680572765,0.000429234125224837,-8.15708507145707e-05,0.002552279757650546,0.0030033477346684085,0.0002559464677893258,7.227178440916665,-26.743787295103584,-213.34963987204756,1,0,0,0.9831377750581479,-0.003598074133797962,-0.0031594071708789806,-0.008379338092926417,0.006415098735672042,-0.0034023633735030326,0.000869887548552082
2022-06-08 13:23:49.145198848,-0.12785225113216628,-0.056650723612143315,9.713437397000654,-7.733120965023335e-05,0.0004538650451777494,-7.078733242257785e-05,0.0021363510546863005,0.0028049317788825822,-0.0017276633111702815,7.190401456453696,-26.75776612546896,-213.3280709175393,1,0,0,0.983016297094746,-0.0035406396966713577,-0.003290738054061125,-0.008971869066364727,0.006364196746889771,-0.003594456173297317,0.001310932270809688
2022-06-08 13:23:49.245198848,-0.1280242286109642,-0.057404583596806,9.71259548521549,3.0006088124959336e-05,0.0004289038115799391,-3.1247815601739894e-05,0.002084065902688529,0.0016427168991053913,-0.0024054943624684296,7.163324264253831,-26.72818528337591,-213.28667831919748,1,0,0,0.9826583218187479,-0.0036115457308838962,-0.0033653145832491602,-0.009195014640330387,0.006199159647926217,-0.003675991676651849,0.0015320035259844544
2022-06-08 13:23:49.345198848,-0.12771217948393435,-0.05889504120603161,9.713296185164104,0.00011008842304176027,0.00033047160066702354,1.445013419622746e-05,0.002450588168914681,-7.219503752419525e-05,-0.0015049454073295348,7.197760222864663,-26.659513181233294,-213.24415751703654,1,0,0,0.9822645321053239,-0.0035136248440939227,-0.003318102052857168,-0.008658877442136323,0.006277933326412825,-0.0034192079261032918,0.0013282332192625437
2022-06-08 13:23:49.445198848,-0.1271008067003127,-0.06066420825762779,9.71508290737517,0.0001490267281725469,0.00019079571765862679,4.3785049853755816e-05,0.002931298004898258,-0.0017932618452677102,0.00037479943654596825,7.291592509124798,-26.565463179728123,-213.21656885356182,1,0,0,0.9819346212103353,-0.003196366443522184,-0.0031560436496416277,-0.007525951721177718,0.006687901364157612,-0.0028443351377018256,0.0008063849747909878
2022-06-08 13:23:49.545198848,-0.12662291120144925,-0.062251222464346355,9.716906998218565,0.00013063720173205485,7.691358074263428e-05,4.8683843882966755e-05,0.0030738219451208883,-0.003088050221260507,0.0021225337039657514,7.384331630497138,-26.466402023189456,-213.21245337962858,1,0,0,0.981636048373772,-0.0029164574799317236,-0.002961411557690906,-0.006462050704111183,0.00714908112965071,-0.0022445847881281747,0.00032784024522689026
2022-06-08 13:23:49.645198848,-0.12661002842888067,-0.06336623506116769,9.717754967348723,4.791474496699417e-05,4.16200988025462e-05,4.109058573653889e-05,0.0026580320235506365,-0.0037439168546585014,0.002753977136362569,7.397199600590052,-26.387012635125018,-213.23574719312592,1,0,0,0.9813047413593388,-0.0030321337941078704,-0.002849003655077703,-0.006223104621677342,0.007200405250894557,-0.002023013510458832,0.00026488389346640204
2022-06-08 13:23:49.745198848,-0.1269770319258406,-0.06391394435226685,9.717195068346033,-8.443306999425324e-05,8.576202312624019e-05,4.439372570530276e-05,0.0019364885966996002,-0.0037201517898155447,0.0019258755650843615,7.289364636257379,-26.35098771142722,-213.2893182642441,1,0,0,0.9809690023976392,-0.003693917291056072,-0.002901196428119611,-0.007157083507126918,0.006537342100912195,-0.0024430779450698575,0.000744184794056961
2022-06-08 13:23:49.845198848,-0.12723419053751503,-0.06391903739826454,9.715530200865103,-0.0002280140182577724,0.0001606711405009362,7.525150794065929e-05,0.0014929639974458643,-0.0030578539072119723,4.728392159405912e-05,7.090644535792257,-26.371676585078152,-213.37207071109756,1,0,0,0.9807735141171179,-0.004680151418496183,-0.003118314075476143,-0.008957485814738306,0.00526578386136637,-0.0034467813387014726,0.00155716651981163
2022-06-08 13:23:49.945198848,-0.1268706819271333,-0.06346423821017437,9.713540010035983,-0.0003333206283221544,0.00020722005502916014,0.00012894499956513515,0.0017806736822803765,-0.0018637451064595952,-0.0020064081258490004,6.88812106536431,-26.443111963836532,-213.47057880644417,1,0,0,0.9808746090613576,-0.005513617833407217,-0.0034134884071011194,-0.010825968713360695,0.0038955993218799095,-0.0046520358531734265,0.002291906211757993
2022-06-08 13:23:50.045198848,-0.12582424352724392,-0.06269788030208664,9.712042023845173,-0.00036068458195141144,0.0002000943549195992,0.0001806892909973268,0.002698553356055884,-0.0003741713730920825,-0.0033518055909406595,6.775976077126996,-26.538821668019946,-213.5544877196546,1,0,0,0.9812948934345287,-0.005776553119659765,-0.00365621040757433,-0.011926734509786832,0.003070021389169595,-0.005536026510852672,0.0025862332792071716
2022-06-08 13:23:50.145198848,-0.12463418552687093,-0.06186283748902264,9.711540540111173,-0.0002982783006804591,0.00016368186687641708,0.00020386132550695568,0.003581179795914056,0.0010120375375860815,-0.003474441307705446,6.801573868800387,-26.622145433139192,-213.58507433405424,1,0,0,0.9818643810606444,-0.005389628537419106,-0.0037410511255334903,-0.01183890617582442,0.003196819459883756,-0.005705800641845116,0.002330621418233262
2022-06-08 13:23:50.245198848,-0.12409929154776879,-0.06125163992204738,9.712094210477941,-0.00016814480756996444,0.00014932508804296456,0.00019193306759279267,0.003667062749250097,0.001847359084976456,-0.002389416461680237,6.941124909233685,-26.663556832206528,-213.53670602393498,1,0,0,0.9823063278684843,-0.004652138474422909,-0.0036431881976032865,-0.010742050940937845,0.004207000014795691,-0.005107961755757569,0.0017022123525984659
