,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,labelOnTable,labelWalking,labelJumping,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,acc_x_temp_mean_ws_30,acc_y_temp_mean_ws_30,acc_z_temp_mean_ws_30,gyr_x_temp_mean_ws_30,gyr_y_temp_mean_ws_30,gyr_z_temp_mean_ws_30,lin_acc_x_temp_mean_ws_30,lin_acc_y_temp_mean_ws_30,lin_acc_z_temp_mean_ws_30,mag_x_temp_mean_ws_30,mag_y_temp_mean_ws_30,mag_z_temp_mean_ws_30,pca_1_temp_mean_ws_30,pca_2_temp_mean_ws_30,pca_3_temp_mean_ws_30,pca_4_temp_mean_ws_30,pca_5_temp_mean_ws_30,pca_6_temp_mean_ws_30,pca_7_temp_mean_ws_30,acc_x_temp_std_ws_30,acc_y_temp_std_ws_30,acc_z_temp_std_ws_30,gyr_x_temp_std_ws_30,gyr_y_temp_std_ws_30,gyr_z_temp_std_ws_30,lin_acc_x_temp_std_ws_30,lin_acc_y_temp_std_ws_30,lin_acc_z_temp_std_ws_30,mag_x_temp_std_ws_30,mag_y_temp_std_ws_30,mag_z_temp_std_ws_30,pca_1_temp_std_ws_30,pca_2_temp_std_ws_30,pca_3_temp_std_ws_30,pca_4_temp_std_ws_30,pca_5_temp_std_ws_30,pca_6_temp_std_ws_30,pca_7_temp_std_ws_30,temp_pattern_labelOnTable,temp_pattern_labelWalking,temp_pattern_labelJumping,temp_pattern_labelOnTable(b)labelOnTable,temp_pattern_labelOnTable(b)labelWalking,temp_pattern_labelWalking(b)labelWalking,temp_pattern_labelWalking(b)labelJumping,temp_pattern_labelJumping(b)labelJumping,acc_x_max_freq,acc_x_freq_weighted,acc_x_pse,acc_x_freq_0.0_Hz_ws_10,acc_x_freq_1.0_Hz_ws_10,acc_x_freq_2.0_Hz_ws_10,acc_x_freq_3.0_Hz_ws_10,acc_x_freq_4.0_Hz_ws_10,acc_x_freq_5.0_Hz_ws_10,acc_y_max_freq,acc_y_freq_weighted,acc_y_pse,acc_y_freq_0.0_Hz_ws_10,acc_y_freq_1.0_Hz_ws_10,acc_y_freq_2.0_Hz_ws_10,acc_y_freq_3.0_Hz_ws_10,acc_y_freq_4.0_Hz_ws_10,acc_y_freq_5.0_Hz_ws_10,acc_z_max_freq,acc_z_freq_weighted,acc_z_pse,acc_z_freq_0.0_Hz_ws_10,acc_z_freq_1.0_Hz_ws_10,acc_z_freq_2.0_Hz_ws_10,acc_z_freq_3.0_Hz_ws_10,acc_z_freq_4.0_Hz_ws_10,acc_z_freq_5.0_Hz_ws_10,gyr_x_max_freq,gyr_x_freq_weighted,gyr_x_pse,gyr_x_freq_0.0_Hz_ws_10,gyr_x_freq_1.0_Hz_ws_10,gyr_x_freq_2.0_Hz_ws_10,gyr_x_freq_3.0_Hz_ws_10,gyr_x_freq_4.0_Hz_ws_10,gyr_x_freq_5.0_Hz_ws_10,gyr_y_max_freq,gyr_y_freq_weighted,gyr_y_pse,gyr_y_freq_0.0_Hz_ws_10,gyr_y_freq_1.0_Hz_ws_10,gyr_y_freq_2.0_Hz_ws_10,gyr_y_freq_3.0_Hz_ws_10,gyr_y_freq_4.0_Hz_ws_10,gyr_y_freq_5.0_Hz_ws_10,gyr_z_max_freq,gyr_z_freq_weighted,gyr_z_pse,gyr_z_freq_0.0_Hz_ws_10,gyr_z_freq_1.0_Hz_ws_10,gyr_z_freq_2.0_Hz_ws_10,gyr_z_freq_3.0_Hz_ws_10,gyr_z_freq_4.0_Hz_ws_10,gyr_z_freq_5.0_Hz_ws_10,lin_acc_x_max_freq,lin_acc_x_freq_weighted,lin_acc_x_pse,lin_acc_x_freq_0.0_Hz_ws_10,lin_acc_x_freq_1.0_Hz_ws_10,lin_acc_x_freq_2.0_Hz_ws_10,lin_acc_x_freq_3.0_Hz_ws_10,lin_acc_x_freq_4.0_Hz_ws_10,lin_acc_x_freq_5.0_Hz_ws_10,lin_acc_y_max_freq,lin_acc_y_freq_weighted,lin_acc_y_pse,lin_acc_y_freq_0.0_Hz_ws_10,lin_acc_y_freq_1.0_Hz_ws_10,lin_acc_y_freq_2.0_Hz_ws_10,lin_acc_y_freq_3.0_Hz_ws_10,lin_acc_y_freq_4.0_Hz_ws_10,lin_acc_y_freq_5.0_Hz_ws_10,lin_acc_z_max_freq,lin_acc_z_freq_weighted,lin_acc_z_pse,lin_acc_z_freq_0.0_Hz_ws_10,lin_acc_z_freq_1.0_Hz_ws_10,lin_acc_z_freq_2.0_Hz_ws_10,lin_acc_z_freq_3.0_Hz_ws_10,lin_acc_z_freq_4.0_Hz_ws_10,lin_acc_z_freq_5.0_Hz_ws_10,mag_x_max_freq,mag_x_freq_weighted,mag_x_pse,mag_x_freq_0.0_Hz_ws_10,mag_x_freq_1.0_Hz_ws_10,mag_x_freq_2.0_Hz_ws_10,mag_x_freq_3.0_Hz_ws_10,mag_x_freq_4.0_Hz_ws_10,mag_x_freq_5.0_Hz_ws_10,mag_y_max_freq,mag_y_freq_weighted,mag_y_pse,mag_y_freq_0.0_Hz_ws_10,mag_y_freq_1.0_Hz_ws_10,mag_y_freq_2.0_Hz_ws_10,mag_y_freq_3.0_Hz_ws_10,mag_y_freq_4.0_Hz_ws_10,mag_y_freq_5.0_Hz_ws_10,mag_z_max_freq,mag_z_freq_weighted,mag_z_pse,mag_z_freq_0.0_Hz_ws_10,mag_z_freq_1.0_Hz_ws_10,mag_z_freq_2.0_Hz_ws_10,mag_z_freq_3.0_Hz_ws_10,mag_z_freq_4.0_Hz_ws_10,mag_z_freq_5.0_Hz_ws_10,cluster
2022-06-08 13:23:43.745198848,-0.13133498197780555,-0.0578465909832915,9.703555133209964,-0.00015298661871355432,0.0005713817549890624,1.917401201788424e-05,-0.006901943676452067,-0.003640477796314982,0.019415364231731968,6.357929090784153,-26.83315417703935,-213.6665517306181,1,0,0,0.9819537454381052,-0.013740532713503216,-0.003687715773713553,-0.013492681486592259,0.001189214404686086,-0.00625890261564719,0.00018433604052933703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2022-06-08 13:23:43.945198848,-0.12970722744504462,-0.05884079562987845,9.705654687892595,0.00039243538519825676,0.0003531972961964482,0.00019904831753612804,0.0004923554379806954,-0.0017292311714616649,0.0061690354781179105,6.440348100339353,-26.750088547854148,-213.2063662440536,1,0,0,0.9807284194893541,-0.0099118119653695,-0.004150809229190989,-0.013368402048312092,0.0009003653824540547,-0.0066110142213665285,0.0022254403177253586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2022-06-08 13:23:44.145198848,-0.12840986212777086,-0.058968257647919416,9.708849404658448,0.00047395912728882833,0.000444323439193367,5.5252730364995776e-05,0.0026652809607734533,-0.0011622714110461664,0.004176399906989313,6.6903470480112235,-26.79951890573605,-213.0791480281536,1,0,0,0.981341657644484,-0.007662766435759472,-0.003977481111306287,-0.011596054779825768,0.0024535930357818853,-0.005789465867315387,0.001729826870697712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2022-06-08 13:23:44.345198848,-0.127699304807804,-0.058451462899541125,9.711284789281354,0.0003685431388578752,0.0005673820404474197,4.986868638344014e-06,0.0023990143742899147,-0.001366711836454971,0.006797350495741376,6.9256081631811846,-26.85578421834116,-213.20000667271577,1,0,0,0.9825154052609874,-0.006639593682411637,-0.0036549462284575563,-0.009754652002199854,0.004164335807390184,-0.004779461130884122,0.0005068022239018558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2022-06-08 13:23:44.545198848,-0.1274023826480374,-0.05895595264303506,9.712530058340539,0.0003732997253045149,0.00043668762751614246,0.0001939358207850733,0.0031196736811976928,-0.002105985813353364,0.006107135514639723,6.847726885105961,-26.77205793973103,-213.29033276503284,1,0,0,0.98216125501047,-0.006944073190095282,-0.003763781053237029,-0.01021754006673964,0.0033738889345964647,-0.005116640411235586,0.0008883733994253867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2022-06-08 13:23:44.745198848,-0.12675821421296293,-0.060111507898595075,9.714625441918033,0.0003056289565069814,0.00028624327380712166,0.00015602719331697686,0.003746506607054588,-0.0027366762238360625,0.005188873967133529,6.669798783748399,-26.63201660498098,-213.2982606383892,1,0,0,0.9811185944776206,-0.00788390039370976,-0.003874093148096952,-0.011319744929361622,0.0017939253052276871,-0.005828774581828511,0.0016291669353554331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0.00034534304171361717,0.029364880556190062,5.0,-1.41347441868087,-0.005032784286108483,-0.002642648860639945,-0.0026843146635932014,-0.0026334925745891,-0.002611951152564913,0.00031532915424896916,-0.03145307209417386,2.0,-0.6474229667122586,-0.0006230765807900412,0.0018793822204188348,0.0015170837932737544,0.0014074447104757554,0.001374398804647698,3.945589817519895e-07,-0.0008552567735592114,0.0,106.8037866119684,-0.00956871624396527,-0.004738559524735564,-0.005925632484547805,-0.006041555252945585,-0.00606560982320481,0.504581129428105,-6.74412125804345,0.0,0.0035503441660853312,-0.0008653230141942803,-0.0007392516302942918,-0.00039289777119890976,-0.0003208558488874266,-0.00029827022139230613,0.11598574832066046,0.5343750425850862,0.0,0.004856350168486225,-0.0003424054940020237,0.00043084220651263655,0.00023601348226205048,0.0002003082457828628,0.0001896661276412049,0.6867360812969626,-2.6526043238438786,0.0,0.0012347298463108367,0.0003076785513536552,-0.0004910013958334278,-0.0001516816234262119,-9.652532228317282e-05,-8.037806686789761e-05,1.6194587439194223,3.754550069138229,0.0,0.013742398896048095,-0.013277276898473259,-0.0108722914663103,-0.0074934446496519105,-0.006719527321203572,-0.006469349332871372,0.2562733733030799,0.5706963910618913,5.0,-0.021988395139808364,-0.0050484670812668345,-0.0015462965605549045,-0.0009127523795650732,-0.0007826984369746732,-0.0007382158514667329,0.5610629469513033,1.1705997677152915,0.0,0.0812954928305813,0.017834963362081985,0.01826555076754332,0.01114350462725773,0.009676112050060404,0.009216626052291736,0.002689405338929301,-0.043229776632866986,0.0,73.35990719960044,-1.2143252287682742,-0.06284798643123679,-0.13252539754858186,-0.1484709325175224,-0.15317405522176794,3.1888370483006426e-05,0.005783921369589208,1.0,-294.5502769492925,0.2931117235517249,-0.19527552291685168,-0.1421971278001095,-0.13284104835497598,-0.13000752354996692,3.940112920414998e-06,0.002186985017014491,5.0,-2345.9286901022783,-0.8780385606786467,-0.4873559136657946,-0.3153260368488304,-0.2682473207794089,-0.25272163528815383,3
2022-06-08 13:23:44.945198848,-0.12626656066172556,-0.060320289463879885,9.716134026196457,0.0001794302072843123,0.00031267613166809864,-3.676094207135645e-05,0.003087966090831049,-0.002433896281587087,0.005136294377076806,6.839361868301827,-26.60664136317402,-213.3578669829706,1,0,0,0.9815360544135884,-0.006889180080927239,-0.0035847361084912796,-0.01021380400247246,0.003134515323546696,-0.005007113631313925,0.0011360736477310607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0.00018052829911976783,0.022416201789594692,5.0,-1.4042946065044577,-0.002535453424642703,-0.0026893162028104323,-0.0021542675827286033,-0.001962976757528434,-0.0019004337278063913,0.00026059906578598937,-0.01761654120692291,2.0,-0.6518058765293981,-0.001887901923818755,0.001649907345127613,0.0008612571129048978,0.0008297582397830197,0.0008255415263708869,3.893291774471866e-07,-0.0008615151885274269,0.0,106.82764569954901,-0.007696507198431846,-0.007609002904992224,-0.006140785905476065,-0.005710273738863236,-0.005565496617463417,0.009038252981503984,0.19483420371579968,0.0,0.003947175225763805,-3.982951837132136e-05,3.5193592315962764e-05,5.351572078885999e-05,6.568941566548398e-05,7.023779530952425e-05,0.05118107560250821,-0.004845647731410665,0.0,0.004452057071519123,-0.0004106534705250076,5.582490205277406e-05,2.7757874784553716e-05,2.2606026325278485e-05,2.1021260683304967e-05,0.4837523230931076,1.2437044441993643,0.0,0.0010725607562429534,-0.0001113472591781313,0.0002582723713543705,0.00015072042387457806,0.0001330186027143108,0.00012782122956209944,0.20065867894644165,-1.888303098702849,0.0,0.02999857123049188,-0.002783231319267998,-0.0033962519553541754,-0.0023784992762156893,-0.0019413366849849022,-0.0017920114705293516,0.005599162379892408,-0.1114033351758647,2.0,-0.020878928933394412,0.00029096185686644646,0.00037554317658167413,1.2023735675686494e-05,0.00010641787183814456,0.0001437463826961,0.06453367243032555,0.3444194907601209,0.0,0.060643981401224324,-0.004284591267135858,0.002388951447000919,0.0020526915915278763,0.0017751167755290058,0.0016755358821144064,0.0016740684960383414,-0.05567030487177027,0.0,74.16171768588909,-0.8215674807830169,-0.08212576062722476,-0.2343455831539973,-0.2571315851307743,-0.26377388138308944,1.9824102061728147e-05,0.002767647223906818,1.0,-294.1442441318826,0.28388533355106205,-0.11797430887961012,-0.0818329247126286,-0.07054209837482972,-0.0669009488405079,1.626881263027546e-07,-0.00013524319283765237,1.0,-2345.5294879666826,0.16046578516659338,-0.11904542000172567,0.005072199646690478,0.036577573480855115,0.04665950275399666,3
2022-06-08 13:23:45.145198848,-0.12706132356363156,-0.06122615778155105,9.713202807203173,0.00028450840761774185,0.00029971365164522813,0.00011343224447497807,0.002006731772171286,-0.002986371339604725,0.0016461825706626226,7.179755833823617,-26.71304698482141,-213.39958871090755,1,0,0,0.9827728923422092,-0.0041958958557378,-0.003417069836752573,-0.008604988363644041,0.006177435028274423,-0.003566666025712907,0.0006097387777207128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,8.561141041458428e-05,0.01062707736760922,5.0,-1.3991801789505454,-0.002631743443439083,-0.0018156993964029426,-0.0008505616318386923,-0.0007055494364492099,-0.0006605983193371384,0.00015552933987357368,-0.021090583045703944,5.0,-0.6556594478736746,0.000604666021713815,-0.0005862773133502447,0.0009392444986540543,0.0012288810623378305,0.0013177926039249536,2.653115889497129e-07,-0.00046182555452118436,0.0,106.84328918903148,-0.009773123162364785,-0.00614124868955912,-0.002914169192374416,-0.0021874155498249337,-0.0019569123001539346,0.09144517143149927,0.4639143303444628,0.0,0.00354939187705969,0.0001857082783351887,0.0003473816987063749,0.000125652448465661,9.148595220660772e-05,8.185088384487883e-05,0.04873158055101098,0.10730487274312124,0.0,0.004359172078611853,0.00032015887816237124,-0.00017834486338837857,1.5283631549389607e-05,4.8686607577558456e-05,5.840862235665107e-05,0.8006756184710215,0.015098860960847494,0.0,0.0008224857416236618,-0.0003878249028973516,0.00032909572429091984,2.226104970029041e-05,-2.807162174741734e-05,-4.2813103150795385e-05,0.08563517626479686,0.13017906307068022,0.0,0.03180352512595133,-0.0037092042608919368,0.0010495827592042813,0.0005210390009190314,0.0004540270382730428,0.0004418381837739116,0.10159500592043727,-0.7927135982902757,1.0,-0.023304163619004087,0.0024701225856916787,-0.00021288616886281416,0.0008534658277325135,0.0010450021148925236,0.0011038846892942246,0.08275608523529597,0.04305482241715648,0.0,0.056221887677514834,-0.004552341172248243,-0.004023845443138893,0.0005202330682872415,0.0013374235754363773,0.0015777856213473294,0.0017666086068848469,-0.057765051376993726,0.0,75.37891487232085,0.5777838282066625,-0.4837148079820004,-0.34853474506427595,-0.32295598880415005,-0.3151269584549272,2.119187833903405e-05,0.0018005019720319189,2.0,-293.9978086141278,-0.3549342757743972,-0.0008938548031878213,-0.012523036230980722,-0.014722588845209827,-0.01537591883058198,8.679964108734335e-07,-0.0012263315772081177,1.0,-2346.0243869632377,0.28533839524743604,0.2727888601956465,0.19066508149126093,0.16766313380099973,0.16042385603871168,3
2022-06-08 13:23:45.345198848,-0.12761304554796485,-0.0636104231648802,9.708349049321988,0.0004352621549075327,0.00020860967308118883,0.0003555038928705637,0.0018045078575134575,-0.004734500072840914,-0.0030302654947799183,7.226245877186334,-26.77649496022975,-213.2037589037492,1,0,0,0.9824958388892172,-0.003036748101915107,-0.0036141748962641423,-0.008967338069822667,0.006903914557833363,-0.003486738645359304,0.0011283876015749268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,9.797693650788842e-05,0.0025489046394382717,2.0,-1.3979346037984912,-0.003787561847785947,0.0006544421197709482,-1.568928985951068e-05,-0.00010425868057857556,-0.0001258068452233696,0.0007310801390554304,-0.0572478037834633,5.0,-0.6640263008424382,0.00032679707441103656,0.0019105485173198796,0.002708666066712953,0.0027831343627299915,0.002800958452569009,4.414091062719621e-07,6.701715498199679e-05,0.0,106.84304174911556,-0.01604023429521817,0.001611973196794736,0.0016121200548813164,0.001668426857404981,0.0016931806758151426,0.12757907623530476,-0.046331779542021286,0.0,0.003484295147221221,0.0005418506458674963,-0.00014544348681913257,-4.939722113093747e-05,-3.3448505864923e-05,-2.8721741944800538e-05,0.1333592103935418,0.6191356086621144,0.0,0.003838118117767023,0.0004053198120028015,0.00022828295502326358,0.0001971297625270403,0.0001870900440110089,0.00018371959001318275,0.8114995718577214,-4.182513783658438,0.0,0.0014023729646937654,0.0004305181235154265,-0.0004481929465130729,-0.0002439634248605107,-0.00021092114415618496,-0.00020119931282164863,0.06223674259109156,0.030204318741046638,0.0,0.030193832443859214,-0.003105369720627489,0.000395032289619561,0.00030632862575841625,0.00025751360434531117,0.00024415803756912805,0.10308517777944594,-1.1764844622171258,3.0,-0.02957993995392365,-0.00019220866735546703,0.0016710820788986619,0.001978354052603372,0.001920451015716913,0.0018953763965960078,0.3689690553486822,1.1619218069876531,0.0,0.04230482725723731,-0.004912018805209043,0.005820423357857409,0.005116248307215526,0.005102984618041264,0.005105376620053755,0.0013914371083703445,-0.02406633373485931,0.0,76.33012372396549,0.7471261351372984,-0.3343769089548747,-0.1825546800918687,-0.15614917460398206,-0.14826233597279126,6.545375661278227e-05,0.0037481458879123726,2.0,-293.89786786031095,-0.6489558268525357,0.0034215306466052198,-0.02985596340767671,-0.03971298435993376,-0.04277602674736691,5.915168950154382e-07,-0.0003286680928126877,1.0,-2346.354488868571,0.3537636469018253,0.21393094861878129,0.03183399871636538,-0.005458904305470469,-0.01686195558257708,3
2022-06-08 13:23:45.545198848,-0.12700408692277892,-0.06359306047731132,9.708476183494113,0.0002442514429834677,0.00033881656046107634,0.00018924593168874384,0.002085733052379895,-0.00386042053628935,-0.0022840265654818447,7.091163859151691,-26.67409973536857,-212.98538408933825,1,0,0,0.9811902776892087,-0.004014968721777373,-0.003562909465089101,-0.009527323671000426,0.0057098086572759214,-0.003980850162735188,0.0015527496769796414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1.2591114671326805e-05,0.0037581048583794643,2.0,-1.3970187815648478,-0.0010919825812238104,-9.574107628232409e-05,-0.0003899189569961658,-0.0003251525834584573,-0.00030091858382104436,0.0011355033957750125,-0.060079503147637,2.0,-0.6748083623578482,0.0006102759122378759,0.0051979646530875825,0.002802412913832236,0.002340065326972223,0.0021957228361013624,1.6237656900052743e-07,0.00018078295001230306,0.0,106.83586968768587,-0.008061223052347799,0.004151571473453686,0.0019187120368950872,0.0015408579225919539,0.001430558649437419,0.06053626910122354,0.2803209121600744,0.0,0.003381545301682293,0.0002399938035709227,-0.000138293717084275,6.124931316463142e-05,9.478711328363218e-05,0.00010463932539877378,0.09408651698411033,0.4055775759745284,0.0,0.003315645246695,0.00018848579671434408,0.0003506470159699922,0.00010511424236739517,5.719933763790816e-05,4.2512935301644546e-05,0.3146960514073188,-0.0267673235071085,0.0,0.0018131627406929047,0.0004341539598934176,-0.0002767046210804126,-3.21632617087216e-05,1.097080946798587e-05,2.3808757399181783e-05,0.034145134283879865,0.15844500073315362,0.0,0.02924466158943988,0.001999624767099864,-0.00033364854670670093,0.00015833268171572788,0.00032968641126110686,0.0003818791384973738,0.07408928947691591,-0.5797869855464599,2.0,-0.03524159250127358,-0.00019852045698766536,0.003601333836563753,0.0012377852944696266,0.0007719453593988608,0.0006253302437487128,0.7221993745315396,1.5144768218698927,0.0,0.022890493701387328,0.0010564248442370494,0.008177346338961911,0.004803470229816378,0.004151618952530682,0.0039551381142787926,0.0007535217873564058,-0.01604737066528861,0.0,76.71992702206842,-0.6147446058277879,0.1186800834816708,-0.04534627703391792,-0.07373687118486139,-0.0823179723865266,7.533392636406245e-06,0.0044086579792810415,2.0,-293.62696050044633,-0.0944590387354225,-0.07511300013020161,-0.08850639250632497,-0.08759507225351015,-0.08716491467201147,1.7112665978121325e-06,0.000782822810576876,1.0,-2345.9424398006377,0.6147320636230802,-0.2432543099041027,-0.17956959396792627,-0.16152208886359176,-0.15599637824937673,3
