"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.371024745E1,3.958091140E-3,-3.569841385E-3,-1.655960083E-2
1.371528881E1,-1.988226175E-2,-1.194251701E-2,-1.761150360E-2
1.372033011E1,1.589012146E-2,1.303695142E-2,1.104068756E-2
1.372537146E1,1.810777187E-2,-1.202722639E-2,-2.468299866E-2
1.373041282E1,2.513521910E-2,2.596588433E-2,-1.616382599E-2
1.373545412E1,2.306967974E-3,1.029637456E-2,4.929733276E-2
1.374067219E1,2.364054322E-2,-2.813257277E-3,7.314682007E-3
1.374571355E1,-1.461642981E-2,9.169839323E-4,1.913166046E-2
1.375075490E1,-1.341004670E-2,-9.844463319E-3,-9.535789490E-3
1.375579620E1,1.639591157E-2,-1.679783314E-2,2.617740631E-2
1.376083756E1,1.752410829E-2,2.242416888E-2,5.766868591E-3
1.376587886E1,2.014786005E-3,1.404067129E-2,-2.278614044E-2
1.377106865E1,2.232271433E-2,3.275495023E-3,2.135372162E-2
1.377611001E1,1.266019046E-2,-1.450151950E-2,-3.583526611E-2
1.378115136E1,-2.310368419E-2,1.654047146E-2,-4.654884338E-3
1.378619266E1,-3.881365061E-3,8.471012115E-4,-2.480792999E-2
1.379123402E1,-1.446147263E-2,1.286149770E-2,-9.158134460E-3
1.379627532E1,1.203581691E-3,-7.449854165E-3,5.030727386E-2
1.380146610E1,2.867120504E-2,-2.875166386E-2,-1.662540436E-2
1.380650745E1,-6.038263440E-3,2.970164083E-2,-2.836418152E-2
1.381154881E1,2.014267445E-2,-2.575222403E-3,-5.544567108E-2
1.381659011E1,-1.560638845E-2,-6.076589227E-3,2.103424072E-2
1.382163147E1,1.904620230E-2,5.891740322E-3,-2.427482605E-2
1.382667282E1,-5.926087499E-3,-3.671359271E-3,3.769302368E-2
1.383186412E1,-8.279800415E-3,-1.304614916E-2,1.747131348E-3
1.383690548E1,1.031607389E-4,1.169890165E-4,2.311134338E-2
1.384194683E1,-4.136553407E-2,2.626026049E-2,-3.052806854E-2
1.384698813E1,2.306635678E-2,-1.794306934E-2,3.267669678E-2
1.385202949E1,6.296738982E-3,-1.359730959E-5,2.527713776E-2
1.385707079E1,7.431820035E-3,-4.827477038E-3,4.169464111E-2
1.386225829E1,2.433508635E-4,-3.106288984E-2,-4.535961151E-2
1.386729964E1,-1.272034645E-2,-1.906801760E-2,7.735824585E-2
1.387234100E1,1.690581441E-3,-1.174279675E-2,1.376342773E-2
1.387738230E1,-2.197481692E-2,1.798466220E-2,7.711410522E-3
1.388242365E1,3.052118421E-2,-8.255422115E-3,-8.980751038E-3
1.388746501E1,4.109650850E-3,2.596400678E-3,5.347251892E-3
1.389265704E1,2.075664699E-2,1.509625465E-3,-1.607513428E-2
1.389769839E1,5.142748356E-3,1.096166670E-2,-2.875328064E-3
1.390273975E1,-1.258738339E-2,2.038699016E-2,5.464553833E-3
1.390778105E1,-1.689285040E-3,1.687519252E-4,5.411911011E-2
1.391282240E1,-1.231335104E-2,2.634700388E-3,2.516269684E-2
1.391786370E1,-1.442760229E-3,-7.986627519E-3,3.445529938E-2
1.392305798E1,2.229742706E-2,-2.102328464E-2,9.107589722E-4
1.392809933E1,-1.565694809E-3,-2.321003750E-2,1.278114319E-2
1.393314068E1,-2.992865443E-2,1.809187233E-3,3.049182892E-2
1.393818199E1,-1.539972425E-2,5.416348577E-4,8.857727051E-3
1.394322334E1,9.645342827E-3,1.359155774E-2,-9.031295776E-3
1.394826464E1,2.619370818E-2,-8.971747011E-3,3.261661530E-2
1.395345282E1,2.478776872E-2,2.318680286E-2,2.046775818E-2
1.395849412E1,1.879802346E-2,6.404045969E-3,2.505016327E-2
1.396353553E1,7.997155190E-4,1.346424222E-2,1.058769226E-2
1.396857683E1,-1.530945301E-3,-7.987126708E-3,-2.750778198E-2
1.397361818E1,-2.767479420E-2,1.719178632E-2,-1.064872742E-2
1.397865949E1,4.729494452E-3,2.534949407E-2,-1.531028748E-2
1.398385110E1,2.849878371E-2,1.702434197E-2,2.401542664E-2
1.398889245E1,1.039285958E-2,-9.965375066E-4,-4.692077637E-3
1.399393381E1,1.851738989E-2,7.313780487E-3,8.409500122E-3
1.399897511E1,-3.516352177E-2,-1.400944218E-2,4.776954651E-3
1.400401647E1,1.728735864E-2,2.056654543E-2,-2.020740509E-2
1.400905777E1,1.951831579E-2,-1.400866359E-2,-1.172447205E-2
1.401424803E1,5.075886846E-3,-1.503837854E-2,-2.469158173E-2
1.401928938E1,2.606034279E-3,-5.344327539E-3,1.233386993E-2
1.402433074E1,1.916103065E-2,1.005222648E-2,7.478713989E-3
1.402937204E1,-5.993336439E-3,2.785081044E-2,-1.990222931E-2
1.403441339E1,8.361339569E-3,6.175749004E-3,1.708412170E-2
1.403945469E1,-3.087833524E-2,-2.476935834E-2,1.931762695E-2
1.404464610E1,-1.636701822E-2,1.559368894E-2,-3.429317474E-2
1.404968745E1,-3.513135016E-2,-1.901869848E-2,1.350307465E-2
1.405472881E1,-1.340696216E-2,-1.765887439E-2,6.921672821E-2
1.405977011E1,-2.155739069E-2,-8.048165590E-3,8.063316345E-3
1.406481146E1,-1.794411242E-2,1.535922289E-3,3.243446350E-3
1.406985277E1,-3.490284085E-3,1.486696303E-3,-3.716754913E-2
1.407502506E1,-1.061464846E-2,3.918237984E-3,3.203201294E-2
1.408006641E1,-3.417718410E-2,1.461379975E-2,3.651809692E-2
1.408510772E1,-4.703484476E-2,1.089023426E-2,-2.555084229E-2
1.409014907E1,5.515500903E-3,2.509165928E-2,2.573394775E-2
1.409519042E1,-2.184899151E-2,-2.344015986E-3,3.264713287E-2
1.410023172E1,-2.282807231E-2,1.310302317E-2,1.218318939E-2
1.410540428E1,1.658514142E-2,2.375028655E-2,1.393318176E-3
1.411044563E1,5.912423134E-3,2.212494612E-3,2.038764954E-2
1.411548693E1,-1.263737679E-3,-1.565907151E-2,3.803348541E-2
1.412052829E1,2.492870390E-2,2.853724733E-2,-1.810550690E-2
1.412556964E1,-2.675533295E-3,3.371831030E-3,-8.454322815E-3
1.413061094E1,-1.955032349E-5,3.359045833E-3,2.962875366E-2
1.413583620E1,1.167997718E-3,4.587952048E-3,2.344131470E-2
1.414087756E1,2.132408321E-2,-9.559433907E-3,-1.238536835E-2
1.414591891E1,-2.393612266E-2,7.032383233E-3,3.641605377E-2
1.415096022E1,3.633648157E-3,-2.632125840E-2,-1.139736176E-2
1.415600157E1,6.055980921E-3,1.437477022E-2,-8.924484253E-3
1.416104287E1,-5.871936679E-3,1.229424030E-3,2.084350586E-2
1.416623292E1,-1.653933525E-2,1.551323012E-2,-1.258754730E-2
1.417127428E1,1.917965710E-2,-9.471923113E-5,2.077388763E-2
1.417631563E1,-4.786729813E-3,3.534302115E-3,-1.265621185E-2
1.418135693E1,-4.738569260E-5,1.901135221E-2,-6.723403931E-4
1.418639829E1,5.125999451E-6,1.721456647E-5,1.710891724E-3
1.419143959E1,1.167282462E-3,8.236989379E-5,-4.343891144E-2
1.419663042E1,-3.811873496E-2,3.660365939E-3,2.462387085E-2
1.420167178E1,-4.491999745E-3,-4.644658417E-3,1.853942871E-3
1.420671313E1,5.202978849E-3,7.336918265E-3,3.272247314E-2
1.421175443E1,2.656507492E-2,3.344659507E-2,-3.181457520E-3
1.421679574E1,3.112022579E-2,9.401813149E-3,1.822376251E-2
1.422183709E1,-8.309245110E-3,9.199529886E-4,6.201934814E-2
1.422699324E1,-9.481161833E-3,-2.862624824E-4,2.113342285E-3
1.423203459E1,1.915539801E-2,1.042091846E-2,1.041030884E-2
1.423707589E1,7.066592574E-3,8.459351957E-4,3.407859802E-2
1.424211725E1,-1.563733816E-2,1.750763133E-2,4.091930389E-2
1.424715860E1,-1.070383191E-2,-1.593402028E-2,-1.999664307E-2
1.425219990E1,-2.732104063E-2,1.978006214E-3,-2.339458466E-2
1.425742537E1,1.329098642E-2,-1.584149897E-2,-1.250934601E-2
1.426246673E1,-4.662394524E-3,-2.633259445E-2,-1.715660095E-3
1.426750808E1,1.907986403E-2,7.339425385E-3,-2.545738220E-2
1.427254938E1,-6.073817611E-3,-1.282175258E-2,-2.049350739E-2
1.427759074E1,-5.971357226E-3,3.901749849E-3,-3.576278687E-2
1.428263204E1,-5.869433284E-3,-1.987270266E-2,-1.289558411E-2
1.428778766E1,3.353513777E-2,2.306463569E-2,-9.222984314E-3
1.429282902E1,7.073357701E-3,6.231866777E-3,2.054691315E-2
1.429787032E1,1.532852650E-2,1.807212830E-2,8.497238159E-3
1.430291167E1,3.652834892E-2,2.015680075E-2,-3.433322906E-2
1.430795298E1,-2.429969609E-2,-3.830373287E-3,3.721809387E-2
1.431299433E1,1.982349157E-2,1.284546778E-2,8.678436279E-5
1.431819745E1,-1.710887253E-2,1.510197669E-2,8.400917053E-3
1.432323881E1,2.829764783E-2,1.269282401E-2,-9.482383728E-3
1.432828011E1,7.947236300E-3,1.621702686E-2,1.316547394E-2
1.433332147E1,-5.261793733E-3,-7.659349591E-3,5.928039551E-3
1.433836282E1,-7.593691349E-3,-1.592109352E-2,1.062965393E-2
1.434340412E1,-1.228144765E-2,1.864496246E-2,1.529216766E-2
1.434859777E1,-1.450185478E-2,-2.430723235E-2,3.416919708E-2
1.435363912E1,2.365310490E-2,1.748112962E-2,-3.025341034E-2
1.435868048E1,-1.220262051E-2,-1.358371601E-2,8.006095886E-3
1.436372178E1,1.635301113E-2,-2.791255713E-3,-1.462936401E-2
1.436876308E1,-2.773037553E-2,-1.346941665E-2,1.281070709E-2
1.437380443E1,-4.983320832E-3,-3.041438758E-4,1.982975006E-2
1.437898037E1,-1.684626937E-2,-2.652316168E-2,1.728820801E-2
1.438402172E1,1.136332750E-3,5.781594664E-3,2.891540527E-3
1.438906308E1,2.965886891E-2,4.611670971E-3,-1.019668579E-2
1.439410438E1,2.693311870E-2,-1.188693568E-2,-2.792835236E-2
1.439914574E1,1.129415631E-2,-3.382738680E-3,2.219104767E-2
1.440418704E1,-1.717737317E-2,2.395332977E-2,2.319622040E-2
1.440937298E1,-1.943589747E-2,1.064875349E-2,1.706314087E-2
1.441441433E1,3.423586488E-3,1.762146875E-2,2.879905701E-2
1.441945563E1,9.308546782E-3,-5.157522857E-3,9.553909302E-3
1.442449699E1,4.532098770E-3,3.288106248E-2,-2.401351929E-3
1.442953834E1,-6.195217371E-3,-3.115613014E-3,3.443717957E-2
1.443457964E1,8.239090443E-3,-8.963122964E-3,-6.205558777E-2
1.443977120E1,-1.202084124E-2,-2.661161870E-2,-4.015731812E-2
1.444481256E1,2.732691169E-2,4.532337189E-3,-2.913284302E-2
1.444985386E1,-2.569243312E-3,3.298985958E-2,4.367828369E-3
1.445489522E1,-2.495825291E-3,1.023872197E-2,2.808856964E-2
1.445993657E1,-6.013065577E-3,-6.501115859E-4,-3.153228760E-2
1.446497787E1,3.439460695E-2,2.074991912E-2,-3.602218628E-2
1.447017131E1,-1.221434772E-2,8.846640587E-3,-3.215789795E-2
1.447521266E1,1.750409603E-2,7.572863251E-3,6.116867065E-3
1.448025397E1,2.087047696E-2,-8.955001831E-4,-3.075504303E-2
1.448529532E1,-6.056874990E-4,-6.812211126E-3,1.938819885E-2
1.449033667E1,5.286529660E-3,8.647594601E-3,2.160167694E-2
1.449537798E1,-2.088838816E-2,1.515336335E-3,-9.460449219E-3
1.450057110E1,1.251608133E-2,2.292405069E-2,-2.244758606E-2
1.450561245E1,-1.364116371E-2,-1.774030179E-2,1.693725586E-2
1.451065376E1,1.856811345E-2,1.373492181E-3,-1.289749146E-2
1.451569511E1,7.800713181E-3,-9.467672557E-3,-2.822971344E-2
1.452073646E1,7.657617331E-3,1.195445284E-2,-1.017951965E-2
1.452577777E1,-1.608398557E-2,-1.247629523E-3,-1.365756989E-2
1.453096860E1,2.562184632E-2,-3.331935778E-2,-5.155277252E-2
1.453600995E1,-7.744714618E-3,-2.199199051E-3,-1.235961914E-3
1.454105126E1,-5.304679275E-3,8.523214608E-3,-3.910064697E-5
1.454609256E1,1.965640485E-2,9.602829814E-3,-5.977630615E-3
1.455113397E1,-1.379022002E-2,2.856636792E-2,-9.490013123E-3
1.455617527E1,-6.548181176E-3,3.193032369E-2,1.553153992E-2
1.456137990E1,2.077154815E-2,-8.838683367E-3,-2.023220062E-2
1.456642126E1,3.023023903E-2,-1.709197462E-2,-3.906536102E-2
1.457146261E1,-9.030997753E-4,1.745728031E-2,1.352119446E-2
1.457650391E1,-2.581284940E-2,1.807972789E-3,-1.866149902E-2
1.458154527E1,-5.327984691E-3,1.249629259E-2,2.069187164E-2
1.458658657E1,2.557209134E-2,5.254346877E-3,3.271102905E-4
1.459176001E1,-7.898122072E-3,2.769704908E-3,-9.178161621E-3
1.459680136E1,-1.379641891E-2,-9.066358209E-3,8.714675903E-3
1.460184266E1,-1.365517080E-2,6.359811872E-3,-1.986408234E-2
1.460688402E1,1.258856058E-2,1.347523555E-2,6.344509125E-2
1.461192537E1,-1.597139239E-2,2.535964362E-2,-1.191139221E-2
1.461696667E1,3.174954653E-2,-2.836412936E-2,-3.496170044E-3
1.462219324E1,1.369525492E-2,-1.029624417E-2,-2.722358704E-2
1.462723459E1,4.130929708E-3,3.927253187E-3,4.783344269E-2
1.463227594E1,4.122629762E-3,-1.646485552E-2,-7.203102112E-3
1.463731725E1,-7.408559322E-4,8.578848094E-3,-1.664638519E-2
1.464235860E1,-1.609812677E-2,-1.288353652E-2,2.268981934E-2
1.464739995E1,1.143200696E-2,-1.392380148E-2,2.725124359E-2
1.465255443E1,-3.377100825E-2,-9.070023894E-3,3.652667999E-2
1.465759579E1,9.244084358E-3,1.580685005E-2,-4.098224640E-2
1.466263709E1,2.946238220E-2,6.187327206E-3,-4.657840729E-2
1.466767839E1,1.150405407E-2,8.551068604E-3,7.260322571E-3
1.467271980E1,-2.896234393E-3,2.736783028E-2,2.739238739E-2
1.467776110E1,-1.585987210E-2,-8.401114494E-3,2.222061157E-3
1.468298610E1,-2.520316839E-2,-5.994055420E-3,-4.923820496E-3
1.468802745E1,-1.784093678E-2,1.197054982E-3,1.412200928E-2
1.469306881E1,5.005136132E-3,1.416147128E-2,2.126693726E-3
1.469811011E1,-1.644195616E-2,-2.025827765E-2,2.824115753E-2
1.470315147E1,-7.865130901E-4,3.097253665E-2,5.057334900E-2
1.470819277E1,1.587450504E-2,3.059935942E-2,-3.299140930E-2
1.471334865E1,-3.288120031E-3,-1.790598035E-3,-1.490116119E-2
1.471839001E1,-8.848011494E-4,-5.273997784E-3,-5.041027069E-2
1.472343131E1,1.577673852E-2,-4.640519619E-4,1.058578491E-2
1.472847266E1,1.567181945E-2,-3.985077143E-3,-2.988433838E-2
1.473351402E1,2.024047077E-2,3.137204796E-3,-1.894760132E-2
1.473855532E1,-1.323772967E-2,-1.579980552E-2,2.872085571E-2
1.474378053E1,9.108483791E-4,-3.801856190E-3,2.016448975E-2
1.474882188E1,1.866811514E-2,1.870733127E-2,-4.176807404E-2
1.475386324E1,-2.538236976E-2,-4.653371871E-4,3.103446960E-2
1.475890454E1,-2.473831177E-3,1.042297855E-2,-4.854202271E-3
1.476394589E1,1.177340746E-2,-2.713549882E-3,1.125335693E-3
1.476898725E1,-2.264000475E-2,-2.764650062E-2,4.681587219E-3
1.477417803E1,-6.877332926E-3,-7.182907313E-3,1.058292389E-2
1.477921938E1,3.599141538E-2,4.819475114E-3,-3.938961029E-2
1.478426074E1,1.193624735E-2,-1.539831236E-2,1.557540894E-2
1.478930204E1,1.198962331E-3,-4.489004612E-3,1.193046570E-3
1.479434339E1,8.263736963E-3,-2.212437242E-2,4.869365692E-2
1.479938475E1,1.653517783E-2,-1.811809838E-3,-2.060222626E-2
1.480457454E1,9.244501591E-3,-3.271770477E-2,4.511833191E-3
1.480961589E1,-1.580147445E-2,3.124695271E-3,2.229022980E-2
1.481465725E1,-9.911656380E-3,-2.904523164E-3,-4.029273987E-3
1.481969855E1,-1.099133492E-2,-4.001375288E-3,7.883071899E-3
1.482473990E1,4.608692229E-2,-3.258964419E-2,-2.187728882E-2
1.482978120E1,1.482139528E-2,-2.040105313E-2,-3.147125244E-4
1.483497308E1,-2.935606241E-2,2.850908041E-2,2.938079834E-2
1.484001443E1,-2.668415010E-2,-3.809567541E-3,4.339027405E-2
1.484505579E1,2.949243784E-2,1.402625069E-2,-6.624317169E-2
1.485009709E1,1.979649067E-3,-3.917906433E-3,4.386901855E-3
1.485513844E1,1.972697675E-2,1.048731059E-2,2.573013306E-2
1.486017975E1,-1.131930947E-2,-1.463048160E-3,1.759529114E-3
1.486537235E1,-1.724380255E-2,1.162917539E-2,2.312469482E-2
1.487041370E1,-2.546641231E-2,1.748602837E-2,1.461601257E-2
1.487545506E1,-2.078562975E-4,-2.184144035E-2,1.805973053E-2
1.488049636E1,2.122536302E-2,-1.095568761E-2,-1.891040802E-2
1.488553772E1,-3.824681044E-4,-9.663414210E-3,4.776096344E-2
1.489057902E1,-2.761907876E-2,-7.273159921E-3,1.410675049E-2
1.489576673E1,-1.675179601E-2,-2.142578736E-2,9.237289429E-3
1.490080808E1,4.870727658E-3,-2.112914249E-2,1.866531372E-2
1.490584943E1,-2.238436043E-2,-7.997006178E-4,-4.055976868E-3
1.491089074E1,3.725990653E-3,-1.975737140E-2,-9.963989258E-3
1.491593209E1,3.460279107E-2,-2.898816019E-3,3.287887573E-2
1.492097339E1,2.969317138E-2,-8.748490363E-3,-6.835365295E-2
1.492616428E1,3.057990968E-2,3.760911152E-2,2.129745483E-2
1.493120563E1,-1.847624779E-3,-1.497794688E-2,6.865501404E-3
1.493624699E1,-1.259957254E-2,1.841135323E-3,3.768825531E-2
1.494128829E1,-1.956942677E-2,-1.582109183E-2,3.856372833E-2
1.494632964E1,2.051532269E-3,2.225426957E-2,-1.639366150E-2
1.495137094E1,-1.216624677E-2,1.844045892E-2,-4.832649231E-2
1.495656199E1,1.282538474E-2,1.228133217E-2,-5.267620087E-2
1.496160334E1,2.573192120E-2,-1.747447997E-2,2.615547180E-2
1.496664469E1,1.015436649E-2,-8.948892355E-3,-7.317543030E-3
1.497168600E1,-2.892285585E-3,-6.380718201E-3,2.246856689E-3
1.497672735E1,8.932188153E-3,1.974117011E-3,-1.321411133E-2
1.498176865E1,-9.036600590E-3,-2.299616486E-2,9.260559082E-2
1.498695897E1,1.241855323E-2,1.872806996E-2,-1.999855042E-3
1.499200032E1,-6.585657597E-3,-5.472190678E-4,3.840255737E-2
1.499704167E1,-1.014600694E-2,1.504217461E-2,3.214454651E-2
1.500208298E1,5.770623684E-4,2.541289479E-2,2.356052399E-2
1.500712433E1,1.714873314E-2,9.697604924E-3,3.048896790E-2
1.501216563E1,9.801313281E-3,-4.673089832E-3,1.598072052E-2
1.501733829E1,2.978444099E-4,-4.647471011E-3,1.109695435E-2
1.502237969E1,2.397222817E-2,1.446279511E-2,-1.512718201E-2
1.502742100E1,1.078501344E-2,-1.296259463E-2,-4.588222504E-2
1.503246235E1,-2.956023812E-2,-5.556423217E-3,2.933120728E-2
1.503750370E1,-1.627413929E-2,2.894842997E-2,-6.074905396E-4
1.504254501E1,-7.850125432E-3,-2.361751348E-2,1.840209961E-2
1.504775292E1,-1.013334095E-2,-2.591547370E-2,2.418804169E-2
1.505279423E1,-2.902644873E-2,9.971626103E-3,6.171226501E-3
1.505783553E1,1.872555912E-2,-8.384250104E-4,1.324558258E-2
1.506287688E1,1.856963336E-2,1.340970770E-2,-1.537132263E-2
1.506791818E1,-2.835601568E-3,-1.403173059E-2,1.088905334E-2
1.507295954E1,-3.599143028E-2,-2.023298293E-3,-1.295566559E-2
1.507809850E1,-1.412712038E-2,-3.180000931E-3,1.922512054E-2
1.508313985E1,-3.345936537E-3,-2.462132275E-2,5.113315582E-2
1.508818115E1,1.449768245E-2,5.319356918E-3,2.007484436E-3
1.509322251E1,3.467240930E-2,4.127055407E-3,3.181457520E-3
1.509826386E1,-1.421131194E-2,-4.815406352E-2,-9.908676147E-3
1.510330516E1,8.552566171E-3,1.151896641E-2,-3.358078003E-2
1.510851443E1,-7.934078574E-3,9.097680449E-4,-2.973461151E-2
1.511355579E1,2.784249187E-2,-2.457760274E-4,1.208591461E-2
1.511859714E1,1.929534972E-2,9.196735919E-3,-2.721118927E-2
1.512363844E1,3.615766764E-3,-1.451261342E-3,1.577568054E-2
1.512867975E1,1.308734715E-2,-1.325002313E-2,-1.761341095E-2
1.513372110E1,4.612326622E-3,2.841997147E-2,3.479290009E-2
1.513892980E1,-3.847360611E-3,2.560849488E-2,-3.913974762E-2
1.514397110E1,2.227097750E-3,3.951735795E-3,-9.119033813E-3
1.514901245E1,1.178771257E-2,1.230018213E-2,-6.011581421E-2
1.515405376E1,2.354240417E-2,2.883776277E-2,-2.991867065E-2
1.515909511E1,-1.461036503E-2,-1.159850508E-3,-1.066589355E-2
1.516413641E1,1.647081971E-2,1.068957523E-2,-4.637718201E-3
1.516930928E1,2.105790377E-2,9.295005351E-3,-6.975173950E-3
1.517435063E1,5.338326097E-3,-2.281248197E-2,3.108978271E-2
1.517939199E1,-2.909927070E-2,1.532218605E-2,-2.143096924E-2
1.518443329E1,1.392851770E-2,9.295500815E-3,2.032089233E-2
1.518947464E1,3.044101596E-2,2.108401433E-2,3.796672821E-2
1.519451594E1,1.717384160E-2,1.490582898E-2,-1.544952393E-3
1.519973881E1,5.126312375E-3,2.865206450E-3,-1.697349548E-2
1.520478016E1,-1.043462753E-2,1.240871474E-2,9.297370911E-3
1.520982152E1,1.711145043E-3,-2.682504058E-2,4.366779327E-2
1.521486282E1,-5.507022142E-3,-3.714838624E-2,-1.014614105E-2
1.521990417E1,2.782191336E-2,1.068577915E-2,-1.837539673E-2
1.522494548E1,-2.052754164E-3,1.050889120E-2,-6.344795227E-3
1.523010188E1,-2.816635370E-2,-2.576496452E-3,-2.729415894E-3
1.523514324E1,3.155986965E-2,1.125667244E-3,-8.642196655E-3
1.524018454E1,2.055530250E-2,-9.559266269E-3,1.399612427E-2
1.524522589E1,-8.095920086E-3,1.196501032E-2,-3.935813904E-3
1.525026725E1,1.812809706E-2,1.415159553E-2,2.579116821E-2
1.525530855E1,-9.212583303E-3,5.864039063E-3,-1.739501953E-3
1.526053381E1,1.472672820E-2,1.406345144E-2,-2.191638947E-2
1.526557516E1,-1.509056985E-2,2.006705850E-3,-2.054595947E-2
1.527061652E1,5.304664373E-3,-8.763182908E-3,-2.987670898E-2
1.527565782E1,-1.609329879E-2,2.217995375E-2,3.213596344E-2
1.528069917E1,1.846028864E-2,4.191964865E-3,1.405239105E-2
1.528574048E1,6.402686238E-3,1.966459677E-2,-2.644920349E-2
1.529093105E1,-2.045258880E-3,-1.863513142E-3,-9.727478027E-5
1.529597240E1,-2.080112696E-3,-2.561439574E-2,1.296710968E-2
1.530101376E1,2.052980661E-2,-8.679058403E-3,2.830123901E-2
1.530605506E1,1.798349619E-2,1.632388681E-2,7.457733154E-4
1.531109641E1,7.092654705E-3,1.971226186E-2,2.686977386E-2
1.531613772E1,-1.959353685E-4,-3.058265895E-3,1.476669312E-2
1.532132855E1,-1.215185225E-2,-3.204580396E-3,-2.217960358E-2
1.532636990E1,-2.044254541E-2,5.098953843E-3,1.957607269E-2
1.533141126E1,3.911612928E-2,1.816089824E-2,-2.097129822E-2
1.533645256E1,-1.593530178E-3,-5.654055625E-3,-5.354881287E-3
1.534149391E1,1.982559264E-2,1.341076940E-2,4.191398621E-3
1.534653522E1,-3.257504106E-2,1.333880052E-2,3.503894806E-2
1.535172631E1,-2.071559429E-4,-3.546841443E-3,-3.651714325E-2
1.535676766E1,-5.058974028E-3,-2.317678183E-3,-1.770019531E-3
1.536180902E1,-2.283249795E-2,1.225698739E-3,4.456806183E-2
1.536685032E1,2.014307678E-2,1.416537538E-2,-3.538227081E-2
1.537189167E1,-1.456230879E-3,1.635949686E-2,-2.439975739E-2
1.537693298E1,3.229111433E-3,-7.594998926E-3,-1.707077026E-2
1.538212355E1,1.159641147E-2,1.626478881E-2,1.157855988E-2
1.538716490E1,1.501096785E-2,1.851972193E-2,1.742076874E-2
1.539220626E1,-1.114150882E-2,-2.319151908E-2,-1.360416412E-2
1.539724756E1,-2.049911022E-2,6.684429944E-3,-1.230239868E-2
1.540228891E1,4.717916250E-3,2.562159672E-2,-1.509666443E-3
1.540733022E1,-1.662370563E-2,-5.613896996E-3,-1.497268677E-3
1.541252001E1,1.437500119E-3,6.298873574E-3,1.395702362E-2
1.541756131E1,1.340645552E-2,5.254346877E-3,1.621913910E-2
1.542260272E1,3.464846313E-2,-1.253979653E-2,-1.598548889E-2
1.542764402E1,1.197354496E-2,1.138553768E-2,-4.910659790E-2
1.543268537E1,-4.703015089E-3,2.545418590E-2,2.019309998E-2
1.543772667E1,-9.492486715E-3,1.840516925E-4,4.734134674E-2
1.544291751E1,3.696168959E-2,-1.629641652E-2,-1.243877411E-2
1.544795886E1,2.720360458E-2,1.346930489E-2,-6.222152710E-2
1.545300022E1,2.710609138E-2,-7.027197629E-3,6.008148193E-5
1.545804152E1,4.952533543E-2,1.920183748E-2,-3.081989288E-2
1.546308287E1,1.820568740E-2,-1.417699084E-2,3.357505798E-2
1.546812417E1,-6.863057613E-3,6.302531809E-3,3.448486328E-2
1.547327954E1,1.222467422E-2,-2.218866721E-2,2.469539642E-2
1.547832084E1,7.500678301E-3,-6.599355489E-3,-1.826763153E-2
1.548336219E1,1.337674260E-2,-2.545625716E-2,3.652191162E-2
1.548840355E1,2.276684344E-2,4.465129226E-3,8.899688721E-3
1.549344490E1,-3.564906120E-2,-3.955627233E-2,1.951408386E-2
1.549848620E1,1.416578889E-3,-1.203771681E-3,2.722740173E-3
1.550371172E1,2.703368664E-4,-4.714682698E-3,3.714561462E-2
1.550875308E1,-1.517254114E-2,1.199267060E-2,5.954742432E-3
1.551379443E1,2.718374133E-3,-2.029150352E-2,7.092475891E-3
1.551883574E1,8.582547307E-3,-8.204333484E-3,4.657745361E-3
1.552387709E1,-2.355785668E-2,-1.659262553E-2,-6.072044373E-3
1.552891839E1,6.229043007E-3,8.424859494E-3,5.854606628E-3
1.553411282E1,-2.116848528E-2,-9.579259902E-3,1.768302917E-2
1.553915417E1,2.057962120E-2,1.126680523E-3,8.032798767E-3
1.554419553E1,3.831326962E-3,1.189867035E-2,1.271820068E-2
1.554923683E1,1.332756877E-2,1.294909418E-2,-4.539489746E-4
1.555427818E1,2.517157793E-2,-1.311961189E-2,-2.182769775E-2
1.555931954E1,-3.083698452E-2,4.820350558E-3,2.108573914E-3
1.556450647E1,1.571698487E-2,5.953516811E-3,-1.216125488E-2
1.556954782E1,-1.054483652E-2,-4.614517093E-5,-8.497238159E-3
1.557458917E1,2.171653509E-2,-1.104958355E-4,9.390830994E-3
1.557963048E1,1.084583998E-2,5.713764578E-3,6.936073303E-3
1.558467183E1,1.550686359E-2,-1.089747995E-2,5.438995361E-2
1.558971318E1,-7.189527154E-3,2.003687993E-2,-1.139068604E-2
1.559486870E1,-1.137286425E-3,-2.050068602E-2,1.721096039E-2
1.559991006E1,-8.228555322E-3,-1.448029280E-2,-4.350948334E-2
1.560495141E1,4.853755236E-3,1.408286765E-2,-1.464080811E-2
1.560999272E1,2.028040588E-2,1.036371663E-2,-2.164554596E-2
1.561503407E1,-4.049015045E-2,-1.821456850E-2,2.129459381E-2
1.562007537E1,-4.494547844E-3,-1.418869942E-3,4.012012482E-2
1.562529594E1,-4.510566592E-3,2.197448164E-3,1.776695251E-3
1.563033730E1,-3.285586834E-3,4.517856985E-3,-2.318191528E-2
1.563537865E1,1.349921525E-2,6.923120469E-3,-5.030536652E-2
1.564041995E1,3.610959649E-2,-3.510415554E-4,-4.038143158E-2
1.564546131E1,7.302135229E-3,2.450626157E-2,-7.976531982E-3
