"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.019386092E2,1.502408385E0,-3.305883408E-1,8.440850973E-1
1.019436505E2,3.297836781E-1,-5.682535172E-1,5.729647875E-1
1.019486918E2,-7.269060016E-1,-7.426033020E-1,3.901645541E-1
1.019537332E2,-1.463643551E0,-9.373950958E-1,1.194076538E-1
1.019589246E2,-1.703140497E0,-9.323425293E-1,-1.911505461E-1
1.019639659E2,-1.677186728E0,-8.784160614E-1,-3.724246323E-1
1.019690073E2,-1.463065147E0,-8.378047943E-1,-4.316526651E-1
1.019740486E2,-1.227848291E0,-6.693344116E-1,-3.510389030E-1
1.019790899E2,-7.042423487E-1,-4.497756958E-1,-4.363912046E-1
1.019841312E2,-3.227821290E-1,-2.629203796E-1,-6.776121855E-1
1.019893404E2,5.497136712E-2,-5.603504181E-2,-8.904976249E-1
1.019943817E2,3.019573092E-1,2.162723541E-1,-1.147337198E0
1.019994231E2,4.835440516E-1,4.929943085E-1,-1.468071222E0
1.020044644E2,5.513100624E-1,6.234140396E-1,-1.592168570E0
1.020095058E2,4.814628363E-1,7.440834045E-1,-1.689610243E0
1.020145471E2,3.867936730E-1,7.904167175E-1,-1.661089897E0
1.020197422E2,2.003214061E-1,6.787834167E-1,-1.612728715E0
1.020247835E2,-1.348867714E-1,5.457372665E-1,-1.429930091E0
1.020298248E2,-5.798789859E-1,3.004436493E-1,-1.059635997E0
1.020348662E2,-9.954845905E-1,1.188373566E-1,-8.168340921E-1
1.020399075E2,-1.437288761E0,-2.785301208E-2,-6.552757621E-1
1.020449488E2,-1.852184057E0,-1.599903107E-1,-5.011240840E-1
1.020501386E2,-2.045361519E0,-2.081756592E-1,-4.229500890E-1
1.020551799E2,-2.061364174E0,-1.665544510E-1,-4.621198177E-1
1.020602213E2,-1.974832654E0,-1.046066284E-1,-5.376777649E-1
1.020652626E2,-1.785345316E0,-3.195571899E-2,-6.830304265E-1
1.020703039E2,-1.590326071E0,6.094646454E-2,-7.793030739E-1
1.020753453E2,-1.359339952E0,2.350587845E-1,-9.195705056E-1
1.020805360E2,-1.202468514E0,3.814439774E-1,-1.051439404E0
1.020855773E2,-9.756703377E-1,5.933837891E-1,-1.051123619E0
1.020906186E2,-7.991299033E-1,7.942132950E-1,-1.052681565E0
1.020956600E2,-7.254946232E-1,8.296155930E-1,-1.036110878E0
1.021007012E2,-6.660714746E-1,9.222984314E-1,-1.113995552E0
1.021057426E2,-5.526510477E-1,9.130945206E-1,-1.141322255E0
1.021109338E2,-5.136442184E-1,8.607358932E-1,-1.221303701E0
1.021159751E2,-4.268385172E-1,7.724399567E-1,-1.351635575E0
1.021210164E2,-4.670291841E-1,6.303081512E-1,-1.404788852E0
1.021260578E2,-3.971666992E-1,4.786634445E-1,-1.589023709E0
1.021310991E2,-4.479812086E-1,2.947998047E-1,-1.653890371E0
1.021361405E2,-5.123881102E-1,1.218395233E-1,-1.614879489E0
1.021413315E2,-4.875761271E-1,5.664920807E-2,-1.606389165E0
1.021463728E2,-4.581321776E-1,1.896095276E-2,-1.468518615E0
1.021514142E2,-4.325024784E-1,5.299568176E-2,-1.377011895E0
1.021564556E2,-3.768860400E-1,8.570766449E-2,-1.170629501E0
1.021614969E2,-2.521311641E-1,1.984310150E-1,-1.154831529E0
1.021665382E2,-1.350105405E-1,2.953634262E-1,-1.011386514E0
1.021717294E2,-8.962136507E-2,3.956146240E-1,-9.349274039E-1
1.021767707E2,4.840713739E-2,4.884719849E-1,-8.612350225E-1
1.021818120E2,1.251339912E-1,5.128936768E-1,-8.976029158E-1
1.021868534E2,1.772370934E-1,4.414157867E-1,-8.473367095E-1
1.021918947E2,-6.584227085E-3,2.538518906E-1,-8.064277768E-1
1.021969360E2,-1.191447973E-1,1.381902695E-1,-8.702978492E-1
1.022021270E2,-1.628928781E-1,2.494335175E-2,-8.360990286E-1
1.022071683E2,-1.157333255E-1,-2.359294891E-2,-8.907880783E-1
1.022122097E2,-1.385775208E-1,-1.367607117E-1,-8.752988577E-1
1.022172510E2,-1.392402649E-1,-1.697340012E-1,-8.913881183E-1
1.022222923E2,-1.367582083E-1,-2.410287857E-1,-9.055941105E-1
1.022273337E2,-9.251630306E-2,-2.513017654E-1,-9.031677842E-1
1.022325252E2,-6.089109182E-2,-2.915897369E-1,-8.349109292E-1
1.022375665E2,-2.277183533E-2,-3.282279968E-1,-7.915529013E-1
1.022426079E2,2.739638090E-2,-3.612756729E-1,-5.559254885E-1
1.022476493E2,2.934122086E-2,-3.991327286E-1,-3.223162889E-1
1.022526906E2,-1.706969738E-2,-3.556528091E-1,-6.847298145E-2
1.022577319E2,-9.818911552E-2,-3.421421051E-1,-8.998495340E-2
1.022629057E2,-2.010378242E-1,-2.257938385E-1,-1.700206995E-1
1.022679470E2,-2.084179521E-1,-1.071138382E-1,-2.522950172E-1
1.022729883E2,-2.634835839E-1,3.651523590E-2,-4.387782812E-1
1.022780296E2,-2.727645636E-1,1.895303726E-1,-5.392742753E-1
1.022830710E2,-2.222210765E-1,2.825345993E-1,-5.924479365E-1
1.022881123E2,-2.196820378E-1,2.474269867E-1,-6.943484545E-1
1.022933212E2,-2.477384806E-1,1.333398819E-1,-7.501360774E-1
1.022983625E2,-2.691656351E-1,-1.278400421E-2,-7.176781297E-1
1.023034038E2,-3.706736565E-1,-2.687263489E-1,-6.566915512E-1
1.023084451E2,-4.924322963E-1,-4.633197784E-1,-5.500777960E-1
1.023134865E2,-6.057735682E-1,-6.910839081E-1,-5.435472131E-1
1.023185278E2,-8.292812109E-1,-8.407354355E-1,-6.275179386E-1
1.023237190E2,-1.083291173E0,-9.638814926E-1,-8.305131793E-1
1.023287603E2,-1.331730604E0,-1.041255951E0,-1.109470606E0
1.023338017E2,-1.603394270E0,-1.041841507E0,-1.410170555E0
1.023388430E2,-1.785349250E0,-1.062618256E0,-1.727135897E0
1.023438843E2,-1.938700914E0,-1.114364624E0,-1.925825357E0
1.023489256E2,-2.137233734E0,-1.195816994E0,-1.983217955E0
1.023541165E2,-2.160596132E0,-1.231565475E0,-1.985375047E0
1.023591578E2,-2.120715618E0,-1.318501472E0,-1.891198158E0
1.023641992E2,-1.992608547E0,-1.429056168E0,-1.674358845E0
1.023692405E2,-1.729926586E0,-1.504636765E0,-1.456565142E0
1.023742819E2,-1.559744477E0,-1.505900383E0,-1.050050020E0
1.023793232E2,-1.455910206E0,-1.513075829E0,-7.811372280E-1
1.023845141E2,-1.445195317E0,-1.454397202E0,-5.941010118E-1
1.023895554E2,-1.323832273E0,-1.378952026E0,-5.439618230E-1
1.023945968E2,-1.261075974E0,-1.258095741E0,-4.931159616E-1
1.023996381E2,-1.212542772E0,-1.132549286E0,-4.607613087E-1
1.024046794E2,-1.204546452E0,-9.927206039E-1,-3.288134933E-1
1.024097208E2,-1.191470742E0,-8.194599152E-1,-1.970092654E-1
1.024149122E2,-1.179500341E0,-7.061233521E-1,-4.761177301E-2
1.024199535E2,-1.192475557E0,-5.688886642E-1,1.886636019E-2
1.024249948E2,-1.355110645E0,-4.675912857E-1,-1.227129698E-1
1.024300362E2,-1.597952366E0,-4.607877731E-1,-4.367349148E-1
1.024350775E2,-1.950594664E0,-6.296815872E-1,-8.177819848E-1
1.024401189E2,-2.324470520E0,-9.226264954E-1,-1.112818003E0
1.024453100E2,-2.672575474E0,-1.399255753E0,-1.104241848E0
1.024503513E2,-3.052938461E0,-1.940937996E0,-9.739124775E-1
1.024553926E2,-3.303236008E0,-2.463731766E0,-8.469744921E-1
1.024604340E2,-3.560691595E0,-2.808536530E0,-7.505190969E-1
1.024654753E2,-3.705103397E0,-3.055661201E0,-5.960796475E-1
1.024705167E2,-3.748813152E0,-3.011495590E0,-4.589038193E-1
1.024757078E2,-3.770912886E0,-2.816329002E0,-3.079912066E-1
1.024807491E2,-3.818033695E0,-2.568649292E0,-1.174120903E-1
1.024857899E2,-3.940359831E0,-2.291193008E0,-5.081740022E-2
1.024908313E2,-3.887497902E0,-2.047386169E0,4.279747605E-2
1.024958726E2,-3.787319899E0,-1.949642181E0,4.507018328E-1
1.025009139E2,-3.543691158E0,-1.915287971E0,1.219145536E0
1.025061051E2,-2.979879856E0,-1.921484947E0,2.030649900E0
1.025111464E2,-2.208936214E0,-1.871667862E0,2.398640871E0
1.025161877E2,-1.440356255E0,-1.788739204E0,2.115510702E0
1.025212291E2,-8.013012409E-1,-1.561663628E0,1.403522968E0
1.025262704E2,-2.262052894E-1,-1.324743271E0,5.006617904E-1
1.025313117E2,9.387564659E-2,-1.023034096E0,-2.504642010E-1
1.025365026E2,2.011721730E-1,-6.914224625E-1,-8.644298315E-1
1.025415439E2,3.030387759E-1,-2.091856003E-1,-1.473171353E0
1.025465853E2,3.254966736E-1,2.499799728E-1,-1.999868393E0
1.025516266E2,4.147281051E-1,7.985095978E-1,-2.475578308E0
1.025566679E2,5.167661309E-1,1.284341812E0,-2.758095026E0
1.025617093E2,6.921411157E-1,1.695548058E0,-2.852856636E0
1.025669002E2,9.983412027E-1,2.006859779E0,-2.820460081E0
1.025719415E2,1.310859323E0,2.127801418E0,-2.616112232E0
1.025769829E2,1.659341574E0,2.131428242E0,-2.414832115E0
1.025820242E2,1.983140349E0,1.911453247E0,-2.137026310E0
1.025870655E2,2.312464714E0,1.493345261E0,-2.005851507E0
1.025921069E2,2.514975071E0,9.564371109E-1,-1.823020697E0
1.025972983E2,2.590460539E0,3.460845947E-1,-1.698646903E0
1.026023396E2,2.567796707E0,-3.738489151E-1,-1.587328553E0
1.026073809E2,2.381648302E0,-1.064622879E0,-1.526160121E0
1.026124223E2,2.167242050E0,-1.776409149E0,-1.445801497E0
1.026174636E2,1.853957176E0,-2.398981094E0,-1.456169963E0
1.026225050E2,1.530873299E0,-2.882101059E0,-1.591949821E0
1.026276962E2,1.247337103E0,-3.263316154E0,-1.790405989E0
1.026327375E2,8.998523355E-1,-3.520299911E0,-2.014928579E0
1.026377788E2,5.027005076E-1,-3.643998146E0,-2.266670942E0
1.026428201E2,2.863303423E-1,-3.593771935E0,-2.477103233E0
1.026478620E2,1.146934628E-1,-3.367403984E0,-2.561418056E0
1.026529034E2,2.989452332E-2,-2.972333908E0,-2.528504848E0
1.026581062E2,-3.269946575E-2,-2.449778557E0,-2.565377235E0
1.026631476E2,6.217285991E-3,-1.847037315E0,-2.648893356E0
1.026681889E2,9.614728391E-2,-1.219541550E0,-2.655991077E0
1.026732302E2,2.723028660E-1,-6.510543823E-1,-2.641953707E0
1.026782716E2,4.227518737E-1,-1.822090149E-1,-2.653830051E0
1.026833129E2,5.353124738E-1,2.408399582E-1,-2.585694313E0
1.026884785E2,6.327362061E-1,5.794687271E-1,-2.482189178E0
1.026935198E2,7.561164498E-1,8.114767075E-1,-2.307425261E0
1.026985612E2,8.851692677E-1,1.041849136E0,-2.202894211E0
1.027036025E2,1.069962144E0,1.180783272E0,-2.089931488E0
1.027086438E2,1.207398891E0,1.238052368E0,-2.139350653E0
1.027136852E2,1.084565639E0,1.109818459E0,-2.174673319E0
1.027188755E2,1.025510073E0,1.021012306E0,-2.084915638E0
1.027239168E2,9.072952867E-1,8.286180496E-1,-1.884213924E0
1.027289581E2,1.036445379E0,6.331253052E-1,-1.880270839E0
1.027339995E2,1.183494568E0,5.003976822E-1,-1.930472851E0
1.027390408E2,1.303548813E0,3.490610123E-1,-1.977406979E0
1.027440822E2,1.432033420E0,2.389316559E-1,-2.090755224E0
1.027492627E2,1.521616697E0,2.007322311E-1,-2.058516979E0
1.027543040E2,1.529123783E0,1.738481522E-1,-2.099073887E0
1.027593454E2,1.465517402E0,1.364822388E-1,-2.090849161E0
1.027643867E2,1.293112755E0,9.939575195E-2,-2.056594610E0
1.027694280E2,1.215131640E0,7.711410522E-2,-1.960047960E0
1.027744694E2,1.176970005E0,3.744792938E-2,-1.866512060E0
1.027796851E2,1.206017256E0,9.631156921E-2,-1.835869551E0
1.027847264E2,1.245125771E0,2.338829041E-1,-1.802195907E0
1.027897678E2,1.307309031E0,3.468894958E-1,-1.746972919E0
1.027948091E2,1.280233264E0,5.213890076E-1,-1.665747643E0
1.027998504E2,1.268226862E0,7.703790665E-1,-1.641332507E0
1.028048917E2,1.265517354E0,9.991989136E-1,-1.629522085E0
1.028100831E2,1.290821195E0,1.276074409E0,-1.546146393E0
1.028151244E2,1.381667495E0,1.556832314E0,-1.432370305E0
1.028201658E2,1.406710029E0,1.735013962E0,-1.321559787E0
1.028252071E2,1.336526990E0,1.875373840E0,-1.142850637E0
1.028302485E2,1.253304362E0,2.016281128E0,-9.801592827E-1
1.028352898E2,1.069591522E0,2.015335083E0,-8.827480078E-1
1.028404812E2,9.186648130E-1,1.966130257E0,-8.272302151E-1
1.028455225E2,7.524272203E-1,1.821942329E0,-8.494521379E-1
1.028505639E2,6.073052287E-1,1.623449326E0,-8.991941214E-1
1.028556052E2,4.784659147E-1,1.308304787E0,-9.999079704E-1
1.028606465E2,3.884439468E-1,1.009366035E0,-1.209322214E0
1.028656879E2,2.614219189E-1,7.312068939E-1,-1.461265206E0
1.028708796E2,1.995793581E-1,4.642086029E-1,-1.633534670E0
1.028759209E2,1.244151592E-1,2.929916382E-1,-1.706221581E0
1.028809623E2,1.295115948E-1,2.475156784E-1,-1.847404957E0
1.028860036E2,2.181494236E-1,2.308378220E-1,-1.891699910E0
1.028910449E2,2.925698757E-1,3.098402023E-1,-1.863176703E0
1.028960863E2,4.110157490E-1,3.733997345E-1,-1.830680847E0
1.029012774E2,6.104788780E-1,4.384393692E-1,-1.712314367E0
1.029063187E2,7.943358421E-1,4.988622665E-1,-1.612463355E0
1.029113601E2,9.638804197E-1,5.741024017E-1,-1.514397383E0
1.029164014E2,1.194582224E0,5.612516403E-1,-1.391766548E0
1.029214427E2,1.408787012E0,6.254415512E-1,-1.293717384E0
1.029264841E2,1.544085503E0,6.255702972E-1,-1.165918112E0
1.029316742E2,1.726074219E0,6.814537048E-1,-1.022342086E0
1.029367155E2,1.937778473E0,7.184667587E-1,-1.040833235E0
1.029417569E2,2.018382549E0,7.392215729E-1,-9.084506035E-1
1.029467982E2,2.218208551E0,7.328262329E-1,-9.200768471E-1
1.029518395E2,2.311493158E0,7.674255371E-1,-8.721145391E-1
1.029568809E2,2.456267834E0,7.734756470E-1,-9.516390562E-1
1.029620738E2,2.527581692E0,8.408985138E-1,-8.781232834E-1
1.029671151E2,2.530638695E0,8.780794144E-1,-8.507051468E-1
1.029721565E2,2.576127052E0,9.319601059E-1,-8.902238607E-1
1.029771978E2,2.572032213E0,9.641542435E-1,-7.839059830E-1
1.029822391E2,2.524511814E0,9.674682617E-1,-7.665066719E-1
1.029872805E2,2.451508760E0,9.946279526E-1,-6.869907379E-1
1.029924706E2,2.320135593E0,1.014546394E0,-5.611238480E-1
1.029975119E2,2.082700968E0,9.478197098E-1,-4.021837711E-1
1.030025533E2,1.827397346E0,8.521356583E-1,-2.887769938E-1
1.030075946E2,1.627245665E0,7.503681183E-1,-1.246621609E-1
1.030126359E2,1.429641724E0,6.162157059E-1,-8.808970451E-2
1.030176773E2,1.294671059E0,4.593524933E-1,-1.935839653E-2
1.030228317E2,1.183367729E0,2.895593643E-1,1.023137569E-1
1.030278730E2,9.906951189E-1,5.037689209E-2,2.848491669E-1
1.030329144E2,7.448853850E-1,-2.040681839E-1,5.419559479E-1
1.030379557E2,5.217609406E-1,-4.665803909E-1,7.732517719E-1
1.030429971E2,2.868942618E-1,-7.718334198E-1,1.018399477E0
1.030480383E2,-5.657440424E-2,-1.101799965E0,1.175832033E0
1.030532791E2,-4.679300189E-1,-1.382086754E0,1.235774040E0
1.030583204E2,-9.699287415E-1,-1.571537971E0,1.235777259E0
1.030633617E2,-1.439565420E0,-1.716899872E0,1.015473604E0
1.030684030E2,-1.932059288E0,-1.863941193E0,7.740662098E-1
1.030734443E2,-2.262545824E0,-1.906377792E0,3.254325390E-1
1.030784857E2,-2.435725451E0,-1.901734352E0,-1.170463562E-1
1.030836641E2,-2.423274517E0,-1.797245026E0,-6.805279255E-1
1.030887054E2,-2.258348942E0,-1.706576347E0,-9.519134164E-1
1.030937467E2,-2.041277409E0,-1.611520767E0,-9.294721484E-1
1.030987881E2,-1.819947958E0,-1.507162094E0,-6.731996536E-1
1.031038294E2,-1.718602657E0,-1.409084320E0,-1.217663288E-1
1.031088708E2,-1.769960880E0,-1.221590042E0,5.123816729E-1
1.031140628E2,-1.904758453E0,-1.030955315E0,1.183290362E0
1.031191041E2,-2.120716095E0,-8.013343811E-1,1.728393078E0
1.031241454E2,-2.340151787E0,-5.255317688E-1,2.098990440E0
1.031291867E2,-2.602487803E0,-1.652669907E-1,2.297969818E0
1.031342281E2,-2.908694267E0,2.805566788E-1,2.189264774E0
1.031392694E2,-3.012532711E0,7.390651703E-1,1.851952195E0
1.031444601E2,-2.960000277E0,1.180613518E0,1.342671752E0
1.031495014E2,-2.790725708E0,1.471391678E0,6.676919460E-1
1.031545427E2,-2.412792921E0,1.474163055E0,2.418315411E-2
1.031595841E2,-1.851046681E0,1.172673225E0,-4.583679438E-1
1.031646254E2,-1.082481503E0,4.167623520E-1,-8.751653433E-1
1.031696667E2,-2.349045277E-1,-7.484941483E-1,-1.329261422E0
1.031748576E2,5.712826252E-1,-2.330523491E0,-1.594458103E0
1.031798989E2,1.409993052E0,-4.123425484E0,-1.682871103E0
1.031849402E2,2.194211721E0,-5.756170273E0,-1.518516541E0
1.031899816E2,2.770959854E0,-6.984241486E0,-1.275284648E0
1.031950229E2,3.204267025E0,-7.679703712E0,-1.039180398E0
1.032000643E2,3.653261662E0,-7.822316170E0,-8.642135262E-1
1.032052560E2,4.329281807E0,-7.213161469E0,-6.219335794E-1
1.032102973E2,4.931012630E0,-5.923113823E0,-3.185069561E-1
1.032153387E2,5.435367584E0,-3.996800423E0,-3.222620487E-2
1.032203800E2,5.475248337E0,-1.968175888E0,2.279386520E-1
1.032254213E2,5.073621273E0,-1.853656769E-1,3.860260248E-1
1.032304627E2,4.231702328E0,1.196467400E0,3.866043091E-1
1.032356549E2,3.048719645E0,2.298618793E0,2.394676208E-1
1.032406962E2,1.880745173E0,3.022974014E0,-1.054512262E-1
1.032457375E2,8.937729597E-1,3.524434090E0,-7.774235010E-1
1.032507789E2,5.080338120E-1,3.876483917E0,-1.750454187E0
1.032558202E2,6.122384667E-1,4.171908379E0,-2.594912291E0
1.032608615E2,9.423757195E-1,4.256808281E0,-3.161728621E0
1.032660514E2,1.337475538E0,4.260778427E0,-3.313072205E0
1.032710927E2,1.873315811E0,4.144224644E0,-3.272644043E0
1.032761341E2,2.479688168E0,3.778023720E0,-3.028720379E0
1.032811754E2,3.067579746E0,3.320198059E0,-2.856447697E0
1.032862167E2,3.455327749E0,2.779114723E0,-2.711682320E0
1.032912581E2,3.745154142E0,2.099743843E0,-2.565699100E0
1.032964309E2,3.903510571E0,1.311006546E0,-2.314394951E0
1.033014723E2,3.861194372E0,5.025129318E-1,-2.159406185E0
1.033065136E2,3.578812361E0,-2.874164581E-1,-2.173227549E0
1.033115549E2,3.099389553E0,-9.654951096E-1,-2.294075251E0
1.033165963E2,2.328937769E0,-1.445695877E0,-2.459765196E0
1.033216376E2,1.349603891E0,-1.788015366E0,-2.565082550E0
1.033268478E2,3.285258412E-1,-1.953023911E0,-2.640977859E0
1.033318891E2,-7.267229557E-1,-1.969658852E0,-2.634746313E0
1.033369304E2,-1.523777723E0,-1.845148087E0,-2.579141378E0
1.033419718E2,-2.055747032E0,-1.556811333E0,-2.419509649E0
1.033470131E2,-2.091969013E0,-1.208846092E0,-2.350502968E0
1.033520544E2,-1.817805052E0,-7.235212326E-1,-2.259159088E0
1.033572449E2,-1.383134365E0,-2.959365845E-1,-2.172133446E0
1.033622862E2,-7.732999325E-1,1.922197342E-1,-2.075974464E0
1.033673276E2,-1.225921959E-1,6.283969879E-1,-1.962451220E0
1.033723689E2,5.076062679E-1,1.048477173E0,-1.826232433E0
1.033774102E2,9.626700878E-1,1.379497528E0,-1.521322012E0
1.033824516E2,1.312027216E0,1.653845787E0,-1.229821205E0
1.033876428E2,1.495250463E0,1.744808197E0,-1.112667084E0
1.033926841E2,1.530232906E0,1.620162964E0,-1.053661704E0
1.033977254E2,1.465031981E0,1.451315880E0,-9.628404975E-1
1.034027667E2,1.397155404E0,1.225154877E0,-8.952686787E-1
1.034078080E2,1.224041224E0,9.333763123E-1,-8.195867538E-1
1.034128494E2,9.243209958E-1,5.987558365E-1,-8.607754111E-1
1.034180168E2,5.093264580E-1,2.117872238E-1,-8.878579140E-1
1.034230581E2,1.057755351E-1,-1.844711304E-1,-8.887286186E-1
1.034280994E2,-2.295716405E-1,-4.476203918E-1,-8.102766275E-1
1.034331408E2,-6.006650329E-1,-6.460018158E-1,-6.790537238E-1
1.034381821E2,-8.387489915E-1,-7.533740997E-1,-5.456905961E-1
1.034432235E2,-9.870548248E-1,-7.303562164E-1,-4.030378461E-1
1.034484257E2,-1.022058249E0,-6.560440063E-1,-3.401349783E-1
1.034534671E2,-1.007063389E0,-5.125665665E-1,-2.033751607E-1
1.034585084E2,-9.032050967E-1,-2.760591507E-1,-1.449286938E-1
1.034635498E2,-6.943185329E-1,-8.834838867E-3,-1.034735590E-1
1.034685911E2,-5.245516896E-1,2.543840408E-1,-8.463153243E-2
1.034736324E2,-4.586056471E-1,4.238901138E-1,-3.188581020E-2
1.034788216E2,-3.292028606E-1,6.014804840E-1,-1.599693596E-1
1.034838629E2,-3.289820552E-1,7.704048157E-1,-2.535070479E-1
1.034889042E2,-2.986593246E-1,8.744506836E-1,-4.311594069E-1
1.034939456E2,-3.196536303E-1,8.849830627E-1,-5.174658298E-1
1.034989869E2,-3.352141976E-1,9.085798264E-1,-5.420199633E-1
1.035040283E2,-3.634162247E-1,8.602905273E-1,-5.278663039E-1
1.035092477E2,-4.383960366E-1,8.550262451E-1,-5.864261389E-1
1.035142890E2,-5.498260260E-1,7.288980484E-1,-6.179659367E-1
1.035193304E2,-6.507456303E-1,5.980968475E-1,-7.356546521E-1
1.035243717E2,-7.180776596E-1,4.159698486E-1,-8.273813128E-1
1.035294130E2,-7.263787985E-1,3.117733002E-1,-8.447593451E-1
1.035344544E2,-7.200826406E-1,1.801395416E-1,-7.652570009E-1
1.035396317E2,-6.743731499E-1,6.653118134E-2,-8.478174806E-1
1.035446730E2,-6.152200699E-1,-7.328796387E-2,-8.399857283E-1
1.035497143E2,-5.908823013E-1,-1.914634705E-1,-7.698205709E-1
1.035547557E2,-5.321829319E-1,-2.772655487E-1,-6.971956491E-1
1.035597970E2,-5.121339560E-1,-3.355379105E-1,-5.488175154E-1
1.035648383E2,-4.807769060E-1,-3.519592285E-1,-5.044839382E-1
1.035700298E2,-3.846365213E-1,-2.656145096E-1,-3.074824512E-1
1.035750711E2,-4.105793834E-1,-2.045249939E-1,-2.982956469E-1
1.035801124E2,-3.627819419E-1,-6.943702698E-2,-2.685596347E-1
1.035851538E2,-3.188765347E-1,8.215141296E-2,-2.173132300E-1
1.035901951E2,-2.607832253E-1,2.239208221E-1,-1.747989058E-1
1.035952364E2,-1.000338197E-1,3.331518173E-1,-1.445031166E-1
1.036004276E2,-2.861583233E-2,4.313526154E-1,-9.212654829E-2
1.036054689E2,8.437219262E-2,5.389804840E-1,-4.320406914E-2
1.036105102E2,1.152464151E-1,5.674476624E-1,-4.016256332E-2
1.036155516E2,1.610199213E-1,5.826787949E-1,-1.767170429E-1
1.036205928E2,1.260991693E-1,5.798997879E-1,-2.515613437E-1
1.036256342E2,1.016079783E-1,5.687026978E-1,-2.275789380E-1
1.036308254E2,1.227921844E-1,5.573844910E-1,-2.691755295E-1
1.036358667E2,9.511512518E-2,4.827032089E-1,-2.938911319E-1
1.036409081E2,1.366490722E-1,3.853702545E-1,-2.643981576E-1
1.036459494E2,1.745511889E-1,2.414817810E-1,-1.266131401E-1
1.036509907E2,2.925556898E-1,8.341407776E-2,7.863163948E-3
1.036560321E2,3.891344070E-1,-6.725597382E-2,2.346302867E-1
1.036612226E2,4.466735721E-1,-1.783237457E-1,5.013730526E-1
1.036662639E2,4.689221978E-1,-3.190259933E-1,6.786940098E-1
1.036713052E2,4.995015860E-1,-3.542051315E-1,7.573633194E-1
1.036763465E2,3.998039365E-1,-4.131889343E-1,8.023167849E-1
1.036813879E2,2.585945129E-1,-3.786773682E-1,7.056145072E-1
1.036864292E2,8.590847254E-2,-3.500480652E-1,5.584095120E-1
1.036916212E2,2.222359180E-3,-3.046264648E-1,2.176981568E-1
1.036966625E2,-2.111983299E-2,-2.339591980E-1,-7.613718510E-3
1.037017038E2,-9.281277657E-3,-1.884326935E-1,-2.476839423E-1
1.037067452E2,-3.649890423E-2,-1.189422607E-1,-3.843352199E-1
1.037117865E2,-3.717786074E-2,-8.538627625E-2,-5.727745891E-1
1.037168278E2,4.373192787E-3,-6.977462769E-2,-6.537188292E-1
1.037220200E2,-2.389979362E-2,-9.007549286E-2,-6.836168766E-1
1.037270613E2,2.049148083E-3,-1.617450714E-1,-6.349358559E-1
1.037321026E2,-4.036182165E-2,-2.859563828E-1,-4.551080465E-1
1.037371440E2,-3.125530481E-2,-3.681478500E-1,-3.127178550E-1
1.037421853E2,-9.039777517E-2,-5.160236359E-1,-1.540983915E-1
1.037472266E2,-1.661885381E-1,-6.230077744E-1,2.168357372E-2
1.037524170E2,-1.943135858E-1,-6.472396851E-1,1.525878906E-2
1.037574583E2,-2.360444069E-1,-6.963586807E-1,-1.086992025E-2
1.037624997E2,-2.853241563E-1,-7.128992081E-1,-1.692481637E-1
1.037675411E2,-2.799506783E-1,-6.945466995E-1,-2.690782547E-1
1.037725824E2,-3.122029305E-1,-6.545486450E-1,-3.698453903E-1
1.037776237E2,-3.484283090E-1,-5.786247253E-1,-4.445582032E-1
1.037828146E2,-4.560610056E-1,-5.243453979E-1,-4.446367621E-1
1.037878560E2,-6.469467878E-1,-3.505754471E-1,-3.875253797E-1
1.037928973E2,-1.015132070E0,-1.938495636E-1,-3.781082630E-1
1.037979386E2,-1.330206871E0,-4.214477539E-2,-3.707534671E-1
1.038029800E2,-1.491347790E0,2.446269989E-2,-3.705399036E-1
1.038080213E2,-1.444711328E0,3.600215912E-2,-3.307503462E-1
1.038131950E2,-1.425365090E0,-7.207012177E-2,-2.252893448E-1
1.038182363E2,-1.449593067E0,-2.637138367E-1,-1.543020606E-1
1.038232776E2,-1.499343038E0,-4.550371170E-1,-1.158187985E-1
1.038283189E2,-1.578173399E0,-6.089315414E-1,-3.118538857E-2
1.038333603E2,-1.753992319E0,-7.983646393E-1,-5.627232790E-2
1.038384016E2,-1.965710282E0,-9.790124893E-1,-2.331044674E-1
1.038435679E2,-2.317235470E0,-1.184303284E0,-5.539761186E-1
1.038486092E2,-2.727773190E0,-1.465628624E0,-8.891444802E-1
1.038536506E2,-3.127466202E0,-1.855136871E0,-1.053425312E0
1.038586918E2,-3.357865334E0,-2.316793442E0,-1.255900741E0
1.038637332E2,-3.562051773E0,-2.850508690E0,-1.228935361E0
1.038687745E2,-3.680092573E0,-3.366483688E0,-9.905812144E-1
1.038739989E2,-3.755660534E0,-3.717503548E0,-6.792743206E-1
1.038790403E2,-3.768775463E0,-3.815409660E0,-4.783976674E-1
1.038840816E2,-3.670335770E0,-3.640090942E0,-3.701289892E-1
1.038891230E2,-3.595227957E0,-3.255339622E0,-5.323054790E-1
1.038941643E2,-3.442249298E0,-2.898337364E0,-8.978496790E-1
1.038992056E2,-3.402190924E0,-2.575145721E0,-1.114315987E0
1.039043862E2,-3.291990280E0,-2.316781998E0,-1.178034782E0
1.039094275E2,-3.097265244E0,-2.274202347E0,-7.914094925E-1
1.039144688E2,-2.706087589E0,-2.272424698E0,-1.860399842E-1
