Time (s),x,y,z
1.6546946237767176e+18,0.002162694931,0.00831540674,0.06981277466
1.65469462378191e+18,-0.008634626865,-0.01998338848,0.01078033447
1.6546946237869514e+18,-0.02149242163,-0.008192051202,0.03939342499
1.6546946237919928e+18,0.01519842446,-0.03212974593,0.01497364044
1.654694623797034e+18,-0.02431695163,0.004511669278,0.01143360138
1.6546946238020754e+18,0.01618470252,-0.0002193488181,0.04341983795
1.6546946238071168e+18,0.002849981189,-0.01343217492,-0.01962184906
1.6546946238123233e+18,-0.0118368715,0.009809352458,0.02960395813
1.6546946238173645e+18,0.002318352461,-0.008668899536,-0.03050136566
1.6546946238224056e+18,-0.03148877621,-0.01043223962,0.03204154968
1.6546946238274473e+18,0.0132496804,0.004873134196,0.03353881836
1.6546946238324884e+18,0.01034928858,0.01014939323,0.007921218872
1.6546946238375299e+18,-0.0208068341,-0.0006840452552,0.01431274414
1.654694623842703e+18,-0.04024770856,0.005103804171,0.01473522186
1.6546946238477445e+18,-0.02223740518,-0.01786529645,0.05966281891
1.654694623852786e+18,0.01873870194,-0.001057546586,-0.01164722443
1.6546946238578273e+18,-0.002748250961,0.002465058118,0.01521015167
1.6546946238628687e+18,-0.02314522862,0.004672110081,0.01113414764
1.65469462386791e+18,-0.00729714334,0.01247386262,0.02103614807
1.6546946238731343e+18,0.02174963057,0.003945995122,0.02828884125
1.6546946238781757e+18,-0.01478497684,-0.007596101612,0.000714302063
1.654694623883217e+18,-0.00157751143,-0.00392139703,0.004153251648
1.6546946238882586e+18,0.002976894379,0.02750179544,-0.01102542877
1.6546946238932997e+18,0.01224127412,-0.004688240588,0.01365852356
1.654694623898341e+18,0.007134079933,0.004699990153,0.05030727386
1.6546946239035315e+18,0.03014357388,-0.002550978214,-0.004639625549
1.654694623908573e+18,0.0003706067801,-0.01058951393,0.01989459991
1.6546946239136143e+18,0.006146669388,0.0327747725,0.02860927582
1.6546946239186555e+18,0.009563043714,-0.00201690942,-0.01991081238
1.654694623923697e+18,-0.004650741816,-0.006630454212,0.002766609192
1.6546946239287383e+18,0.01865556836,-0.007551960647,-0.05557727814
1.6546946239339287e+18,-0.01679587364,-0.01555457711,-0.003968238831
1.65469462393897e+18,0.001114755869,0.01167451963,0.01130580902
1.6546946239440115e+18,0.008043035865,-0.01784935966,-0.002992630005
1.6546946239490527e+18,-0.01425372064,-0.01054095477,0.005261421204
1.654694623954094e+18,0.01399518549,0.006167709827,-0.01240539551
1.6546946239591352e+18,0.01486556232,-0.002050507814,0.005433082581
1.6546946239643254e+18,-0.0005837827921,0.001416247338,-0.02980518341
1.6546946239693665e+18,-0.001639962196,-0.01621929184,0.03761291504
1.654694623974408e+18,-0.02154846489,0.003887262195,0.003986358643
1.6546946239794493e+18,-0.01520296931,0.003919873387,0.03672599792
1.6546946239844908e+18,-0.01613499224,0.001428820193,0.006639480591
1.6546946239895316e+18,0.006563887,-0.003280486912,0.001811027527
1.654694623994723e+18,-0.005226567388,-0.002105083317,0.02877235413
1.6546946239997642e+18,-0.001575499773,0.009538907558,0.01411628723
1.6546946240048056e+18,0.01962500811,0.005641054362,0.02089118958
1.654694624009847e+18,-0.004171177745,0.007719412446,-0.03825950623
1.6546946240148882e+18,0.01014044881,-0.008790228516,-0.01873970032
1.6546946240199296e+18,0.01703768969,-0.005140256137,0.007472991943
1.6546946240251205e+18,0.0001330673695,0.0172633417,0.006161689758
1.6546946240301617e+18,-0.00692948699,-0.0136462301,0.01899623871
1.654694624035203e+18,0.01437757909,-0.006359901279,0.05045032501
1.6546946240402447e+18,-0.005908548832,-0.01212448627,0.002498626709
1.654694624045286e+18,-0.03059436381,0.01272187382,0.01423358917
1.6546946240503273e+18,-0.006530731916,-0.02053633332,-0.03194618225
1.6546946240555182e+18,0.005412220955,0.006858922541,-0.01257610321
1.65469462406056e+18,-0.0005159676075,-0.002717241645,0.008841514587
1.654694624065601e+18,0.004259675741,-0.008684679866,0.01695632935
1.6546946240706424e+18,0.0006051808596,0.01394627616,0.02259254456
1.6546946240756838e+18,0.006570905447,-0.008663121611,-0.01313686371
1.6546946240807247e+18,0.02419640124,0.01505191997,0.008296966553
1.6546946240859174e+18,0.0002648234367,-0.01001751423,0.02823734283
1.6546946240909588e+18,-0.006872713566,0.02432152256,-0.03591346741
1.6546946240960003e+18,-0.0007685422897,0.01215592772,-0.005884170532
1.6546946241010412e+18,-0.01374730468,-0.01626493782,0.02372169495
1.6546946241060828e+18,0.01117016375,0.001664958894,0.01039886475
1.654694624111124e+18,-0.01261027157,-0.003170050681,-0.005102157593
1.6546946241162762e+18,0.007698848844,0.02997112274,0.02923297882
1.6546946241213176e+18,0.006491526961,-0.002347789705,0.03475379944
1.654694624126359e+18,-0.004386484623,-0.01409576088,-0.009439468384
1.6546946241314004e+18,0.002789273858,-0.003130283207,0.01905632019
1.6546946241364419e+18,0.02056609094,-0.01836908981,-0.004833221436
1.6546946241414833e+18,0.004984334111,-0.03133792058,-0.02842330933
1.6546946241466957e+18,0.03811942041,0.008019633591,0.01569461823
1.6546946241517373e+18,0.003317445517,0.02339039743,-0.01407337189
1.6546946241567785e+18,0.01752626896,0.01720298454,-0.03046417236
1.6546946241618196e+18,0.03161714971,-0.007735241205,-0.01826286316
1.6546946241668613e+18,-0.03145845234,-0.01354532689,0.003258705139
1.6546946241719025e+18,0.01985995471,0.005437869579,-0.00980091095
1.654694624177105e+18,0.0007414966822,-0.03152215108,0.03056335449
1.6546946241821463e+18,-0.01455585659,-0.001648996025,0.03021335602
1.6546946241871877e+18,-0.01323196292,0.006724018604,0.03934288025
1.654694624192229e+18,0.01186414063,0.02208340541,-0.002548217773
1.6546946241972705e+18,-0.006136804819,-0.001837413758,0.02827453613
1.6546946242023117e+18,-0.00246411562,0.03612922132,-0.01586437225
1.6546946242075036e+18,0.00361828506,-0.01519040018,0.02340507507
1.6546946242125448e+18,0.01413983107,-0.0185928531,-0.06215858459
1.6546946242175857e+18,0.002088010311,-0.01482619345,-0.0223941803
1.6546946242226273e+18,0.01517885923,-0.004090774804,0.01813697815
1.6546946242276685e+18,0.005616128445,0.01005994901,0.01439189911
1.65469462423271e+18,0.0115621835,-0.02672440186,-0.007091522217
1.6546946242378854e+18,-0.04185160995,-0.001566659659,-0.03902721405
1.6546946242429268e+18,-0.009313642979,-0.002618748695,0.03487968445
1.6546946242479683e+18,0.003874272108,-0.01567294449,0.0380897522
1.6546946242530094e+18,-0.01163198054,-0.0416190587,0.02822399139
1.6546946242580508e+18,0.02171619236,0.008536618203,-0.001702308655
1.654694624263092e+18,0.003688171506,-0.02476961538,0.02678108215
1.6546946242682624e+18,-0.004650145769,-0.004458718002,-0.003132820129
1.6546946242733038e+18,0.001299962401,0.03240008652,0.01469230652
1.6546946242783452e+18,-0.001059100032,-0.003536853939,0.02285861969
1.6546946242833866e+18,0.005012840033,-0.0236357078,-0.02956104279
1.6546946242884278e+18,-0.003314509988,-0.01034913585,-0.01267528534
1.6546946242934692e+18,-0.009139969945,0.02518081665,0.01117610931
1.654694624298669e+18,0.00405216217,-0.02250851318,0.001581192017
1.6546946243037102e+18,0.01005339622,-0.01282103732,0.02293205261
1.6546946243087516e+18,0.01352456212,-0.009234141558,0.02272605896
1.6546946243137928e+18,0.006204664707,-0.004338309169,0.02133655548
1.654694624318834e+18,-0.01878154278,0.0123090744,0.06032848358
1.6546946243238756e+18,-0.003130570054,0.01335020363,0.0004377365112
1.6546946243290778e+18,-0.02933338284,-0.005722146481,-0.0007543563843
1.654694624334119e+18,0.01007917523,-0.02827354148,0.02537631989
1.6546946243391603e+18,0.02785877883,-0.01392261311,-0.0508441925
1.6546946243442017e+18,-0.0151053369,0.005107022822,0.01371669769
1.654694624349243e+18,0.002836897969,-0.01748868451,0.0361700058
1.6546946243542843e+18,-0.01500318944,-0.007826626301,0.04180812836
1.6546946243594652e+18,0.01589663327,-0.005369815975,-0.04524803162
1.6546946243645066e+18,-0.01751862466,0.00171167776,0.02639389038
1.6546946243695478e+18,0.0194478184,0.01232395694,-0.0249004364
1.654694624374589e+18,0.001547023654,-0.0200927332,0.02044200897
1.6546946243796306e+18,-0.006857782602,-0.02107295394,0.02383422852
1.654694624384672e+18,0.01217748225,0.008630301803,-0.002495765686
1.6546946243898844e+18,0.009753867984,0.0227727741,0.02484416962
1.6546946243949258e+18,0.02162724733,0.002328880131,-0.003868103027
1.6546946243999672e+18,0.001358136535,0.01069041342,0.009231567383
1.6546946244050081e+18,0.01332803071,0.00119035691,0.02578544617
1.6546946244100495e+18,0.03575895727,-0.00717234984,-0.000560760498
1.654694624415091e+18,-0.01075838506,0.01188030839,0.03388977051
1.6546946244202826e+18,-0.03914839029,0.009393852204,0.07280254364
1.654694624425324e+18,0.004014521837,-0.01328892261,-0.04301643372
1.6546946244303652e+18,0.02058316767,0.01291644573,0.01791667938
1.6546946244354068e+18,-0.008093863726,-0.008584152907,0.02014350891
1.654694624440448e+18,0.0002884864807,0.004513893276,0.003347396851
1.6546946244454894e+18,0.002635851502,0.01998273283,0.00807094574
1.6546946244506798e+18,-0.00913067162,-0.02063272521,0.009191513062
1.6546946244557212e+18,0.0004477500916,-0.009860791266,-0.01226520538
1.6546946244607626e+18,0.001657292247,0.01166766882,-0.007411003113
1.6546946244658038e+18,-0.01010520756,0.02346296981,0.004530906677
1.654694624470845e+18,-0.004108741879,0.01607900485,0.05081367493
1.6546946244758863e+18,0.006641462445,0.0124469921,-0.06125736237
1.6546946244810762e+18,0.01133693755,-0.007913414389,-0.009674072266
1.6546946244861176e+18,0.003005385399,-0.01612098143,0.01297569275
1.654694624491159e+18,0.01132057607,-0.001797176898,0.00574016571
1.6546946244962004e+18,-0.0007285922766,-0.006467979401,-0.01212501526
1.6546946245012419e+18,0.02076043189,-0.001726336777,-0.03221511841
1.654694624506283e+18,0.001557767391,-0.008876629174,-0.03432273865
1.6546946245114752e+18,-0.02701438963,-0.01591524109,-0.003155708313
1.6546946245165166e+18,0.01372402906,0.02822968736,-0.004315376282
1.654694624521558e+18,-0.01959609985,-0.006461791694,0.03966712952
1.6546946245265992e+18,0.01258541644,0.007780823857,0.01676845551
1.6546946245316408e+18,-0.008796200156,-0.01253814623,0.03088378906
1.654694624536682e+18,0.002044692636,-0.008934367448,-0.0002555847168
1.6546946245418714e+18,0.02348679304,-0.02892998606,-0.02519321442
1.6546946245469125e+18,0.0399967432,0.002078879625,0.002334594727
1.654694624551954e+18,0.009969592094,-0.001487806439,-0.0238161087
1.6546946245569953e+18,0.006659030914,0.03288079426,-0.06162261963
1.6546946245620367e+18,0.01974581182,-0.01269328594,0.01847076416
1.654694624567078e+18,-0.000481441617,-0.005498398095,0.02188205719
1.6546946245722683e+18,0.004247263074,0.04798388481,-0.04837799072
1.6546946245773094e+18,0.02318991721,0.01785298064,-0.005216598511
1.654694624582351e+18,0.01943355799,-0.006140425801,0.02570724487
1.6546946245873923e+18,-0.03311930597,0.007068563253,0.01836490631
1.6546946245924334e+18,0.008703231812,0.002296637744,-0.01029396057
1.6546946245974748e+18,0.007520005107,-0.002380702645,-0.03158569336
1.6546946246026657e+18,-0.006769016385,-0.002186879516,-0.008754730225
1.654694624607707e+18,-0.01858980954,0.01449900866,-0.0003671646118
1.6546946246127483e+18,0.01128515601,0.007291030139,0.0103263855
1.6546946246177894e+18,-0.01615303755,0.004894502461,0.01974201202
1.6546946246228308e+18,0.01145550609,0.01199347898,0.02908229828
1.6546946246278723e+18,-0.01853998005,-0.0214028731,0.04665374756
1.6546946246330624e+18,0.02075739205,-0.01400381327,-0.0071849823
1.654694624638104e+18,-0.001957461238,0.006345562637,0.01544284821
1.6546946246431452e+18,0.02545556426,-0.005624067038,0.02838134766
1.6546946246481866e+18,0.02049283683,-0.004324540496,-0.02411651611
1.6546946246532278e+18,-0.0164206624,-0.02092939615,0.01646900177
1.6546946246582692e+18,-0.0317504108,-0.009096119553,0.0341463089
1.6546946246634606e+18,0.001852035522,0.01113121212,0.0398015976
1.6546946246685018e+18,0.002920895815,-0.01985484362,0.06084823608
1.6546946246735432e+18,-0.00539162755,-0.00191116333,0.05083847046
1.6546946246785843e+18,0.03372006118,-0.0221504122,0.01478004456
1.6546946246836257e+18,-0.01172181964,-0.00888588652,-0.03641605377
1.654694624688667e+18,-0.008138731122,0.008864372969,0.005457878113
1.6546946246938568e+18,0.0026987046,-0.03163180873,0.04341983795
1.6546946246988982e+18,-0.004398822784,-0.006462391466,-0.004450798035
1.6546946247039396e+18,0.02298223972,-0.02539876103,-0.006789207458
1.6546946247089807e+18,0.01930463314,0.01394630969,0.02652549744
1.6546946247140221e+18,0.0178526938,0.005426287651,0.003734588623
1.6546946247190636e+18,0.01403675973,0.0007228888571,0.006077766418
1.6546946247242542e+18,0.01991164684,-0.03503392637,0.0357208252
1.6546946247292956e+18,-0.02639575303,0.01162034646,0.01048278809
1.654694624734337e+18,-0.00358197093,0.001930896193,-0.03711414337
1.6546946247393782e+18,0.03799384832,0.01734337211,-0.04155635834
1.6546946247444198e+18,0.02817496657,-0.01010499895,-0.02814388275
1.654694624749461e+18,-0.006427183747,-0.02072254941,0.01128673553
1.6546946247546158e+18,-0.005132675171,-0.01583782211,0.02069664001
1.6546946247596572e+18,-0.01448872685,-0.02878242731,0.03952884674
1.6546946247646986e+18,0.01413798332,0.01420545578,-0.01662540436
1.6546946247697398e+18,-0.009682834148,0.0009573996067,0.02033424377
